 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1998
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"317170 Virgínia";10;14;18;13;14;14;16;14;13;19;5;17;167
"317180 Virginópolis";18;15;20;26;21;23;21;21;5;1;-;1;172
"317190 Virgolândia";12;7;5;4;6;4;6;4;6;7;5;4;70
"317200 Visconde do Rio Branco";60;58;68;75;62;71;57;61;60;55;52;64;743
"317210 Volta Grande";8;7;11;7;8;5;9;3;6;7;6;5;82
"317220 Wenceslau Braz";4;8;3;-;-;-;-;-;-;-;-;3;18
"310000 Município ignorado - MG";330;271;289;276;269;231;199;197;169;156;131;154;2672
"320010 Afonso Cláudio";51;58;57;39;63;48;48;53;53;42;47;49;608
"320016 Água Doce do Norte";19;21;20;21;18;16;24;25;19;19;12;15;229
"320013 Águia Branca";7;13;10;8;7;17;13;8;11;9;9;10;122
"320020 Alegre";40;41;43;46;39;27;37;42;51;53;31;42;492
"320030 Alfredo Chaves";11;13;22;13;20;25;9;14;17;16;8;13;181
"320035 Alto Rio Novo";6;14;13;14;24;7;11;16;10;16;10;10;151
"320040 Anchieta";31;32;37;40;35;38;48;26;23;25;24;36;395
"320050 Apiacá";11;5;9;11;13;8;11;8;8;5;8;8;105
"320060 Aracruz";102;137;146;138;146;130;114;91;110;113;82;104;1413
"320070 Atilio Vivacqua";14;8;17;6;14;9;10;9;10;12;13;10;132
"320080 Baixo Guandu";43;38;39;41;48;40;37;34;40;35;36;40;471
"320090 Barra de São Francisco";48;45;81;67;52;46;74;51;63;51;49;48;675
"320100 Boa Esperança";26;15;30;27;23;20;25;19;22;20;23;23;273
"320110 Bom Jesus do Norte";13;12;17;12;7;13;9;7;13;11;11;7;132
"320115 Brejetuba";12;9;11;13;6;16;11;12;11;16;15;12;144
"320120 Cachoeiro de Itapemirim";253;226;279;285;309;262;244;247;256;217;194;251;3023
"320130 Cariacica";595;586;705;599;683;608;639;537;524;475;452;512;6915
"320140 Castelo";48;48;63;61;45;48;45;37;46;44;27;42;554
"320150 Colatina";186;148;170;163;188;176;197;137;170;153;135;149;1972
"320160 Conceição da Barra";38;56;63;50;55;37;39;32;39;33;21;15;478
"320170 Conceição do Castelo";15;15;24;20;15;18;22;14;22;12;13;21;211
"320180 Divino de São Lourenço";5;6;6;6;7;11;4;4;3;6;4;11;73
"320190 Domingos Martins";44;43;51;46;51;44;42;46;40;40;28;47;522
"320200 Dores do Rio Preto";8;6;6;9;8;8;8;10;2;8;6;8;87
"320210 Ecoporanga";33;42;52;46;41;41;39;55;39;31;39;38;496
"320220 Fundão";22;21;24;29;24;17;24;16;26;19;19;20;261
"320230 Guaçuí";65;48;53;42;40;51;46;44;56;45;37;28;555
"320240 Guarapari";166;150;157;153;140;140;150;129;122;106;109;121;1643
"320245 Ibatiba";18;34;29;28;31;25;20;32;27;22;14;17;297
"320250 Ibiraçu";27;14;19;20;26;10;10;12;12;11;11;19;191
"320255 Ibitirama";13;16;20;9;13;22;19;7;13;13;10;14;169
"320260 Iconha";14;17;16;20;21;9;11;16;10;17;19;15;185
"320265 Irupi";11;7;20;12;21;29;18;19;15;26;16;18;212
"320270 Itaguaçu";22;16;30;29;28;13;25;21;16;24;19;19;262
"320280 Itapemirim";9;45;43;43;35;52;37;38;13;17;8;14;354
"320290 Itarana";17;18;19;13;25;14;18;21;19;14;10;15;203
"320300 Iúna";48;33;43;54;63;43;43;37;37;51;31;53;536
"320305 Jaguaré";26;41;36;40;42;37;41;30;27;2;10;4;336
"320310 Jerônimo Monteiro";20;17;22;13;23;9;14;17;8;7;8;9;167
"320313 João Neiva";22;15;31;24;35;31;30;27;18;20;26;17;296
"320316 Laranja da Terra";17;10;13;8;16;18;12;15;9;14;10;12;154
"320320 Linhares";172;219;228;220;194;213;173;174;176;174;138;153;2234
"320330 Mantenópolis";25;14;27;22;20;29;25;22;21;24;11;15;255
"320332 Marataízes";14;49;40;38;65;61;39;26;-;2;5;3;342
"320334 Marechal Floriano";16;16;31;24;13;18;23;11;16;18;15;18;219
"320335 Marilândia";19;12;13;11;16;18;10;10;20;5;15;14;163
"320340 Mimoso do Sul";24;44;36;32;42;37;46;38;33;28;15;16;391
"320350 Montanha";18;28;16;35;34;28;27;25;25;23;17;12;288
"320360 Mucurici";6;8;11;6;15;8;8;6;5;6;3;6;88
"320370 Muniz Freire";31;32;34;27;36;29;24;32;38;32;28;29;372
"320380 Muqui";5;3;1;2;1;9;2;2;3;4;-;3;35
"320390 Nova Venécia";75;95;83;73;82;77;77;66;65;14;10;15;732
"320400 Pancas";38;44;34;37;41;31;36;5;34;9;23;29;361
"320405 Pedro Canário";56;30;57;46;60;51;54;49;36;44;33;22;538
"320410 Pinheiros";34;24;37;34;47;24;50;33;43;28;27;40;421
"320420 Piúma";26;22;19;27;27;24;23;27;15;14;17;20;261
"320425 Ponto Belo";6;6;9;5;18;7;6;1;4;9;5;5;81
"320430 Presidente Kennedy";14;11;21;14;9;13;17;8;13;12;13;13;158
"320435 Rio Bananal";26;28;27;35;16;5;1;4;2;6;30;27;207
"320440 Rio Novo do Sul";20;10;20;18;10;15;12;15;16;10;11;14;171
"320450 Santa Leopoldina";14;14;14;10;13;10;18;19;8;11;6;11;148
"320455 Santa Maria de Jetibá";47;50;62;59;57;45;55;59;54;35;45;55;623
"320460 Santa Teresa";40;29;35;36;37;37;29;32;18;18;33;32;376
"320465 São Domingos do Norte";7;11;15;11;16;11;14;11;14;8;11;15;144
"320470 São Gabriel da Palha";38;42;60;41;46;39;49;32;42;44;43;41;517
"320480 São José do Calçado";23;20;15;14;27;9;5;2;4;14;14;10;157
"320490 São Mateus";167;167;170;161;185;165;159;156;35;135;130;109;1739
"320495 São Roque do Canaã";6;11;13;17;19;10;12;7;6;9;9;17;136
"320500 Serra";698;612;794;681;687;684;663;641;586;586;531;574;7737
"320501 Sooretama";35;29;29;25;40;30;35;26;18;23;35;32;357
"320503 Vargem Alta";32;44;33;25;34;27;27;27;24;25;16;20;334
"320506 Venda Nova do Imigrante";24;28;36;25;22;26;21;24;21;25;25;22;299
"320510 Viana";93;73;93;96;82;58;78;65;93;94;73;93;991
"320515 Vila Pavão";9;12;8;14;14;8;7;7;7;7;11;9;113
"320517 Vila Valério";19;19;25;15;23;15;29;18;19;16;20;16;234
"320520 Vila Velha";580;509;581;587;594;549;543;528;491;498;451;514;6425
"320530 Vitória";436;484;507;509;504;465;426;403;352;367;353;378;5184
"320000 Município ignorado - ES";3;3;2;2;-;2;1;-;2;1;3;1;20
"330010 Angra dos Reis";246;223;263;218;249;220;267;210;221;182;175;161;2635
"330015 Aperibé";14;4;10;8;6;4;3;4;4;6;6;8;77
"330020 Araruama";203;129;145;161;167;133;175;133;144;126;115;119;1750
"330022 Areal";25;18;13;14;18;15;13;12;15;13;15;13;184
"330023 Armação dos Búzios";30;36;40;38;31;38;29;41;27;33;27;29;399
"330025 Arraial do Cabo";41;30;35;27;23;24;30;23;25;25;14;19;316
"330030 Barra do Piraí";160;150;149;169;165;124;134;108;125;133;121;128;1666
"330040 Barra Mansa";270;268;290;291;304;245;277;226;224;219;213;222;3049
"330045 Belford Roxo";777;830;883;800;854;848;862;733;727;601;567;719;9201
"330050 Bom Jardim";42;41;33;33;33;33;39;35;27;26;33;38;413
"330060 Bom Jesus do Itabapoana";57;69;55;63;49;56;44;53;57;46;58;47;654
"330070 Cabo Frio";237;217;228;229;212;213;212;205;179;207;215;178;2532
"330080 Cachoeiras de Macacu";61;50;14;16;18;12;29;11;5;9;20;39;284
"330090 Cambuci";14;8;25;27;23;16;12;9;18;17;17;16;202
"330100 Campos dos Goytacazes";713;687;795;762;787;727;689;705;685;654;652;730;8586
"330110 Cantagalo";30;21;33;29;35;25;21;26;33;19;23;20;315
"330093 Carapebus";13;14;19;9;4;11;9;13;14;12;10;5;133
"330115 Cardoso Moreira";15;15;20;19;12;13;6;20;10;18;10;13;171
"330120 Carmo";35;29;20;20;27;27;28;24;21;21;-;17;269
"330130 Casimiro de Abreu";28;49;39;28;50;25;28;41;31;20;30;30;399
"330095 Comendador Levy Gasparian";3;7;11;11;9;12;13;7;8;12;8;12;113
"330140 Conceição de Macabu";39;24;32;40;35;30;35;33;26;20;33;29;376
"330150 Cordeiro";35;18;25;27;37;21;32;27;39;26;32;29;348
"330160 Duas Barras";22;10;25;10;15;17;13;14;11;10;19;16;182
"330170 Duque de Caxias";1554;1440;1578;1500;1483;1383;1379;1295;1276;1134;1115;1208;16345
"330180 Engenheiro Paulo de Frontin";22;21;22;15;19;26;16;15;16;13;10;11;206
"330185 Guapimirim";69;37;56;63;49;52;40;56;43;37;28;43;573
"330187 Iguaba Grande";21;28;26;16;11;17;15;14;12;14;12;11;197
"330190 Itaboraí";342;342;352;390;394;380;356;286;318;279;245;314;3998
"330200 Itaguaí";273;185;252;245;188;174;178;138;150;134;93;115;2125
"330205 Italva";15;18;21;17;22;16;18;12;19;10;17;14;199
"330210 Itaocara";7;4;27;43;27;20;32;24;28;23;22;25;282
"330220 Itaperuna";134;122;145;120;136;162;133;129;111;103;113;96;1504
"330225 Itatiaia";40;41;41;46;43;35;30;44;34;28;33;43;458
"330227 Japeri";181;168;206;168;165;164;160;145;135;80;94;98;1764
"330230 Laje do Muriaé";17;16;11;11;11;9;13;8;9;5;4;10;124
"330240 Macaé";193;211;211;229;239;201;220;229;195;208;190;171;2497
"330245 Macuco";10;9;11;18;9;10;11;9;5;14;4;10;120
"330250 Magé";403;380;428;425;375;353;401;344;334;282;290;311;4326
"330260 Mangaratiba";50;35;40;39;44;37;36;27;49;39;36;40;472
"330270 Maricá";81;75;116;104;106;100;111;105;113;96;93;92;1192
"330280 Mendes";22;29;22;25;32;21;11;22;23;28;25;16;276
"330290 Miguel Pereira";50;32;46;27;45;29;37;24;30;39;27;32;418
"330300 Miracema";49;35;44;46;53;45;43;45;45;29;32;43;509
"330310 Natividade";27;24;27;24;22;24;28;19;26;23;17;21;282
"330320 Nilópolis";319;303;319;264;283;289;272;221;265;206;178;234;3153
"330330 Niterói";639;621;692;585;676;639;674;552;626;555;523;593;7375
"330340 Nova Friburgo";236;238;278;236;273;232;242;235;239;264;214;249;2936
"330350 Nova Iguaçu";1402;1380;1584;1353;1517;1373;1542;1404;1273;1141;1124;1338;16431
"330360 Paracambi";63;45;61;61;75;55;73;55;53;42;38;74;695
"330370 Paraíba do Sul";56;55;54;57;58;43;54;42;41;64;46;60;630
"330380 Paraty";50;50;69;28;28;26;35;34;35;39;21;38;453
"330385 Paty do Alferes";38;32;38;33;46;44;46;40;26;43;35;33;454
"330390 Petrópolis";432;376;506;462;501;445;450;358;436;435;420;431;5252
"330395 Pinheiral";26;21;15;19;22;23;18;15;11;17;13;15;215
"330400 Piraí";46;53;64;48;62;39;44;40;43;48;47;44;578
"330410 Porciúncula";26;18;39;21;32;19;23;18;24;16;19;18;273
"330411 Porto Real";26;18;23;26;12;22;14;18;25;17;14;19;234
"330412 Quatis";19;19;20;30;16;14;16;17;15;21;9;14;210
"330414 Queimados";256;178;236;213;222;52;62;55;62;157;153;176;1822
"330415 Quissamã";27;27;33;21;22;22;26;22;32;20;17;12;281
"330420 Resende";154;158;192;187;168;160;155;149;163;143;111;151;1891
"330430 Rio Bonito";93;95;78;100;107;93;89;69;87;79;76;72;1038
"330440 Rio Claro";24;29;33;28;16;23;17;27;28;23;14;22;284
"330450 Rio das Flores";7;8;18;8;12;8;9;11;14;13;4;6;118
"330452 Rio das Ostras";57;32;57;47;57;40;45;49;55;45;22;29;535
"330455 Rio de Janeiro";9003;8276;9042;8584;8852;8451;8706;7788;7947;7189;6969;7538;98345
"330460 Santa Maria Madalena";12;9;13;12;18;19;13;12;16;15;12;9;160
"330470 Santo Antônio de Pádua";46;51;68;64;51;52;52;36;33;48;42;47;590
"330480 São Fidélis";50;40;28;38;49;46;40;42;32;47;29;53;494
"330475 São Francisco de Itabapoana";27;27;23;21;25;23;20;20;29;26;47;48;336
"330490 São Gonçalo";1578;1438;1574;1440;1475;1487;1484;1309;1272;1135;1122;1284;16598
"330500 São João da Barra";59;44;46;45;64;39;30;46;35;38;37;36;519
"330510 São João de Meriti";833;785;914;845;859;855;829;758;712;598;574;729;9291
"330513 São José de Ubá";15;12;6;11;9;9;7;5;2;12;2;-;90
"330515 São José do Vale do Rio Preto";3;2;33;28;31;33;30;25;24;28;24;25;286
"330520 São Pedro da Aldeia";81;63;94;95;105;70;70;50;73;77;75;65;918
"330530 São Sebastião do Alto";5;5;8;9;7;7;3;3;10;5;5;13;80
"330540 Sapucaia";8;8;8;8;16;12;10;14;6;11;11;11;123
"330550 Saquarema";57;34;80;83;77;69;62;51;60;56;61;51;741
"330555 Seropédica";14;24;29;21;52;95;105;81;73;84;62;81;721
"330560 Silva Jardim";27;22;33;33;44;31;23;30;39;30;39;35;386
"330570 Sumidouro";25;16;25;18;16;16;22;17;14;14;13;16;212
"330575 Tanguá";36;29;45;33;28;45;48;32;27;27;30;29;409
"330580 Teresópolis";288;243;251;264;262;266;239;244;200;246;257;249;3009
"330590 Trajano de Moraes";4;8;10;8;5;6;9;13;10;8;8;12;101
"330600 Três Rios";136;139;148;128;106;114;112;106;113;92;123;117;1434
"330610 Valença";114;120;104;98;127;106;119;110;104;103;94;125;1324
"330615 Varre-Sai";18;13;17;16;19;9;13;13;18;10;14;13;173
"330620 Vassouras";40;63;62;52;57;54;59;51;60;45;45;64;652
"330630 Volta Redonda";355;364;415;388;383;367;349;305;351;304;293;287;4161
"330000 Município ignorado - RJ";19;37;8;6;14;6;18;3;12;4;12;13;152
"350010 Adamantina";42;44;49;51;40;45;42;30;34;27;27;30;461
"350020 Adolfo";2;5;9;2;6;-;5;6;5;3;8;3;54
"350030 Aguaí";46;34;40;50;48;55;43;37;31;28;37;39;488
"350040 Águas da Prata";8;3;6;6;3;9;5;4;5;5;5;4;63
"350050 Águas de Lindóia";14;23;20;15;26;21;17;16;16;21;22;25;236
"350055 Águas de Santa Bárbara";9;4;5;6;3;9;2;4;13;9;7;6;77
"350060 Águas de São Pedro";3;3;4;4;2;2;-;2;-;2;-;2;24
"350070 Agudos";57;51;83;63;55;57;60;62;48;51;39;49;675
"350075 Alambari";3;4;3;7;7;3;8;4;4;10;1;1;55
"350080 Alfredo Marcondes";5;3;5;4;5;1;3;3;3;6;2;2;42
"350090 Altair";5;-;7;5;4;4;6;6;7;7;3;8;62
"350100 Altinópolis";19;14;22;31;21;22;22;18;17;23;11;12;232
"350110 Alto Alegre";1;5;6;7;6;6;5;2;9;4;2;4;57
"350115 Alumínio";28;28;30;30;26;29;29;26;29;24;20;20;319
"350120 Álvares Florence";5;9;2;3;1;7;9;1;4;6;3;5;55
"350130 Álvares Machado";38;30;41;28;39;42;30;32;33;27;29;31;400
"350140 Álvaro de Carvalho";4;10;7;9;9;3;7;8;6;6;4;5;78
"350150 Alvinlândia";8;9;2;2;5;8;1;6;2;3;6;7;59
"350160 Americana";246;234;268;266;251;234;267;212;228;204;207;215;2832
"350170 Américo Brasiliense";50;54;52;59;60;37;46;49;51;48;40;59;605
"350180 Américo de Campos";6;9;10;13;7;5;6;8;9;7;1;9;90
"350190 Amparo";74;74;88;80;80;74;70;71;61;71;75;89;907
"350200 Analândia";3;3;4;1;4;3;5;1;7;2;2;4;39
"350210 Andradina";85;76;79;97;58;89;63;54;65;54;56;57;833
"350220 Angatuba";20;31;42;21;35;29;27;29;35;36;21;30;356
"350230 Anhembi";6;10;6;3;8;13;4;3;3;9;2;5;72
"350240 Anhumas";3;6;8;4;4;3;6;6;4;7;6;3;60
"350250 Aparecida";57;57;62;51;60;58;48;40;54;68;43;66;664
"350260 Aparecida d'Oeste";3;3;9;6;9;6;10;7;3;4;7;2;69
"350270 Apiaí";63;56;56;57;65;55;64;50;56;50;47;54;673
"350275 Araçariguama";15;11;17;15;28;25;19;12;18;11;12;25;208
"350280 Araçatuba";236;245;214;255;247;235;212;189;197;185;172;203;2590
"350290 Araçoiaba da Serra";22;26;41;35;47;37;33;39;39;34;36;26;415
"350300 Aramina";8;7;3;3;4;4;6;3;7;3;6;6;60
"350310 Arandu";10;9;7;8;13;15;7;10;4;12;5;7;107
"350315 Arapeí";8;3;2;3;7;8;3;4;10;8;10;12;78
"350320 Araraquara";235;231;267;241;247;227;206;206;228;173;189;212;2662
"350330 Araras";140;142;169;182;138;139;137;126;148;127;116;136;1700
"350335 Arco-Íris";-;1;1;2;2;-;1;-;4;2;3;-;16
"350340 Arealva";9;10;12;6;10;6;7;7;8;5;4;11;95
"350350 Areias";9;6;2;6;6;6;9;3;4;4;3;4;62
"350360 Areiópolis";20;9;33;16;26;24;11;19;16;18;18;15;225
"350370 Ariranha";11;3;10;16;9;15;9;11;8;10;10;6;118
"350380 Artur Nogueira";48;60;47;49;54;37;40;42;41;40;42;38;538
"350390 Arujá";145;109;145;140;141;128;119;141;144;102;88;145;1547
"350395 Aspásia";2;2;2;2;2;2;2;3;1;1;2;3;24
"350400 Assis";122;126;135;126;132;106;112;86;117;95;113;108;1378
"350410 Atibaia";197;174;174;189;171;171;182;174;168;164;154;153;2071
"350420 Auriflama";19;16;16;19;18;11;16;24;14;21;6;17;197
"350430 Avaí";5;3;4;5;8;2;7;6;7;5;5;6;63
"350440 Avanhandava";12;20;11;15;18;13;10;8;13;17;14;20;171
"350450 Avaré";114;99;113;110;108;107;113;121;92;112;106;95;1290
"350460 Bady Bassitt";8;15;12;15;8;14;9;10;13;13;12;11;140
"350470 Balbinos";1;2;3;1;2;-;1;2;2;-;-;2;16
"350480 Bálsamo";14;5;12;10;4;9;5;3;8;6;6;6;88
"350490 Bananal";10;22;21;12;13;19;10;14;11;16;10;19;177
"350500 Barão de Antonina";2;1;5;5;5;7;2;4;5;3;3;5;47
"350510 Barbosa";2;8;13;13;6;7;6;5;6;13;10;8;97
"350520 Bariri";36;28;35;34;58;44;32;43;31;31;31;37;440
"350530 Barra Bonita";47;61;47;47;43;47;62;35;46;37;47;49;568
"350535 Barra do Chapéu";10;10;11;10;13;7;11;11;7;7;9;13;119
"350540 Barra do Turvo";12;12;15;11;16;9;12;13;11;4;10;10;135
"350550 Barretos";129;127;119;153;122;122;153;118;126;118;109;102;1498
"350560 Barrinha";51;46;35;39;51;44;48;56;42;49;47;52;560
"350570 Barueri";499;491;511;472;531;499;491;493;464;439;462;500;5852
"350580 Bastos";39;33;27;36;25;32;24;33;25;28;32;31;365
"350590 Batatais";61;60;98;79;70;70;80;64;67;66;50;62;827
"350600 Bauru";469;430;464;483;450;425;413;415;381;386;344;393;5053
"350610 Bebedouro";103;114;128;102;104;80;80;80;85;87;81;84;1128
"350620 Bento de Abreu";3;3;2;5;9;3;2;1;3;3;6;5;45
"350630 Bernardino de Campos";23;9;19;15;20;15;19;13;10;20;11;14;188
"350635 Bertioga";52;40;60;55;55;52;56;45;58;52;40;45;610
"350640 Bilac";7;5;5;6;11;6;8;11;5;3;12;6;85
"350650 Birigui";143;116;135;121;140;120;97;97;113;91;85;89;1347
"350660 Biritiba-Mirim";33;36;40;45;36;35;48;45;40;41;30;35;464
"350670 Boa Esperança do Sul";22;21;32;17;22;26;25;15;18;18;23;14;253
"350680 Bocaina";10;9;13;12;7;12;16;14;14;11;16;13;147
"350690 Bofete";8;10;12;14;8;12;6;8;10;14;11;12;125
"350700 Boituva";63;52;60;44;63;62;58;41;40;31;48;62;624
"350710 Bom Jesus dos Perdões";15;19;28;20;24;15;24;26;16;26;29;15;257
"350715 Bom Sucesso de Itararé";6;4;5;7;7;7;5;3;10;3;8;3;68
"350720 Borá";1;-;-;-;-;1;-;1;1;-;1;-;5
"350730 Boracéia";5;7;6;4;12;4;4;7;6;9;6;2;72
"350740 Borborema";14;13;25;16;15;13;11;10;11;15;25;13;181
"350745 Borebi";1;1;5;4;7;3;4;1;-;2;1;2;31
"350750 Botucatu";179;155;191;161;181;156;171;151;147;144;127;139;1902
"350760 Bragança Paulista";214;162;228;217;227;202;204;212;186;164;186;197;2399
"350770 Braúna";7;1;5;4;11;2;7;7;2;8;4;5;63
"350775 Brejo Alegre";5;2;4;1;2;2;4;1;1;-;-;5;27
"350780 Brodowski";31;35;26;15;18;21;25;18;26;19;13;28;275
"350790 Brotas";18;27;28;37;30;27;29;27;12;22;22;24;303
"350800 Buri";34;28;36;26;41;28;35;32;30;26;38;41;395
"350810 Buritama";10;16;21;18;17;22;17;19;22;24;15;17;218
"350820 Buritizal";4;2;5;2;1;5;1;5;1;2;1;2;31
"350830 Cabrália Paulista";7;9;10;7;13;6;4;8;6;6;5;6;87
"350840 Cabreúva";67;54;55;55;53;58;43;54;55;51;40;46;631
"350850 Caçapava";136;145;129;144;126;129;125;109;121;113;100;115;1492
"350860 Cachoeira Paulista";40;44;48;47;34;52;55;49;26;51;37;47;530
"350870 Caconde";23;25;40;29;26;31;34;30;24;34;29;31;356
"350880 Cafelândia";19;19;29;19;33;19;30;19;17;22;22;20;268
"350890 Caiabu";10;6;3;8;5;1;6;5;6;5;5;1;61
"350900 Caieiras";105;93;106;104;118;119;92;109;118;93;89;84;1230
"350910 Caiuá";5;3;4;7;6;5;5;4;3;2;1;5;50
"350920 Cajamar";82;101;120;100;99;102;110;84;92;98;106;87;1181
"350925 Cajati";60;54;69;69;73;59;65;48;34;56;33;34;654
"350930 Cajobi";8;6;15;12;15;7;16;13;13;11;15;11;142
"350940 Cajuru";40;36;35;50;44;35;35;26;31;32;16;34;414
"350945 Campina do Monte Alegre";14;5;5;9;9;13;6;6;5;9;4;7;92
"350950 Campinas";1448;1368;1508;1480;1414;1303;1351;1260;1279;1265;1218;1262;16156
"350960 Campo Limpo Paulista";95;95;116;103;103;97;91;103;95;98;101;110;1207
"350970 Campos do Jordão";99;87;87;93;103;110;92;95;85;94;85;102;1132
"350980 Campos Novos Paulista";10;5;2;9;1;3;10;6;6;2;7;7;68
"350990 Cananéia";29;20;19;25;18;23;37;19;18;16;16;14;254
"350995 Canas";8;4;4;4;3;6;2;5;2;5;1;6;50
"351000 Cândido Mota";46;53;70;39;46;55;33;42;35;33;37;46;535
"351010 Cândido Rodrigues";5;9;2;1;4;-;5;1;2;3;2;1;35
"351015 Canitar";3;9;7;7;10;10;9;4;6;6;4;2;77
"351020 Capão Bonito";83;68;74;81;96;66;75;64;81;63;71;61;883
"351030 Capela do Alto";24;22;35;27;34;24;26;22;23;20;19;22;298
"351040 Capivari";73;73;75;65;79;69;68;72;63;75;55;61;828
"351050 Caraguatatuba";141;133;144;146;131;134;150;121;118;114;96;110;1538
"351060 Carapicuíba";671;609;661;667;630;579;602;564;592;552;555;582;7264
"351070 Cardoso";14;13;20;18;10;14;8;10;12;14;16;10;159
"351080 Casa Branca";37;36;33;28;33;46;27;31;35;35;28;45;414
"351090 Cássia dos Coqueiros";6;4;1;4;1;4;3;5;8;4;4;6;50
"351100 Castilho";24;27;31;29;23;16;14;20;22;22;19;14;261
"351110 Catanduva";180;137;176;153;142;125;139;97;124;125;110;115;1623
"351120 Catiguá";6;7;10;7;11;11;4;10;13;7;5;5;96
"351130 Cedral";5;5;4;7;9;4;6;6;3;5;7;6;67
"351140 Cerqueira César";16;12;27;32;21;18;26;22;27;16;28;24;269
"351150 Cerquilho";47;41;39;50;31;41;36;36;49;27;29;41;467
"351160 Cesário Lange";26;18;16;16;22;11;31;24;18;15;15;13;225
"351170 Charqueada";19;17;25;19;19;20;18;30;13;12;19;15;226
"355720 Chavantes";21;16;26;17;27;16;15;20;28;16;24;16;242
"351190 Clementina";7;10;4;8;7;7;7;11;5;11;7;4;88
"351200 Colina";28;32;34;23;19;20;24;28;17;26;20;20;291
"351210 Colômbia";10;6;13;12;5;4;4;5;5;7;4;7;82
"351220 Conchal";37;44;48;52;48;49;41;47;40;36;37;35;514
"351230 Conchas";30;13;24;23;22;21;26;25;27;24;20;17;272
"351240 Cordeirópolis";18;33;25;23;23;22;31;19;19;21;15;23;272
"351250 Coroados";7;7;9;2;2;3;2;6;2;2;4;3;49
"351260 Coronel Macedo";4;12;6;11;11;9;7;10;6;5;6;8;95
"351270 Corumbataí";6;4;8;3;10;8;5;6;2;4;3;7;66
"351280 Cosmópolis";55;72;73;71;80;83;65;68;57;60;72;67;823
"351290 Cosmorama";10;8;11;11;14;6;11;4;5;7;5;3;95
"351300 Cotia";302;261;347;304;335;322;289;313;321;266;260;295;3615
"351310 Cravinhos";38;25;35;45;38;49;25;35;34;42;38;39;443
"351320 Cristais Paulista";6;2;10;16;10;4;7;12;10;12;10;8;107
"351330 Cruzália";5;3;3;3;2;4;1;2;1;1;1;1;27
"351340 Cruzeiro";101;131;108;123;133;129;113;98;119;73;90;100;1318
"351350 Cubatão";234;206;229;234;222;181;221;175;181;160;148;165;2356
"351360 Cunha";35;25;32;31;45;37;46;29;42;26;32;33;413
"351370 Descalvado";48;43;52;47;45;48;38;41;36;31;30;41;500
"351380 Diadema";838;688;802;777;762;691;748;697;701;676;650;725;8755
"351385 Dirce Reis";2;-;3;1;-;2;2;1;2;2;1;1;17
"351390 Divinolândia";17;15;16;19;22;11;20;15;14;18;12;9;188
"351400 Dobrada";7;9;24;12;9;12;20;7;10;8;8;14;140
"351410 Dois Córregos";40;30;42;31;29;28;36;25;21;40;28;31;381
"351420 Dolcinópolis";1;5;5;2;3;3;3;-;3;4;-;2;31
"351430 Dourado";13;9;11;6;13;10;8;12;11;8;10;9;120
"351440 Dracena";42;49;46;53;66;41;54;41;39;39;34;50;554
"351450 Duartina";16;10;20;20;18;15;24;9;13;6;13;12;176
"351460 Dumont";8;6;11;7;6;14;7;5;11;10;8;13;106
"351470 Echaporã";12;6;8;9;12;17;16;7;8;7;11;9;122
"351480 Eldorado";28;16;26;29;31;24;30;24;26;18;21;25;298
"351490 Elias Fausto";17;19;27;25;18;23;18;15;29;15;16;31;253
"351492 Elisiário";1;3;2;4;3;3;2;3;5;5;-;5;36
"351495 Embaúba";3;1;1;4;4;3;2;2;2;3;5;5;35
"351500 Embu das Artes";369;289;389;384;391;359;370;413;424;365;358;380;4491
"351510 Embu-Guaçu";83;95;107;100;102;97;101;100;77;77;74;71;1084
"351512 Emilianópolis";2;5;5;1;2;9;5;2;6;5;2;8;52
"351515 Engenheiro Coelho";10;6;14;14;12;13;19;21;16;19;11;13;168
"351518 Espírito Santo do Pinhal";49;65;61;56;48;45;49;43;52;50;59;47;624
"351519 Espírito Santo do Turvo";7;2;8;3;7;8;5;12;2;4;3;2;63
"355730 Estiva Gerbi";12;6;9;9;15;13;11;13;9;13;9;15;134
"351520 Estrela d'Oeste";12;3;12;12;10;12;11;6;6;9;6;9;108
"351530 Estrela do Norte";6;5;7;5;8;4;6;3;6;6;7;5;68
"351535 Euclides da Cunha Paulista";19;7;13;10;17;12;11;17;15;16;13;13;163
"351540 Fartura";33;22;21;15;18;18;14;16;21;15;29;19;241
"351560 Fernando Prestes";3;3;3;5;1;4;5;6;-;4;9;4;47
"351550 Fernandópolis";104;73;96;75;74;79;68;57;83;57;58;84;908
"351565 Fernão";4;-;1;1;1;-;-;2;1;2;1;1;14
"351570 Ferraz de Vasconcelos";273;257;294;275;264;251;272;261;293;261;220;274;3195
"351580 Flora Rica";5;2;5;3;4;6;4;2;4;2;3;4;44
"351590 Floreal";5;4;6;3;4;2;2;5;4;2;1;1;39
"351600 Flórida Paulista";23;15;23;17;10;11;15;13;13;22;10;10;182
"351610 Florínia";6;4;5;2;9;-;2;1;5;6;3;1;44
"351620 Franca";491;435;514;443;485;398;433;405;462;424;427;457;5374
"351630 Francisco Morato";304;235;278;271;256;278;256;263;265;233;228;233;3100
