 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2001
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"231160 Redenção";31;29;34;21;40;40;52;39;49;46;55;48;484
"231170 Reriutaba";26;23;32;33;38;31;27;24;26;27;27;36;350
"231180 Russas";93;93;93;95;84;105;89;113;95;119;108;93;1180
"231190 Saboeiro";20;34;28;24;29;26;30;38;30;22;34;22;337
"231195 Salitre";27;27;30;20;38;39;27;39;20;31;37;25;360
"231220 Santa Quitéria";57;56;65;74;80;80;82;64;68;64;78;59;827
"231200 Santana do Acaraú";52;43;57;52;64;46;52;59;62;62;65;53;667
"231210 Santana do Cariri";32;40;38;37;21;28;33;38;36;44;31;37;415
"231230 São Benedito";73;78;86;73;81;79;79;82;86;89;86;80;972
"231240 São Gonçalo do Amarante";58;52;55;44;53;50;55;54;65;49;47;42;624
"231250 São João do Jaguaribe";7;13;12;6;10;7;7;8;14;10;10;16;120
"231260 São Luís do Curu";19;14;24;23;21;15;18;18;18;22;9;28;229
"231270 Senador Pompeu";48;35;48;36;37;40;56;33;48;50;37;35;503
"231280 Senador Sá";12;9;5;14;18;10;17;10;15;6;7;17;140
"231290 Sobral";292;268;360;302;299;281;290;272;307;360;254;293;3578
"231300 Solonópole";16;15;20;26;23;20;22;19;29;15;16;16;237
"231310 Tabuleiro do Norte";36;30;37;38;30;39;31;30;43;44;38;30;426
"231320 Tamboril";44;45;29;36;45;52;43;43;37;45;44;48;511
"231325 Tarrafas";18;13;10;6;14;6;9;9;11;13;7;12;128
"231330 Tauá";121;94;108;96;88;91;100;97;109;102;98;94;1198
"231335 Tejuçuoca";23;25;18;21;31;20;24;24;23;24;20;25;278
"231340 Tianguá";102;99;128;114;100;120;113;114;122;151;118;135;1416
"231350 Trairi";78;59;74;65;81;72;58;72;65;54;80;48;806
"231355 Tururu";25;18;26;20;21;31;26;27;23;32;24;22;295
"231360 Ubajara";30;45;58;36;47;48;63;61;47;54;38;42;569
"231370 Umari";9;8;16;9;11;13;9;11;10;16;10;12;134
"231375 Umirim";39;21;34;45;34;32;44;13;31;40;23;23;379
"231380 Uruburetama";37;39;43;34;38;45;42;43;48;54;27;35;485
"231390 Uruoca";25;17;18;14;19;16;5;20;16;16;18;22;206
"231395 Varjota";36;27;41;33;31;32;22;26;36;38;29;21;372
"231400 Várzea Alegre";65;56;66;75;86;69;65;64;58;62;55;55;776
"231410 Viçosa do Ceará";90;77;103;94;89;76;88;102;101;119;96;112;1147
"230000 Município ignorado - CE";-;-;-;2;-;-;2;-;-;-;-;-;4
"240010 Acari";15;15;15;7;29;16;12;20;17;16;18;16;196
"240020 Açu";78;67;85;93;87;83;84;76;87;93;81;79;993
"240030 Afonso Bezerra";13;14;10;11;17;16;18;16;16;18;11;18;178
"240040 Água Nova";-;-;4;5;3;2;3;7;7;9;5;1;46
"240050 Alexandria";24;17;16;16;19;23;31;19;24;12;20;24;245
"240060 Almino Afonso";4;8;5;6;3;5;3;8;7;8;3;6;66
"240070 Alto do Rodrigues";17;15;17;15;10;24;17;24;17;15;10;10;191
"240080 Angicos";9;18;25;18;19;17;13;18;20;13;28;14;212
"240090 Antônio Martins";11;9;10;12;12;15;14;2;10;11;10;9;125
"240100 Apodi";56;40;39;56;60;42;37;51;36;20;45;40;522
"240110 Areia Branca";30;36;32;36;32;37;33;39;34;26;12;42;389
"240120 Arês";12;14;19;30;20;22;8;14;20;15;22;14;210
"240130 Augusto Severo";15;25;18;6;13;17;8;9;13;8;8;9;149
"240140 Baía Formosa";8;15;12;13;16;11;12;15;14;15;5;8;144
"240145 Baraúna";29;22;30;30;38;32;37;32;49;41;30;40;410
"240150 Barcelona";9;3;7;7;4;5;4;6;4;4;2;5;60
"240160 Bento Fernandes";12;6;12;11;18;8;13;5;9;11;6;3;114
"240165 Bodó";3;2;2;4;4;2;2;2;6;2;3;5;37
"240170 Bom Jesus";17;21;15;17;15;15;14;18;10;11;9;6;168
"240180 Brejinho";16;22;17;22;25;12;21;18;29;35;10;23;250
"240185 Caiçara do Norte";9;10;9;8;3;11;7;9;10;13;10;4;103
"240190 Caiçara do Rio do Vento";2;4;4;2;6;4;3;-;5;7;2;6;45
"240200 Caicó";103;98;112;107;115;97;93;78;74;81;81;68;1107
"240210 Campo Redondo";11;14;18;17;11;14;19;13;14;18;12;9;170
"240220 Canguaretama";49;42;61;53;67;60;43;46;52;52;46;37;608
"240230 Caraúbas";27;33;41;36;50;40;23;28;22;25;30;35;390
"240240 Carnaúba dos Dantas";13;9;8;7;9;6;3;2;10;7;10;9;93
"240250 Carnaubais";11;14;11;13;10;13;10;9;17;13;15;17;153
"240260 Ceará-Mirim";99;123;122;124;128;118;117;143;126;128;90;132;1450
"240270 Cerro Corá";10;14;15;16;10;10;19;18;19;25;19;19;194
"240280 Coronel Ezequiel";5;4;9;10;3;14;11;10;11;7;6;11;101
"240290 Coronel João Pessoa";9;7;4;11;6;7;9;7;8;5;10;8;91
"240300 Cruzeta";7;1;10;8;11;8;8;16;14;8;9;13;113
"240310 Currais Novos";69;55;72;62;74;52;65;55;70;74;68;72;788
"240320 Doutor Severiano";13;10;9;10;13;7;13;9;9;11;9;9;122
"240330 Encanto";3;10;6;4;3;9;8;3;4;5;4;9;68
"240340 Equador";10;4;18;10;15;15;11;8;11;15;7;11;135
"240350 Espírito Santo";13;14;14;18;22;12;8;10;16;13;5;3;148
"240360 Extremoz";28;29;34;39;48;33;44;29;46;31;40;36;437
"240370 Felipe Guerra";11;6;9;6;8;14;6;11;4;3;2;3;83
"240375 Fernando Pedroza";2;1;1;2;3;4;2;3;1;3;2;2;26
"240380 Florânia";12;12;12;13;8;15;8;8;9;18;20;13;148
"240390 Francisco Dantas";3;2;2;6;6;6;5;4;2;2;3;4;45
"240400 Frutuoso Gomes";13;4;6;5;6;2;7;6;5;2;4;5;65
"240410 Galinhos";4;1;6;3;3;4;7;2;3;2;1;1;37
"240420 Goianinha";24;25;46;43;44;40;31;40;54;45;41;34;467
"240430 Governador Dix-Sept Rosado";19;14;15;8;18;22;15;23;18;10;20;16;198
"240440 Grossos";6;12;8;15;8;10;13;12;9;12;9;12;126
"240450 Guamaré";26;15;12;16;19;19;18;19;19;22;9;6;200
"240460 Ielmo Marinho";12;12;12;6;15;15;16;15;17;13;10;15;158
"240470 Ipanguaçu";3;25;28;23;23;14;16;28;23;18;18;14;233
"240480 Ipueira";2;2;2;4;4;3;2;3;1;7;3;5;38
"240485 Itajá";3;5;12;6;10;10;9;8;10;13;14;11;111
"240490 Itaú";5;4;5;7;6;3;7;4;7;6;7;5;66
"240500 Jaçanã";13;8;15;12;17;10;20;10;13;12;8;7;145
"240510 Jandaíra";11;9;5;18;13;11;13;10;11;7;10;12;130
"240520 Janduís";13;6;5;9;8;5;4;12;10;2;11;5;90
"240530 Januário Cicco";16;12;10;7;12;12;14;12;14;13;15;15;152
"240540 Japi";10;6;8;11;16;18;10;15;14;7;13;7;135
"240550 Jardim de Angicos";3;2;1;3;-;4;1;2;4;2;4;1;27
"240560 Jardim de Piranhas";17;14;19;15;14;23;25;17;12;18;14;18;206
"240570 Jardim do Seridó";15;13;19;16;18;16;14;11;15;15;10;16;178
"240580 João Câmara";46;55;73;50;59;58;49;36;48;53;43;24;594
"240590 João Dias";2;3;5;5;9;4;1;5;3;5;4;2;48
"240600 José da Penha";7;9;6;15;8;11;9;16;8;8;12;6;115
"240610 Jucurutu";28;22;33;22;18;27;38;23;24;25;24;20;304
"240620 Lagoa d'Anta";8;11;8;4;6;10;12;7;7;12;12;8;105
"240630 Lagoa de Pedras";9;4;7;16;15;11;8;9;8;15;7;10;119
"240640 Lagoa de Velhos";6;2;5;7;7;6;2;3;5;5;2;2;52
"240650 Lagoa Nova";21;17;23;26;23;24;20;26;28;22;18;27;275
"240660 Lagoa Salgada";10;14;17;5;10;21;16;11;13;11;16;20;164
"240670 Lajes";17;12;5;12;15;11;12;11;12;13;10;9;139
"240680 Lajes Pintadas";4;6;9;3;9;8;5;7;13;3;8;10;85
"240690 Lucrécia";5;4;2;6;3;5;4;3;3;7;3;2;47
"240700 Luís Gomes";9;12;7;12;19;11;11;21;12;18;10;11;153
"240710 Macaíba";94;68;100;103;117;88;113;84;52;98;93;121;1131
"240720 Macau";44;36;39;62;38;47;40;32;40;36;28;10;452
"240725 Major Sales";5;-;3;4;5;1;5;9;6;8;2;5;53
"240730 Marcelino Vieira";9;12;17;9;18;11;6;11;17;6;10;8;134
"240740 Martins";12;10;15;10;8;10;12;6;11;9;8;8;119
"240750 Maxaranguape";5;12;15;14;19;20;9;9;16;23;12;10;164
"240760 Messias Targino";9;3;11;3;4;4;7;5;7;8;9;6;76
"240770 Montanhas";17;17;16;20;21;8;10;13;21;19;17;18;197
"240780 Monte Alegre";21;24;33;25;28;21;23;18;24;22;30;16;285
"240790 Monte das Gameleiras";5;3;7;6;9;4;7;5;3;6;3;7;65
"240800 Mossoró";331;309;376;348;334;318;312;365;326;387;346;381;4133
"240810 Natal";1167;1017;1206;1209;1249;1142;1092;1188;1195;1176;1105;1072;13818
"240820 Nísia Floresta";27;26;43;28;32;31;39;24;25;19;18;20;332
"240830 Nova Cruz";54;47;60;64;60;50;60;43;58;63;55;48;662
"240840 Olho-d'Água do Borges";2;7;3;3;7;4;2;6;5;7;5;3;54
"240850 Ouro Branco";13;8;6;8;11;6;2;8;5;8;8;3;86
"240860 Paraná";6;4;9;4;1;3;4;6;8;7;2;5;59
"240870 Paraú";7;6;4;4;7;8;9;8;6;3;9;3;74
"240880 Parazinho";16;9;9;12;8;10;4;11;6;9;7;11;112
"240890 Parelhas";30;29;30;36;33;35;23;26;26;33;19;34;354
"240325 Parnamirim";221;256;260;262;272;245;218;144;203;183;225;263;2752
"240910 Passa e Fica";15;8;13;8;8;12;14;13;10;13;5;12;131
"240920 Passagem";3;3;4;4;6;4;5;-;4;3;1;2;39
"240930 Patu";16;22;21;17;25;18;26;19;14;22;17;10;227
"240940 Pau dos Ferros";40;43;44;54;54;27;25;33;36;42;31;35;464
"240950 Pedra Grande";9;4;3;9;5;4;7;2;6;6;6;9;70
"240960 Pedra Preta";5;6;4;4;6;1;5;6;3;2;3;5;50
"240970 Pedro Avelino";11;7;9;10;19;8;15;10;15;17;7;16;144
"240980 Pedro Velho";16;26;21;23;32;18;22;20;36;21;16;19;270
"240990 Pendências";17;10;7;15;21;15;12;17;13;20;9;2;158
"241000 Pilões";4;3;6;1;3;6;3;5;3;5;1;8;48
"241010 Poço Branco";24;13;25;15;17;20;23;18;33;20;21;25;254
"241020 Portalegre";9;5;9;12;12;10;11;8;5;7;14;9;111
"241025 Porto do Mangue";8;3;3;6;7;8;5;8;5;2;1;3;59
"241040 Pureza";21;6;12;10;11;14;7;10;12;12;17;10;142
"241050 Rafael Fernandes";8;10;1;3;6;7;7;5;5;12;6;5;75
"241060 Rafael Godeiro";2;2;2;3;4;3;5;5;7;3;2;2;40
"241070 Riacho da Cruz";4;3;3;5;4;2;8;-;3;3;5;6;46
"241080 Riacho de Santana";9;5;7;8;5;4;5;8;8;8;5;5;77
"241090 Riachuelo";17;12;11;16;8;8;12;5;6;7;8;9;119
"240895 Rio do Fogo";11;4;9;9;17;17;7;15;19;21;15;16;160
"241100 Rodolfo Fernandes";6;7;8;8;8;9;6;5;7;3;9;3;79
"241110 Ruy Barbosa";5;3;3;7;7;5;6;11;9;9;8;8;81
"241120 Santa Cruz";51;61;70;65;69;67;64;72;48;53;61;64;745
"240933 Santa Maria";1;4;7;2;8;7;5;6;2;11;7;4;64
"241140 Santana do Matos";10;7;11;13;18;18;19;12;20;19;18;18;183
"241142 Santana do Seridó";2;2;4;4;1;4;-;3;4;2;4;3;33
"241150 Santo Antônio";35;29;39;34;45;39;52;47;46;37;35;16;454
"241160 São Bento do Norte";2;4;8;7;6;2;-;7;6;9;8;7;66
"241170 São Bento do Trairí";5;4;8;4;12;6;6;3;4;4;6;9;71
"241180 São Fernando";2;6;7;7;3;1;7;6;5;1;5;6;56
"241190 São Francisco do Oeste";7;4;7;5;4;6;2;2;1;9;2;2;51
"241200 São Gonçalo do Amarante";101;130;127;130;150;101;141;112;136;117;109;101;1455
"241210 São João do Sabugi";8;7;9;8;9;6;4;6;6;6;8;6;83
"241220 São José de Mipibu";41;66;77;59;60;52;53;61;66;76;72;49;732
"241230 São José do Campestre";12;15;22;20;27;21;22;26;19;20;24;17;245
"241240 São José do Seridó";8;6;4;4;7;3;4;5;8;2;4;8;63
"241250 São Miguel";38;30;30;32;36;46;41;50;37;31;36;31;438
"241255 São Miguel do Gostoso";9;7;12;16;12;7;16;10;9;6;7;3;114
"241260 São Paulo do Potengi";22;16;19;28;24;21;23;19;9;17;19;5;222
"241270 São Pedro";9;12;7;12;9;11;14;10;6;5;7;9;111
"241280 São Rafael";12;7;14;8;8;13;10;13;5;5;8;9;112
"241290 São Tomé";13;14;25;16;22;20;22;13;4;6;12;16;183
"241300 São Vicente";7;3;4;5;3;5;7;10;7;11;8;6;76
"241310 Senador Elói de Souza";7;7;8;8;5;12;5;8;5;13;7;2;87
"241320 Senador Georgino Avelino";3;5;6;4;6;7;9;5;6;6;2;5;64
"241030 Serra Caiada";13;6;12;20;9;10;12;22;15;13;23;10;165
"241330 Serra de São Bento";11;12;6;7;8;8;10;10;8;8;9;7;104
"241335 Serra do Mel";21;10;15;16;16;16;23;19;23;21;23;14;217
"241340 Serra Negra do Norte";13;10;14;11;11;13;11;9;12;12;10;10;136
"241350 Serrinha";15;13;27;15;14;11;12;12;14;14;5;6;158
"241355 Serrinha dos Pintos";8;-;3;5;5;3;3;5;6;6;5;9;58
"241360 Severiano Melo";7;13;12;9;8;8;7;6;6;8;9;8;101
"241370 Sítio Novo";3;2;8;4;7;8;8;11;7;1;5;5;69
"241380 Taboleiro Grande";2;7;6;4;2;5;4;2;4;5;5;4;50
"241390 Taipu";16;14;22;23;24;15;23;14;14;24;7;15;211
"241400 Tangará";20;9;19;18;26;22;22;14;23;27;20;26;246
"241410 Tenente Ananias";14;15;9;14;14;11;7;14;9;14;10;9;140
"241415 Tenente Laurentino Cruz";6;6;10;4;8;10;11;3;6;9;6;7;86
"241105 Tibau";4;7;5;7;4;3;4;4;5;4;4;6;57
"241420 Tibau do Sul";4;18;8;17;19;15;19;11;13;21;13;18;176
"241430 Timbaúba dos Batistas";-;-;1;3;1;5;3;1;-;3;3;2;22
"241440 Touros";46;38;59;56;73;57;62;66;53;44;31;30;615
"241445 Triunfo Potiguar";7;2;3;5;6;4;8;3;3;4;3;4;52
"241450 Umarizal";15;20;16;15;9;22;17;11;13;13;6;7;164
"241460 Upanema";15;10;21;14;19;17;20;25;18;13;16;16;204
"241470 Várzea";9;5;15;20;17;9;12;18;10;8;11;4;138
"241475 Venha-Ver";5;8;12;5;9;6;8;8;4;7;5;5;82
"241480 Vera Cruz";13;20;16;22;16;24;15;10;13;24;14;14;201
"241490 Viçosa";6;1;5;3;5;5;2;4;2;4;6;3;46
"241500 Vila Flor";5;7;5;6;7;7;9;7;7;11;2;4;77
"240000 Município ignorado - RN";-;-;-;-;-;-;2;-;-;-;-;-;2
"250010 Água Branca";21;17;19;23;20;22;18;20;16;14;16;18;224
"250020 Aguiar";6;4;4;7;13;15;6;7;10;11;9;9;101
"250030 Alagoa Grande";40;43;43;33;56;48;54;47;44;55;48;33;544
"250040 Alagoa Nova";25;25;30;30;26;36;28;37;38;40;34;31;380
"250050 Alagoinha";21;12;26;15;25;14;8;25;20;21;15;14;216
"250053 Alcantil";7;3;9;5;11;9;10;12;8;10;12;11;107
"250057 Algodão de Jandaíra";1;3;1;6;2;-;3;2;1;2;7;4;32
"250060 Alhandra";27;34;32;38;33;39;38;38;33;53;37;32;434
"250073 Amparo";7;4;1;2;3;2;3;7;1;-;3;-;33
"250077 Aparecida";6;9;6;12;8;11;15;9;10;13;11;9;119
"250080 Araçagi";23;21;16;15;23;21;24;18;24;22;16;15;238
"250090 Arara";17;15;12;14;15;17;10;17;13;17;11;5;163
"250100 Araruna";43;31;48;39;37;27;37;37;20;37;28;5;389
"250110 Areia";34;34;42;38;35;30;39;35;35;50;34;50;456
"250115 Areia de Baraúnas";7;4;4;6;4;5;4;2;7;-;3;1;47
"250120 Areial";8;11;12;8;12;8;12;6;12;9;1;7;106
"250130 Aroeiras";25;19;33;34;38;46;31;43;41;46;28;30;414
"250135 Assunção";3;1;5;7;5;3;5;3;6;6;5;7;56
"250140 Baía da Traição";16;9;13;13;17;10;25;4;12;10;8;8;145
"250150 Bananeiras";40;29;39;45;46;41;40;37;29;45;28;28;447
"250153 Baraúna";5;5;7;5;4;4;4;6;7;9;5;8;69
"250160 Barra de Santa Rosa";26;19;30;23;23;40;25;22;22;22;22;22;296
"250157 Barra de Santana";9;4;13;14;14;16;11;20;15;24;17;12;169
"250170 Barra de São Miguel";5;8;1;8;6;2;2;7;8;5;6;4;62
"250180 Bayeux";126;113;144;149;171;142;145;145;148;140;126;111;1660
"250190 Belém";28;10;25;39;40;35;28;29;23;24;24;19;324
"250200 Belém do Brejo do Cruz";18;9;3;-;1;4;3;6;9;8;6;10;77
"250205 Bernardino Batista";2;5;4;6;2;5;5;3;5;4;5;2;48
"250210 Boa Ventura";2;10;9;9;11;12;14;9;6;8;5;8;103
"250215 Boa Vista";4;4;8;9;11;10;11;15;13;15;9;11;120
"250220 Bom Jesus";3;-;3;6;6;5;5;6;6;2;3;-;45
"250230 Bom Sucesso";4;5;4;8;15;7;6;9;7;7;9;8;89
"250240 Bonito de Santa Fé";14;6;11;19;14;22;18;14;17;7;10;14;166
"250250 Boqueirão";19;30;29;30;33;32;28;26;32;31;25;38;353
"250270 Borborema";7;5;4;9;9;9;8;4;4;12;5;6;82
"250280 Brejo do Cruz";23;14;16;14;13;16;18;14;17;21;13;15;194
"250290 Brejo dos Santos";10;12;11;12;13;9;7;11;9;11;6;10;121
"250300 Caaporã";29;38;39;32;41;40;40;32;30;35;51;20;427
"250310 Cabaceiras";7;2;10;8;8;3;7;8;7;6;4;10;80
"250320 Cabedelo";65;62;74;78;63;81;89;61;65;56;72;76;842
"250330 Cachoeira dos Índios";17;5;9;13;13;15;15;11;18;22;19;6;163
"250340 Cacimba de Areia";5;5;4;4;9;10;6;5;1;3;2;2;56
"250350 Cacimba de Dentro";26;29;40;38;35;36;39;25;26;32;25;19;370
"250355 Cacimbas";15;10;13;14;12;24;14;10;6;6;16;9;149
"250360 Caiçara";11;9;10;7;10;13;13;16;9;9;11;9;127
"250370 Cajazeiras";63;5;84;81;77;75;69;76;83;78;76;5;772
"250375 Cajazeirinhas";2;5;3;3;6;3;4;5;6;2;4;7;50
"250380 Caldas Brandão";6;6;3;6;10;4;12;6;3;6;5;4;71
"250390 Camalaú";9;10;11;9;5;8;10;7;8;8;10;7;102
"250400 Campina Grande";326;434;594;595;647;602;505;638;583;638;619;598;6779
"250403 Capim";4;5;7;6;6;11;11;7;12;7;3;9;88
"250407 Caraúbas";4;2;4;2;5;1;5;5;2;9;2;2;43
"250410 Carrapateira";3;4;1;4;3;-;2;-;3;-;1;-;21
"250415 Casserengue";6;16;5;9;9;12;14;19;8;10;12;3;123
"250420 Catingueira";8;1;12;5;4;11;5;11;7;8;8;3;83
"250430 Catolé do Rocha";41;34;50;40;49;34;50;40;32;44;39;42;495
"250435 Caturité";7;7;3;15;13;8;4;2;4;5;10;6;84
"250440 Conceição";27;13;21;29;35;24;27;40;32;26;11;31;316
"250450 Condado";13;10;15;15;11;11;10;12;11;7;7;6;128
"250460 Conde";44;43;53;40;36;34;32;41;31;33;23;30;440
"250470 Congo";3;4;10;5;4;8;8;12;14;8;13;10;99
"250480 Coremas";30;18;17;21;21;33;27;24;31;25;22;6;275
"250485 Coxixola";2;-;2;1;1;1;-;1;3;1;1;2;15
"250490 Cruz do Espírito Santo";12;14;15;32;19;44;24;28;30;24;20;15;277
"250500 Cubati";15;9;16;13;16;12;10;15;15;11;10;9;151
"250510 Cuité";25;40;38;40;33;37;29;35;33;29;43;34;416
"250523 Cuité de Mamanguape";5;4;7;4;1;4;5;3;4;6;6;4;53
"250520 Cuitegi";11;4;12;5;12;17;16;15;12;9;11;9;133
"250527 Curral de Cima";8;4;6;7;21;11;16;16;11;10;5;10;125
"250530 Curral Velho";8;4;2;4;2;6;5;2;1;7;4;1;46
"250535 Damião";9;9;7;10;10;7;12;10;4;5;6;5;94
"250540 Desterro";12;11;16;16;12;11;16;20;11;21;12;10;168
"250560 Diamante";8;8;19;8;10;13;13;10;10;11;14;5;129
"250570 Dona Inês";26;15;26;12;11;13;19;20;23;19;16;21;221
"250580 Duas Estradas";2;10;6;3;2;4;4;3;7;3;7;8;59
"250590 Emas";6;5;1;3;10;11;8;6;5;9;3;5;72
"250600 Esperança";46;48;58;58;61;55;56;55;55;53;51;75;671
"250610 Fagundes";14;10;16;21;24;29;17;26;23;14;21;9;224
"250620 Frei Martinho";1;2;2;9;5;5;3;2;6;2;2;6;45
"250625 Gado Bravo";6;4;8;12;17;13;5;11;10;9;10;11;116
"250630 Guarabira";79;71;65;49;119;85;88;69;68;79;62;63;897
"250640 Gurinhém";24;25;28;23;31;18;28;32;18;18;23;21;289
"250650 Gurjão";1;2;-;6;5;4;4;3;6;4;1;4;40
"250660 Ibiara";2;10;12;6;2;6;8;5;12;8;5;6;82
"250260 Igaracy";9;7;10;5;12;10;6;7;11;12;9;11;109
"250670 Imaculada";24;17;20;20;14;24;26;18;24;20;14;22;243
"250680 Ingá";5;24;36;26;25;30;39;25;27;27;28;19;311
"250690 Itabaiana";42;4;45;42;47;44;45;32;42;41;43;34;461
"250700 Itaporanga";37;35;36;46;47;31;38;41;42;39;31;26;449
"250710 Itapororoca";19;11;16;13;18;13;28;22;16;23;18;10;207
"250720 Itatuba";14;10;10;13;29;19;14;11;14;10;11;15;170
"250730 Jacaraú";18;23;33;27;12;22;28;22;25;27;7;4;248
"250740 Jericó";6;12;18;10;15;3;16;14;10;16;9;5;134
"250750 João Pessoa";861;874;1018;974;1066;995;935;963;977;990;929;858;11440
"251365 Joca Claudino";4;2;2;2;1;6;5;6;5;6;3;6;48
"250760 Juarez Távora";12;7;11;14;15;15;9;9;5;13;11;7;128
"250770 Juazeirinho";35;27;50;34;35;27;21;40;22;25;21;28;365
"250780 Junco do Seridó";8;7;5;13;13;6;11;7;7;10;6;11;104
"250790 Juripiranga";9;9;20;20;17;29;22;24;26;23;11;21;231
"250800 Juru";15;16;17;17;24;21;26;16;18;16;11;13;210
"250810 Lagoa";6;5;22;15;16;10;19;10;14;17;13;10;157
"250820 Lagoa de Dentro";11;12;17;9;10;4;7;12;17;11;8;5;123
"250830 Lagoa Seca";30;22;28;28;33;23;36;48;41;30;49;56;424
"250840 Lastro";1;1;5;8;4;6;2;3;3;4;8;4;49
"250850 Livramento";9;5;8;11;8;2;9;8;18;10;11;9;108
"250855 Logradouro";1;3;4;4;2;3;2;2;3;4;3;3;34
"250860 Lucena";14;16;15;17;21;17;16;17;20;17;23;14;207
"250870 Mãe d'Água";7;8;9;8;6;7;9;8;3;2;7;5;79
"250880 Malta";10;3;10;8;6;10;11;7;6;7;6;5;89
"250890 Mamanguape";50;55;51;50;58;72;77;70;92;87;66;70;798
"250900 Manaíra";21;22;18;20;21;17;17;14;21;16;14;15;216
"250905 Marcação";5;6;11;14;14;4;8;3;15;13;2;3;98
"250910 Mari";29;26;25;25;29;32;24;28;32;30;31;13;324
"250915 Marizópolis";9;5;1;6;11;6;10;8;5;14;2;2;79
"250920 Massaranduba";11;18;16;24;39;19;13;20;17;22;16;16;231
"250930 Mataraca";10;16;10;11;10;9;12;15;12;16;2;12;135
"250933 Matinhas";3;4;2;4;7;4;6;6;7;8;4;6;61
"250937 Mato Grosso";4;4;5;4;2;-;5;2;2;3;3;4;38
"250939 Maturéia";15;10;14;9;11;7;10;9;2;8;8;8;111
"250940 Mogeiro";18;21;22;18;23;22;13;19;23;24;26;18;247
"250950 Montadas";2;6;9;3;6;14;8;5;4;7;4;6;74
"250960 Monte Horebe";4;1;2;7;5;3;4;3;6;11;3;3;52
"250970 Monteiro";62;37;53;55;43;68;46;36;48;51;49;62;610
"250980 Mulungu";13;11;3;9;17;10;7;15;9;11;10;5;120
"250990 Natuba";15;11;18;10;19;18;13;6;12;9;16;8;155
"251000 Nazarezinho";11;14;13;15;8;13;10;11;11;7;5;6;124
"251010 Nova Floresta";26;18;16;16;17;24;23;8;26;23;20;15;232
"251020 Nova Olinda";16;12;20;8;11;6;9;10;10;7;8;12;129
"251030 Nova Palmeira";5;3;7;6;5;4;7;2;7;7;3;4;60
"251040 Olho d'Água";10;7;11;11;10;19;19;19;18;7;18;9;158
"251050 Olivedos";3;2;-;5;7;2;4;3;3;2;9;4;44
"251060 Ouro Velho";8;6;4;4;6;2;7;5;3;-;5;5;55
"251065 Parari";2;4;3;-;-;-;3;2;3;2;3;2;24
"251070 Passagem";4;6;3;7;2;3;2;5;4;7;5;2;50
"251080 Patos";151;166;190;164;175;176;145;43;157;144;155;91;1757
"251090 Paulista";19;12;4;16;5;11;14;17;16;12;12;16;154
"251100 Pedra Branca";7;4;6;7;8;9;6;6;3;3;6;5;70
"251110 Pedra Lavrada";1;7;17;9;14;6;19;12;8;10;18;10;131
"251120 Pedras de Fogo";34;45;42;41;48;50;49;62;52;44;39;42;548
"251272 Pedro Régis";13;8;10;5;12;1;3;4;7;6;5;4;78
"251130 Piancó";28;2;31;28;33;35;26;34;21;23;23;29;313
"251140 Picuí";39;27;35;38;32;33;26;31;35;31;26;30;383
"251150 Pilar";6;18;19;22;26;16;24;22;14;16;17;16;216
"251160 Pilões";9;6;7;3;11;9;15;19;12;15;11;11;128
"251170 Pilõezinhos";6;6;8;6;3;10;6;9;15;9;5;4;87
"251180 Pirpirituba";15;8;12;3;17;13;13;13;11;9;12;11;137
"251190 Pitimbu";18;11;18;35;21;10;28;21;25;16;27;18;248
"251200 Pocinhos";10;21;26;27;25;29;22;34;30;26;22;19;291
"251203 Poço Dantas";6;3;4;3;2;7;7;6;3;9;7;3;60
"251207 Poço de José de Moura";3;1;5;7;4;4;6;4;4;8;9;9;64
"251210 Pombal";51;43;52;42;34;47;39;42;57;47;47;46;547
"251220 Prata";7;5;3;4;10;5;6;5;5;7;4;8;69
"251230 Princesa Isabel";40;22;43;34;31;47;33;3;32;40;45;31;401
"251240 Puxinanã";11;12;23;8;17;22;22;13;18;10;20;9;185
"251250 Queimadas";37;54;55;54;75;84;60;75;67;63;70;67;761
"251260 Quixabá";2;1;7;1;-;3;6;11;5;2;1;1;40
"251270 Remígio";16;14;22;21;24;27;27;13;23;34;19;20;260
"251274 Riachão";2;5;14;6;6;7;9;7;9;2;7;1;75
"251275 Riachão do Bacamarte";4;1;3;4;6;6;3;6;7;5;6;3;54
"251276 Riachão do Poço";3;3;6;5;1;2;3;5;3;4;3;4;42
"251278 Riacho de Santo Antônio";-;3;1;2;1;5;3;3;6;9;4;-;37
"251280 Riacho dos Cavalos";17;6;10;13;18;18;14;11;15;13;11;7;153
"251290 Rio Tinto";22;19;25;32;42;12;30;42;40;38;10;13;325
"251300 Salgadinho";8;1;8;4;8;8;3;7;8;6;7;2;70
"251310 Salgado de São Félix";14;27;21;16;15;22;13;15;10;10;16;14;193
"251315 Santa Cecília";6;4;7;9;10;10;8;8;4;5;2;5;78
"251320 Santa Cruz";7;3;6;5;6;8;6;6;7;11;4;11;80
"251330 Santa Helena";6;3;7;8;10;11;12;7;4;6;6;6;86
"251335 Santa Inês";5;2;2;1;-;3;4;2;3;6;4;5;37
