 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2001
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"251340 Santa Luzia";24;29;19;29;28;26;25;19;16;21;18;25;279
"251370 Santa Rita";198;161;235;209;242;217;207;199;202;211;192;149;2422
"251380 Santa Teresinha";13;7;11;8;6;7;7;5;10;9;11;8;102
"251350 Santana de Mangueira";11;5;6;5;7;4;10;8;8;9;7;5;85
"251360 Santana dos Garrotes";8;6;8;11;11;22;12;14;11;9;9;9;130
"251385 Santo André";3;-;2;3;3;5;6;2;1;2;6;2;35
"251392 São Bentinho";4;5;4;5;6;7;5;10;6;4;3;3;62
"251390 São Bento";35;28;11;57;65;62;55;40;54;36;54;40;537
"251396 São Domingos";3;2;5;3;1;6;6;4;5;3;3;3;44
"251394 São Domingos do Cariri";1;4;3;1;-;1;-;3;1;3;1;4;22
"251398 São Francisco";6;3;4;4;4;4;6;6;6;8;3;6;60
"251400 São João do Cariri";10;7;8;9;6;4;3;6;8;3;4;6;74
"250070 São João do Rio do Peixe";13;15;24;18;25;22;10;27;27;21;19;16;237
"251410 São João do Tigre";9;5;1;5;2;5;1;1;3;3;1;7;43
"251420 São José da Lagoa Tapada";7;6;8;8;9;8;9;13;9;11;16;11;115
"251430 São José de Caiana";4;10;10;11;13;11;14;18;22;9;15;13;150
"251440 São José de Espinharas";6;4;7;12;7;5;7;5;13;10;4;-;80
"251450 São José de Piranhas";42;3;20;23;26;34;43;34;33;27;34;25;344
"251455 São José de Princesa";2;4;4;5;7;4;6;2;7;6;3;8;58
"251460 São José do Bonfim";5;6;13;4;5;8;8;6;7;2;4;4;72
"251465 São José do Brejo do Cruz";1;1;2;1;4;4;-;1;2;1;1;-;18
"251470 São José do Sabugi";7;4;9;8;6;8;7;5;6;1;5;8;74
"251480 São José dos Cordeiros";5;6;10;9;4;7;4;5;7;4;6;1;68
"251445 São José dos Ramos";2;5;8;9;5;5;6;11;15;7;13;6;92
"251490 São Mamede";11;5;11;13;13;13;7;9;14;11;9;8;124
"251500 São Miguel de Taipu";10;11;6;14;9;8;9;3;8;7;9;7;101
"251510 São Sebastião de Lagoa de Roça";4;4;11;10;7;5;12;9;12;10;9;12;105
"251520 São Sebastião do Umbuzeiro";2;2;4;5;6;2;6;2;6;7;3;1;46
"251540 São Vicente do Seridó";12;12;17;19;11;14;13;29;18;10;2;10;167
"251530 Sapé";78;86;77;92;93;90;97;101;85;112;95;75;1081
"251550 Serra Branca";11;14;18;12;5;23;20;21;11;15;14;15;179
"251560 Serra da Raiz";2;3;8;1;7;1;2;2;4;7;8;3;48
"251570 Serra Grande";1;3;1;5;6;6;5;4;6;4;9;2;52
"251580 Serra Redonda";6;4;15;13;11;10;8;9;11;10;4;2;103
"251590 Serraria";13;10;8;5;17;14;13;14;7;10;15;2;128
"251593 Sertãozinho";5;6;3;1;7;8;3;5;5;7;3;5;58
"251597 Sobrado";10;6;5;8;11;6;9;9;8;8;8;6;94
"251600 Solânea";60;36;50;44;42;45;54;50;41;29;22;16;489
"251610 Soledade";19;22;24;23;28;17;18;17;15;26;25;19;253
"251615 Sossêgo";4;4;11;5;7;5;6;5;3;3;2;9;64
"251620 Sousa";77;83;69;112;85;106;90;71;82;76;58;72;981
"251630 Sumé";34;14;22;27;41;17;23;23;20;22;24;19;286
"251640 Tacima";13;12;8;5;24;18;17;16;17;16;15;7;168
"251650 Taperoá";18;27;21;10;18;16;13;21;27;20;27;15;233
"251660 Tavares";25;20;16;16;32;25;30;12;38;15;27;17;273
"251670 Teixeira";38;27;27;26;30;22;18;25;7;27;25;31;303
"251675 Tenório";3;1;2;4;3;7;3;2;6;3;5;7;46
"251680 Triunfo";10;8;11;21;15;15;9;6;15;10;10;11;141
"251690 Uiraúna";21;13;27;20;2;25;23;10;17;20;25;10;213
"251700 Umbuzeiro";9;3;14;16;9;15;17;12;14;12;19;19;159
"251710 Várzea";3;2;3;2;3;2;3;2;4;3;3;5;35
"251720 Vieirópolis";6;4;2;2;2;2;6;3;4;3;6;8;48
"250550 Vista Serrana";2;8;6;2;7;8;2;4;4;3;4;8;58
"251740 Zabelê";1;2;2;3;3;2;2;1;1;4;4;3;28
"250000 Município ignorado - PB";-;-;1;3;1;-;9;10;10;7;1;2;44
"260005 Abreu e Lima";139;105;160;148;170;151;147;144;127;58;71;50;1470
"260010 Afogados da Ingazeira";48;51;61;54;51;59;50;63;58;61;51;62;669
"260020 Afrânio";34;32;26;30;32;35;47;32;34;35;38;35;410
"260030 Agrestina";36;31;33;31;56;60;44;36;33;33;42;49;484
"260040 Água Preta";58;48;71;72;61;63;57;66;60;64;75;63;758
"260050 Águas Belas";84;80;75;87;73;87;72;74;89;69;93;83;966
"260060 Alagoinha";18;19;28;15;16;22;19;16;21;26;17;20;237
"260070 Aliança";59;43;59;63;68;63;62;53;66;67;63;65;731
"260080 Altinho";37;28;27;43;31;31;36;31;35;35;43;37;414
"260090 Amaraji";25;34;36;24;45;28;38;44;42;43;32;44;435
"260100 Angelim";17;12;20;19;16;16;7;16;18;18;11;22;192
"260105 Araçoiaba";20;36;42;24;22;14;31;33;26;34;34;26;342
"260110 Araripina";160;144;151;176;184;171;177;183;150;164;162;82;1904
"260120 Arcoverde";131;105;147;128;116;124;130;120;128;107;116;107;1459
"260130 Barra de Guabiraba";17;19;18;20;17;24;28;27;18;27;21;14;250
"260140 Barreiros";85;72;78;86;84;91;83;90;69;107;77;80;1002
"260150 Belém de Maria";22;10;20;25;25;27;17;14;24;23;20;16;243
"260160 Belém do São Francisco";41;39;38;51;50;34;39;54;34;33;43;36;492
"260170 Belo Jardim";129;122;121;135;127;142;127;112;99;134;119;129;1496
"260180 Betânia";20;18;24;19;29;23;23;23;15;29;25;18;266
"260190 Bezerros";98;81;94;99;106;104;81;84;92;96;18;84;1037
"260200 Bodocó";71;65;82;74;78;66;73;63;48;89;70;94;873
"260210 Bom Conselho";72;65;77;56;87;62;82;71;72;78;96;82;900
"260220 Bom Jardim";55;69;38;64;53;63;61;55;62;56;57;64;697
"260230 Bonito";61;55;55;78;63;71;78;81;86;77;82;65;852
"260240 Brejão";25;12;28;14;26;26;20;22;18;18;26;25;260
"260250 Brejinho";9;12;9;18;12;13;13;6;3;6;6;5;112
"260260 Brejo da Madre de Deus";76;58;71;76;85;69;53;68;84;84;67;67;858
"260270 Buenos Aires";17;14;22;10;19;22;11;19;19;12;19;24;208
"260280 Buíque";110;115;117;103;108;117;108;95;120;130;117;111;1351
"260290 Cabo de Santo Agostinho";274;246;336;313;319;298;312;281;285;305;288;292;3549
"260300 Cabrobó";68;62;46;60;53;52;47;59;76;60;66;61;710
"260310 Cachoeirinha";33;29;35;33;43;30;28;30;27;26;29;38;381
"260320 Caetés";28;37;36;45;61;51;37;50;64;53;57;40;559
"260330 Calçado";17;14;14;18;14;15;16;26;13;10;19;23;199
"260340 Calumbi";14;14;9;10;12;12;5;19;17;18;14;10;154
"260345 Camaragibe";190;182;257;231;236;203;214;185;172;221;200;197;2488
"260350 Camocim de São Félix";20;16;23;22;37;30;24;28;20;23;26;20;289
"260360 Camutanga";10;16;17;15;15;13;16;16;13;9;12;18;170
"260370 Canhotinho";34;22;47;47;47;41;47;40;42;36;40;35;478
"260380 Capoeiras";30;34;23;38;42;26;41;36;34;36;28;40;408
"260390 Carnaíba";30;22;39;23;39;38;21;35;26;38;34;27;372
"260392 Carnaubeira da Penha";30;25;40;34;39;28;28;17;26;23;20;26;336
"260400 Carpina";89;93;116;83;121;83;86;79;96;63;100;93;1102
"260410 Caruaru";410;372;474;473;478;457;431;447;441;484;411;461;5339
"260415 Casinhas";22;16;23;20;22;15;20;18;26;24;20;22;248
"260420 Catende";77;49;73;63;69;57;68;65;64;62;60;72;779
"260430 Cedro";22;6;21;14;12;16;14;16;27;13;17;8;186
"260440 Chã de Alegria";16;17;21;19;13;11;9;7;7;13;12;9;154
"260450 Chã Grande";42;27;31;44;42;34;40;33;54;39;34;31;451
"260460 Condado";26;30;47;44;21;36;33;30;34;42;38;36;417
"260470 Correntes";24;27;34;38;16;28;24;30;10;26;28;22;307
"260480 Cortês";30;31;30;32;38;32;43;36;29;31;30;26;388
"260490 Cumaru";14;22;22;23;23;23;19;28;22;25;39;33;293
"260500 Cupira";39;35;39;42;53;40;48;33;31;39;33;25;457
"260510 Custódia";52;52;66;43;62;46;65;52;54;55;47;69;663
"260515 Dormentes";27;24;26;36;22;24;22;22;29;33;29;27;321
"260520 Escada";101;96;143;122;141;124;115;103;109;102;114;124;1394
"260530 Exu";71;62;60;57;49;61;62;60;69;66;58;66;741
"260540 Feira Nova";17;14;38;44;41;33;31;35;29;48;33;40;403
"260545 Fernando de Noronha";-;-;-;-;-;1;-;-;-;-;-;1;2
"260550 Ferreiros";15;23;23;13;22;13;18;8;12;15;14;22;198
"260560 Flores";40;33;42;36;40;50;37;31;33;41;29;29;441
"260570 Floresta";69;44;67;50;48;33;39;36;51;60;35;52;584
"260580 Frei Miguelinho";20;12;21;16;22;23;13;12;11;13;17;9;189
"260590 Gameleira";33;33;47;32;46;47;57;53;48;48;49;52;545
"260600 Garanhuns";222;173;204;205;264;218;218;243;234;149;183;131;2444
"260610 Glória do Goitá";37;34;41;44;39;38;35;39;36;31;31;21;426
"260620 Goiana";106;92;130;139;112;102;126;126;123;134;115;112;1417
"260630 Granito";15;12;9;10;10;12;15;11;17;15;13;16;155
"260640 Gravatá";107;100;116;103;123;127;104;104;105;101;106;103;1299
"260650 Iati";37;28;41;37;29;34;38;34;35;34;44;45;436
"260660 Ibimirim";42;39;54;61;41;49;34;41;50;56;39;65;571
"260670 Ibirajuba";13;13;10;14;13;14;17;13;17;18;8;15;165
"260680 Igarassu";134;149;160;152;140;126;153;167;151;152;124;142;1750
"260690 Iguaracy";16;5;17;13;15;28;22;20;18;15;17;19;205
"260760 Ilha de Itamaracá";29;25;44;25;30;24;32;25;22;26;30;29;341
"260700 Inajá";25;27;38;47;21;36;37;29;26;27;36;27;376
"260710 Ingazeira";8;6;8;5;7;2;2;8;2;-;3;7;58
"260720 Ipojuca";102;95;130;143;145;127;128;115;118;148;125;118;1494
"260730 Ipubi";71;69;69;64;55;73;45;48;61;54;54;52;715
"260740 Itacuruba";8;4;12;7;10;4;10;5;4;3;5;5;77
"260750 Itaíba";53;39;57;58;58;53;45;50;48;56;51;64;632
"260765 Itambé";26;41;42;58;48;47;48;50;50;56;54;65;585
"260770 Itapetim";20;17;22;15;14;28;18;13;28;22;20;14;231
"260775 Itapissuma";22;16;18;14;36;40;36;38;29;46;31;27;353
"260780 Itaquitinga";4;19;22;44;25;26;27;24;25;24;28;25;293
"260790 Jaboatão dos Guararapes";881;829;859;959;1055;849;985;894;895;904;839;783;10732
"260795 Jaqueira";27;20;23;24;28;20;23;21;22;21;26;21;276
"260800 Jataúba";25;20;32;24;38;42;28;33;25;34;28;28;357
"260805 Jatobá";32;17;22;18;26;31;24;25;31;37;30;15;308
"260810 João Alfredo";43;38;46;38;35;37;29;42;46;59;50;59;522
"260820 Joaquim Nabuco";31;25;26;30;40;30;40;37;33;38;38;26;394
"260825 Jucati";20;18;11;8;17;18;12;14;11;10;15;16;170
"260830 Jupi";28;29;29;26;26;20;36;22;26;25;25;23;315
"260840 Jurema";31;25;27;23;29;28;27;31;20;22;28;28;319
"260850 Lagoa de Itaenga";41;25;45;38;43;40;51;33;31;34;42;38;461
"260845 Lagoa do Carro";12;15;25;21;15;21;21;14;8;13;9;22;196
"260860 Lagoa do Ouro";29;20;13;29;17;23;23;18;25;22;31;23;273
"260870 Lagoa dos Gatos";21;14;15;23;28;17;36;21;16;31;24;28;274
"260875 Lagoa Grande";43;55;41;44;56;43;32;37;38;35;52;43;519
"260880 Lajedo";52;57;68;60;63;66;80;71;78;63;60;50;768
"260890 Limoeiro";77;76;95;94;108;93;82;92;81;86;88;67;1039
"260900 Macaparana";30;41;41;45;44;47;55;39;47;67;42;51;549
"260910 Machados";21;16;27;28;31;18;16;27;17;26;23;16;266
"260915 Manari";30;19;36;35;38;20;27;26;32;34;24;51;372
"260920 Maraial";32;27;30;28;36;35;25;31;39;36;24;28;371
"260930 Mirandiba";21;42;23;30;33;28;23;25;22;21;27;19;314
"261430 Moreilândia";11;17;15;18;29;11;13;11;8;22;11;13;179
"260940 Moreno";67;62;84;94;73;89;78;72;56;99;74;70;918
"260950 Nazaré da Mata";55;34;44;37;43;41;35;37;40;50;56;43;515
"260960 Olinda";587;554;675;692;718;621;652;621;603;653;600;561;7537
"260970 Orobó";25;33;37;37;32;33;40;36;32;32;25;31;393
"260980 Orocó";21;13;25;21;22;27;21;27;27;33;32;33;302
"260990 Ouricuri";136;134;133;134;148;101;120;117;102;139;161;127;1552
"261000 Palmares";111;113;129;109;142;119;113;123;106;141;105;130;1441
"261010 Palmeirina";19;14;26;22;24;24;16;17;19;18;21;6;226
"261020 Panelas";47;42;41;55;55;38;41;37;43;44;30;62;535
"261030 Paranatama";21;23;17;21;13;18;19;18;16;17;21;19;223
"261040 Parnamirim";49;27;51;56;53;38;42;53;30;52;38;57;546
"261050 Passira";50;33;52;50;60;50;58;43;31;50;42;44;563
"261060 Paudalho";53;54;70;55;80;74;48;48;68;42;80;81;753
"261070 Paulista";307;269;389;366;407;371;366;333;370;355;333;337;4203
"261080 Pedra";34;44;43;30;38;37;32;33;34;30;30;35;420
"261090 Pesqueira";125;90;128;125;137;112;118;99;112;119;93;96;1354
"261100 Petrolândia";67;54;89;74;63;55;62;65;56;73;74;83;815
"261110 Petrolina";456;443;533;481;500;504;488;451;465;439;443;509;5712
"261120 Poção";17;23;22;18;32;35;14;25;21;27;38;22;294
"261130 Pombos";33;31;48;47;9;40;38;35;39;49;41;34;444
"261140 Primavera";19;21;24;15;20;18;7;21;30;17;14;18;224
"261150 Quipapá";43;41;39;39;37;39;34;29;52;41;49;52;495
"261153 Quixaba";12;9;14;9;14;16;5;1;9;7;9;10;115
"261160 Recife";2035;1855;2323;2226;2295;2104;2079;2025;2128;2197;2033;1994;25294
"261170 Riacho das Almas";32;33;31;29;35;40;23;31;22;37;32;30;375
"261180 Ribeirão";73;68;89;109;85;85;95;69;67;92;72;59;963
"261190 Rio Formoso";29;32;53;46;44;48;63;46;41;58;43;46;549
"261200 Sairé";19;19;26;16;24;12;22;17;12;9;20;16;212
"261210 Salgadinho";2;7;5;1;4;7;6;11;5;7;5;4;64
"261220 Salgueiro";117;96;106;94;121;94;88;88;89;98;112;110;1213
"261230 Saloá";18;23;30;29;30;19;26;38;23;23;17;20;296
"261240 Sanharó";22;22;20;38;35;31;37;29;34;42;27;39;376
"261245 Santa Cruz";30;21;27;27;29;31;24;25;24;19;24;29;310
"261247 Santa Cruz da Baixa Verde";15;17;19;16;17;23;21;15;27;19;16;32;237
"261250 Santa Cruz do Capibaribe";139;128;138;127;120;140;122;114;118;100;56;111;1413
"261255 Santa Filomena";18;29;36;18;16;27;31;26;27;26;29;28;311
"261260 Santa Maria da Boa Vista";74;92;99;77;83;71;102;76;74;94;80;73;995
"261270 Santa Maria do Cambucá";11;22;26;21;20;30;19;18;8;32;21;17;245
"261280 Santa Terezinha";15;19;26;19;17;21;17;15;18;9;18;19;213
"261290 São Benedito do Sul";20;23;18;20;31;23;26;22;24;21;11;22;261
"261300 São Bento do Una";101;94;107;93;96;95;110;75;83;109;108;86;1157
"261310 São Caitano";52;57;63;64;80;64;65;62;57;64;60;65;753
"261320 São João";41;27;46;36;43;38;47;31;48;38;38;21;454
"261330 São Joaquim do Monte";30;34;30;38;36;35;45;35;32;39;55;37;446
"261340 São José da Coroa Grande";28;19;27;28;45;36;15;32;33;32;35;38;368
"261350 São José do Belmonte";60;53;56;43;47;68;53;44;49;61;46;63;643
"261360 São José do Egito";54;47;22;51;48;34;38;14;46;46;44;36;480
"261370 São Lourenço da Mata";131;125;149;170;167;143;133;128;132;152;148;124;1702
"261380 São Vicente Ferrer";27;22;32;26;25;26;36;36;36;31;34;40;371
"261390 Serra Talhada";130;111;143;121;145;129;127;136;124;127;86;119;1498
"261400 Serrita";49;34;44;33;39;33;33;47;22;30;34;37;435
"261410 Sertânia";67;37;60;39;61;52;56;53;42;44;45;40;596
"261420 Sirinhaém";62;73;70;83;60;80;73;79;61;77;79;50;847
"261440 Solidão";10;12;11;5;9;10;12;11;8;8;13;5;114
"261450 Surubim";94;70;81;82;93;79;73;69;78;87;60;63;929
"261460 Tabira";51;37;57;39;55;46;42;49;37;59;63;50;585
"261470 Tacaimbó";16;21;6;20;19;10;15;18;16;25;12;20;198
"261480 Tacaratu";38;30;35;41;32;36;35;19;33;50;35;44;428
"261485 Tamandaré";41;27;43;36;52;56;47;43;30;49;23;33;480
"261500 Taquaritinga do Norte";30;34;38;31;40;32;34;39;36;36;31;24;405
"261510 Terezinha";14;2;13;9;10;16;10;9;8;17;7;16;131
"261520 Terra Nova";13;12;17;12;11;16;13;24;16;19;16;20;189
"261530 Timbaúba";97;92;110;119;91;98;102;86;103;94;94;120;1206
"261540 Toritama";50;38;36;61;54;55;56;46;54;45;49;45;589
"261550 Tracunhaém";8;12;14;19;14;9;15;16;14;20;11;16;168
"261560 Trindade";70;60;73;76;78;56;52;59;63;66;58;69;780
"261570 Triunfo";21;24;13;25;27;22;21;23;18;25;21;26;266
"261580 Tupanatinga";45;39;40;41;54;41;48;36;47;58;50;59;558
"261590 Tuparetama";18;8;12;14;13;11;13;7;8;7;12;13;136
"261600 Venturosa";23;15;28;34;23;22;35;24;32;19;9;26;290
"261610 Verdejante";25;12;19;15;22;27;17;20;18;6;10;5;196
"261618 Vertente do Lério";7;10;9;9;25;17;10;18;16;19;18;14;172
"261620 Vertentes";22;28;22;33;32;31;29;26;30;29;23;24;329
"261630 Vicência";49;48;62;54;46;41;51;38;48;2;39;53;531
"261640 Vitória de Santo Antão";209;179;187;207;244;194;208;218;194;188;192;207;2427
"261650 Xexéu";22;28;29;20;30;19;23;21;23;24;13;25;277
"260000 Município ignorado - PE";1;-;-;-;1;-;1;-;-;-;-;-;3
"270010 Água Branca";42;35;49;41;40;52;46;40;40;56;39;41;521
"270020 Anadia";34;31;30;26;28;36;33;37;22;38;28;37;380
"270030 Arapiraca";379;363;419;428;451;394;426;350;381;382;327;367;4667
"270040 Atalaia";84;67;72;87;91;51;100;79;82;104;103;68;988
"270050 Barra de Santo Antônio";13;23;24;24;21;25;32;26;27;24;18;19;276
"270060 Barra de São Miguel";13;9;13;12;9;21;11;11;13;16;15;8;151
"270070 Batalha";37;36;53;46;50;35;35;40;43;35;24;20;454
"270080 Belém";11;7;11;13;9;8;10;6;12;12;4;2;105
"270090 Belo Monte";14;6;27;8;17;12;16;17;13;10;11;4;155
"270100 Boca da Mata";48;45;60;61;67;59;46;52;58;60;50;39;645
"270110 Branquinha";32;15;12;25;29;30;24;24;30;22;25;26;294
"270120 Cacimbinhas";19;24;24;20;28;30;15;18;24;29;13;26;270
"270130 Cajueiro";44;41;44;56;36;38;42;60;37;58;47;49;552
"270135 Campestre";13;14;16;6;21;10;20;11;16;22;20;21;190
"270140 Campo Alegre";78;59;89;94;90;78;79;81;84;78;69;56;935
"270150 Campo Grande";23;11;28;34;31;20;31;32;20;20;27;26;303
"270160 Canapi";36;32;46;48;36;56;29;30;37;37;33;41;461
"270170 Capela";33;32;38;51;39;50;43;56;50;38;45;34;509
"270180 Carneiros";14;14;24;30;25;24;15;25;23;19;10;19;242
"270190 Chã Preta";20;15;15;12;18;15;16;16;16;13;15;15;186
"270200 Coité do Nóia";22;16;17;21;26;25;27;24;17;20;17;20;252
"270210 Colônia Leopoldina";39;43;37;40;52;34;44;29;29;40;30;29;446
"270220 Coqueiro Seco";10;9;13;10;13;2;10;6;6;13;12;13;117
"270230 Coruripe";90;75;93;90;80;95;110;84;91;91;94;99;1092
"270235 Craíbas";44;29;53;43;51;47;50;54;44;53;51;56;575
"270240 Delmiro Gouveia";82;67;83;81;95;83;106;78;83;113;60;67;998
"270250 Dois Riachos";19;17;26;39;35;24;30;24;28;20;21;36;319
"270255 Estrela de Alagoas";29;37;32;35;31;24;26;29;21;18;20;26;328
"270260 Feira Grande";43;25;49;55;45;49;41;49;39;43;42;46;526
"270270 Feliz Deserto";5;6;3;2;2;3;7;5;3;2;3;5;46
"270280 Flexeiras";26;27;31;32;30;33;21;32;32;39;32;32;367
"270290 Girau do Ponciano";52;43;46;68;76;53;84;54;69;71;71;64;751
"270300 Ibateguara";27;20;34;28;34;26;25;15;35;37;34;35;350
"270310 Igaci";41;33;39;48;43;35;40;43;31;38;35;30;456
"270320 Igreja Nova";32;26;46;55;49;36;37;56;25;42;39;36;479
"270330 Inhapi";34;23;53;43;49;44;44;26;33;28;33;33;443
"270340 Jacaré dos Homens";15;11;12;11;19;10;11;11;15;12;8;9;144
"270350 Jacuípe";17;18;16;16;18;10;10;19;17;21;10;13;185
"270360 Japaratinga";18;13;9;18;22;26;8;12;15;17;15;8;181
"270370 Jaramataia";9;8;12;12;21;11;14;7;6;8;14;7;129
"270375 Jequiá da Praia";-;1;1;10;11;11;8;4;3;2;11;-;62
"270380 Joaquim Gomes";42;49;62;54;50;53;59;53;55;54;47;40;618
"270390 Jundiá";8;8;10;6;12;12;13;11;9;6;8;14;117
"270400 Junqueiro";40;33;46;44;44;43;42;40;48;49;42;35;506
"270410 Lagoa da Canoa";26;26;37;40;41;43;29;33;47;39;31;37;429
"270420 Limoeiro de Anadia";35;33;54;51;52;42;35;44;53;47;30;43;519
"270430 Maceió";1325;1296;1560;1502;1641;1420;1488;1384;1371;1452;1367;1293;17099
"270440 Major Isidoro";35;34;42;37;39;34;31;27;32;29;24;4;368
"270490 Mar Vermelho";6;9;4;8;4;9;8;5;3;2;8;3;69
"270450 Maragogi";64;57;60;61;73;56;46;44;54;56;39;59;669
"270460 Maravilha";17;11;16;15;13;17;20;16;23;19;11;15;193
"270470 Marechal Deodoro";69;56;85;62;78;77;89;83;75;76;85;73;908
"270480 Maribondo";21;17;30;25;27;22;33;27;23;18;20;18;281
"270500 Mata Grande";49;36;41;39;46;54;35;27;47;34;38;33;479
"270510 Matriz de Camaragibe";47;48;49;58;63;63;49;60;55;44;42;32;610
"270520 Messias";29;22;30;26;29;31;30;32;24;38;24;19;334
"270530 Minador do Negrão";11;9;9;10;18;8;16;11;7;6;10;5;120
"270540 Monteirópolis";20;15;20;15;23;15;19;16;16;19;13;12;203
"270550 Murici";46;56;73;64;65;66;60;70;65;44;68;72;749
"270560 Novo Lino";31;31;28;20;29;26;21;32;20;29;23;23;313
"270570 Olho d'Água das Flores";42;55;62;36;50;38;49;35;49;33;29;16;494
"270580 Olho d'Água do Casado";14;13;12;22;23;16;13;15;11;11;9;11;170
"270590 Olho d'Água Grande";1;3;10;10;13;10;15;10;10;9;13;14;118
"270600 Olivença";19;10;30;23;19;27;22;30;17;17;20;16;250
"270610 Ouro Branco";14;18;12;25;19;14;22;24;17;19;20;14;218
"270620 Palestina";10;10;12;12;16;12;10;8;6;11;13;7;127
"270630 Palmeira dos Índios";136;126;148;156;155;135;112;151;153;132;131;104;1639
"270640 Pão de Açúcar";56;52;51;55;59;47;43;48;47;38;58;43;597
"270642 Pariconha";13;15;20;24;23;28;21;20;21;17;21;19;242
"270644 Paripueira";20;15;18;21;20;17;24;18;22;22;17;21;235
"270650 Passo de Camaragibe";23;24;24;19;40;34;36;31;27;37;26;17;338
"270660 Paulo Jacinto";13;12;12;15;10;16;16;13;13;7;9;19;155
"270670 Penedo";94;106;142;111;139;142;122;127;107;101;115;117;1423
"270680 Piaçabuçu";35;28;38;34;36;47;37;57;37;35;30;41;455
"270690 Pilar";64;42;65;65;73;67;80;47;63;61;47;71;745
"270700 Pindoba";7;-;9;4;5;3;4;7;4;4;10;7;64
"270710 Piranhas";58;61;57;59;72;45;44;49;49;47;38;50;629
"270720 Poço das Trincheiras";32;28;36;31;32;23;24;16;33;25;24;21;325
"270730 Porto Calvo";82;52;77;55;73;73;61;80;72;63;74;52;814
"270740 Porto de Pedras";12;13;16;15;9;19;14;8;13;11;12;11;153
"270750 Porto Real do Colégio";31;24;40;38;29;39;40;28;30;28;38;32;397
"270760 Quebrangulo";14;17;26;15;10;6;16;22;26;19;31;7;209
"270770 Rio Largo";105;94;100;91;121;94;92;83;91;113;86;91;1161
"270780 Roteiro";22;17;21;13;22;19;22;21;23;27;23;18;248
"270790 Santa Luzia do Norte";15;8;18;12;14;13;23;16;16;8;15;11;169
"270800 Santana do Ipanema";96;63;106;127;109;110;105;100;68;99;86;94;1163
"270810 Santana do Mundaú";14;17;21;28;12;21;13;17;28;15;19;22;227
"270820 São Brás";6;7;12;15;18;12;9;10;10;15;15;11;140
"270830 São José da Laje";54;37;61;54;51;47;32;61;48;64;55;59;623
"270840 São José da Tapera";82;57;90;90;81;85;81;45;62;77;57;56;863
"270850 São Luís do Quitunde";85;56;72;81;82;63;68;70;88;75;71;51;862
"270860 São Miguel dos Campos";132;95;168;136;165;135;153;129;100;134;123;135;1605
"270870 São Miguel dos Milagres";5;7;12;17;9;6;10;6;9;12;8;3;104
"270880 São Sebastião";72;55;77;63;95;82;75;74;70;72;63;58;856
"270890 Satuba";13;14;20;17;16;20;12;17;12;10;15;21;187
"270895 Senador Rui Palmeira";16;24;26;31;21;18;33;18;20;28;37;27;299
"270900 Tanque d'Arca";14;6;11;16;5;11;12;5;3;10;15;10;118
"270910 Taquarana";30;39;40;43;44;58;50;50;52;31;46;42;525
"270915 Teotônio Vilela";95;78;99;92;95;93;111;116;91;101;86;76;1133
"270920 Traipu";38;20;30;60;39;32;32;41;39;38;31;38;438
"270930 União dos Palmares";130;103;116;171;143;152;128;137;124;145;126;118;1593
"270940 Viçosa";53;37;45;47;58;61;55;52;57;27;32;53;577
"270000 Município ignorado - AL";-;-;-;1;2;-;-;-;-;-;-;-;3
"280010 Amparo de São Francisco";3;1;2;2;4;1;2;3;4;1;1;2;26
"280020 Aquidabã";13;16;31;33;34;22;36;29;41;34;18;23;330
"280030 Aracaju";809;758;895;827;950;898;844;855;854;786;734;717;9927
"280040 Arauá";16;14;16;21;32;19;33;16;20;16;16;25;244
"280050 Areia Branca";32;34;22;36;16;28;35;32;32;25;25;33;350
"280060 Barra dos Coqueiros";39;23;38;39;40;34;35;29;36;20;34;27;394
"280067 Boquim";73;41;55;45;55;43;37;46;57;43;58;45;598
"280070 Brejo Grande";12;6;13;8;11;10;13;17;10;12;12;7;131
"280100 Campo do Brito";24;10;30;12;32;21;22;18;24;35;16;31;275
"280110 Canhoba";7;8;10;6;9;10;5;7;11;8;10;11;102
"280120 Canindé de São Francisco";55;35;52;55;51;38;52;50;51;37;49;64;589
"280130 Capela";53;59;52;49;52;61;56;45;55;41;53;53;629
"280140 Carira";29;27;33;29;48;31;43;30;28;31;30;27;386
"280150 Carmópolis";14;18;33;25;34;28;23;23;25;21;18;19;281
"280160 Cedro de São João";4;9;6;9;6;11;7;8;7;6;8;5;86
"280170 Cristinápolis";29;31;31;42;34;50;41;27;36;24;22;34;401
"280190 Cumbe";7;4;4;6;6;4;8;8;7;1;5;1;61
"280200 Divina Pastora";6;9;5;8;7;9;2;6;6;13;2;6;79
"280210 Estância";116;97;102;128;108;102;119;126;100;103;88;115;1304
"280220 Feira Nova";12;9;7;6;9;13;10;10;4;7;9;12;108
"280230 Frei Paulo";23;28;28;31;16;26;22;26;19;23;15;13;270
"280240 Gararu";17;23;17;16;18;7;8;16;26;21;16;13;198
"280250 General Maynard";-;3;2;3;7;3;1;5;1;5;2;5;37
"280260 Gracho Cardoso";7;6;5;5;4;12;11;9;11;8;6;10;94
