 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1999
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Ignorado";"Total"
"220890 Ribeiro Gonçalves";3;3;7;14;15;10;9;23;18;15;6;12;-;135
"220900 Rio Grande do Piauí";10;9;6;9;12;7;9;4;5;13;7;9;-;100
"220910 Santa Cruz do Piauí";11;7;10;15;8;13;10;14;10;10;9;8;-;125
"220915 Santa Cruz dos Milagres";5;4;1;-;-;3;5;2;4;6;3;5;-;38
"220920 Santa Filomena";3;1;1;1;2;1;2;2;1;1;-;3;-;18
"220930 Santa Luz";8;4;2;2;6;-;3;4;5;7;2;7;-;50
"220937 Santa Rosa do Piauí";4;4;5;7;4;5;1;3;1;7;3;6;-;50
"220935 Santana do Piauí";-;9;9;3;7;4;9;7;2;6;-;-;-;56
"220940 Santo Antônio de Lisboa";4;7;10;7;8;10;6;8;7;7;-;-;-;74
"220945 Santo Antônio dos Milagres";1;-;2;2;3;4;2;2;1;2;1;1;-;21
"220950 Santo Inácio do Piauí";3;3;9;5;3;4;2;4;3;10;4;4;-;54
"220955 São Braz do Piauí";2;2;3;4;-;-;1;-;-;3;6;2;-;23
"220960 São Félix do Piauí";4;2;-;1;1;2;1;2;2;2;3;1;-;21
"220965 São Francisco de Assis do Piauí";2;9;3;8;10;10;3;2;7;4;7;13;-;78
"220970 São Francisco do Piauí";12;8;9;12;14;11;7;10;6;8;5;6;-;108
"220975 São Gonçalo do Gurguéia";1;-;1;1;1;3;1;1;-;1;1;2;-;13
"220980 São Gonçalo do Piauí";1;2;7;5;4;4;6;2;3;2;2;1;-;39
"220985 São João da Canabrava";4;8;1;6;7;9;4;4;3;3;2;1;-;52
"220987 São João da Fronteira";2;3;3;7;5;5;3;7;7;3;7;8;-;60
"220990 São João da Serra";10;2;4;2;5;5;5;5;6;4;7;12;-;67
"220995 São João da Varjota";8;3;5;6;5;9;5;1;5;4;8;7;-;66
"220997 São João do Arraial";9;5;11;5;7;4;6;2;6;4;5;6;-;70
"221000 São João do Piauí";37;15;11;1;-;1;-;1;-;-;-;1;-;67
"221005 São José do Divino";10;6;9;4;11;11;3;8;4;5;12;10;-;93
"221010 São José do Peixe";5;5;6;4;8;6;11;6;8;3;7;6;-;75
"221020 São José do Piauí";6;9;15;9;16;10;14;9;12;6;6;3;-;115
"221030 São Julião";4;3;5;12;11;6;6;7;6;6;-;-;-;66
"221035 São Lourenço do Piauí";3;3;5;5;1;-;1;1;-;-;5;4;-;28
"221037 São Luis do Piauí";5;-;4;3;1;-;4;6;3;3;1;1;-;31
"221038 São Miguel da Baixa Grande";1;2;-;-;1;1;2;-;-;-;-;-;-;7
"221039 São Miguel do Fidalgo";1;1;2;7;7;6;8;5;4;6;6;4;-;57
"221040 São Miguel do Tapuio";13;14;11;2;8;2;6;11;13;8;30;8;-;126
"221050 São Pedro do Piauí";16;20;13;8;11;15;23;16;12;16;9;16;-;175
"221060 São Raimundo Nonato";9;12;18;24;34;36;27;11;10;35;50;34;-;300
"221062 Sebastião Barros";5;2;4;5;6;4;4;5;2;-;-;-;-;37
"221063 Sebastião Leal";-;1;-;-;-;-;2;-;1;4;3;6;-;17
"221065 Sigefredo Pacheco";1;4;10;5;12;-;8;10;7;7;-;2;-;66
"221070 Simões";4;4;2;5;10;4;11;8;15;14;8;6;-;91
"221080 Simplício Mendes";23;20;21;14;24;33;22;16;10;20;22;25;-;250
"221090 Socorro do Piauí";11;7;7;8;4;10;4;2;2;3;4;2;-;64
"221093 Sussuapara";11;8;8;5;5;7;5;7;4;7;-;-;-;67
"221095 Tamboril do Piauí";3;3;7;6;2;2;4;2;6;2;5;4;-;46
"221097 Tanque do Piauí";-;-;-;1;1;1;2;1;2;1;2;5;-;16
"221100 Teresina";1334;1124;1568;1332;1580;1258;1367;1364;1359;1482;1422;1531;-;16721
"221110 União";68;76;72;21;82;4;48;65;53;66;70;55;-;680
"221120 Uruçuí";16;26;23;19;20;22;26;12;27;22;33;31;-;277
"221130 Valença do Piauí";30;32;19;-;1;-;11;28;29;33;30;41;-;254
"221135 Várzea Branca";1;4;2;3;6;5;7;-;-;3;5;-;-;36
"221140 Várzea Grande";1;5;2;1;-;-;3;1;6;8;6;4;-;37
"221150 Vera Mendes";2;2;1;1;6;2;-;-;2;2;1;-;-;19
"221160 Vila Nova do Piauí";4;2;6;1;2;3;1;2;1;2;-;-;-;24
"221170 Wall Ferraz";4;4;5;6;8;5;5;-;1;3;1;3;-;45
"220000 Município ignorado - PI";3;1;3;2;3;-;3;3;5;-;2;2;-;27
"230010 Abaiara";5;-;-;1;2;2;5;12;12;20;3;5;-;67
"230015 Acarape";23;9;3;-;13;2;2;9;12;16;20;1;-;110
"230020 Acaraú";88;80;94;91;96;101;78;33;77;77;54;70;-;939
"230030 Acopiara";90;75;87;72;76;86;82;83;73;72;73;5;-;874
"230040 Aiuaba";32;16;27;20;15;13;20;12;13;22;17;6;-;213
"230050 Alcântaras";22;16;21;18;15;20;25;17;15;11;19;5;-;204
"230060 Altaneira";14;9;8;7;9;7;20;9;9;9;9;6;-;116
"230070 Alto Santo";16;21;15;24;27;27;33;11;29;23;23;18;-;267
"230075 Amontada";42;42;53;53;41;47;72;66;66;18;52;48;-;600
"230080 Antonina do Norte";12;12;13;9;22;10;15;16;8;11;12;8;-;148
"230090 Apuiarés";16;7;15;11;12;19;11;18;9;21;20;16;-;175
"230100 Aquiraz";61;68;95;109;104;76;92;72;81;112;89;86;-;1045
"230110 Aracati";101;85;119;131;78;123;111;111;97;108;99;87;-;1250
"230120 Aracoiaba";36;33;40;46;40;25;54;29;38;45;31;31;-;448
"230125 Ararendá";12;12;20;8;6;10;8;12;10;15;10;7;-;130
"230130 Araripe";40;27;45;42;45;37;54;43;35;43;39;33;-;483
"230140 Aratuba";18;23;23;21;21;21;24;21;19;19;18;16;-;244
"230150 Arneiroz";18;17;15;12;15;17;7;8;8;-;4;10;-;131
"230160 Assaré";39;29;30;37;20;27;28;25;26;6;29;45;-;341
"230170 Aurora";34;37;40;31;26;29;43;29;47;39;31;20;-;406
"230180 Baixio";7;10;8;7;9;7;13;2;11;17;7;9;-;107
"230185 Banabuiú";24;25;36;31;38;22;22;26;27;41;44;21;-;357
"230190 Barbalha";64;74;109;86;93;98;81;105;111;81;85;109;-;1096
"230195 Barreira";16;8;26;18;6;13;23;34;27;22;29;21;-;243
"230200 Barro";26;20;24;28;26;18;20;17;30;40;29;43;-;321
"230205 Barroquinha";26;37;25;31;25;32;31;29;33;30;24;34;-;357
"230210 Baturité";50;51;75;57;73;58;55;33;64;72;54;61;-;703
"230220 Beberibe";53;55;71;76;58;37;49;76;67;77;55;35;-;709
"230230 Bela Cruz";43;39;34;50;13;34;33;40;38;42;50;27;-;443
"230240 Boa Viagem";85;73;81;94;107;95;90;70;66;93;75;6;-;935
"230250 Brejo Santo";44;57;83;68;69;86;76;45;36;59;19;43;-;685
"230260 Camocim";116;94;112;94;84;56;36;57;104;103;56;96;-;1008
"230270 Campos Sales";60;62;60;56;51;51;57;56;43;60;27;60;-;643
"230280 Canindé";113;129;138;145;157;152;126;132;117;127;133;118;-;1587
"230290 Capistrano";23;14;19;27;34;23;31;21;27;22;37;22;-;300
"230300 Caridade";17;24;24;26;31;20;31;21;23;24;23;24;-;288
"230310 Cariré";26;18;20;33;36;32;30;23;31;27;25;22;-;323
"230320 Caririaçu";23;30;30;26;26;26;36;29;35;29;37;37;-;364
"230330 Cariús";17;23;36;23;33;35;45;23;25;36;18;31;-;345
"230340 Carnaubal";23;30;25;24;30;32;33;26;28;20;22;46;-;339
"230350 Cascavel";81;70;71;94;115;102;106;97;105;83;88;92;-;1104
"230360 Catarina";17;13;11;13;14;18;13;8;13;9;7;8;-;144
"230365 Catunda";11;13;14;16;12;11;9;7;12;10;9;12;-;136
"230370 Caucaia";303;294;359;431;533;500;473;471;494;457;415;461;-;5191
"230380 Cedro";40;36;48;38;42;46;43;42;47;37;40;40;-;499
"230390 Chaval";32;26;24;29;26;23;33;32;22;25;31;21;-;324
"230393 Choró";20;17;21;29;24;20;25;24;24;19;19;19;-;261
"230395 Chorozinho";28;24;23;29;44;35;24;26;22;31;27;27;-;340
"230400 Coreaú";41;36;38;48;45;50;42;35;50;29;58;39;-;511
"230410 Crateús";113;118;113;159;144;122;146;123;110;124;103;119;-;1494
"230420 Crato";211;200;232;232;232;168;209;233;202;192;217;187;-;2515
"230423 Croatá";39;31;26;35;43;45;31;39;39;43;28;42;-;441
"230425 Cruz";24;41;43;46;41;32;52;37;25;47;34;34;-;456
"230426 Deputado Irapuan Pinheiro";11;18;16;19;14;16;8;11;11;14;9;5;-;152
"230427 Ererê";10;15;9;12;6;12;13;5;2;5;11;11;-;111
"230428 Eusébio";39;51;82;95;111;85;57;58;81;81;63;60;-;863
"230430 Farias Brito";30;28;34;35;28;28;24;22;35;31;38;37;-;370
"230435 Forquilha";32;30;47;34;36;34;39;33;29;20;43;31;-;408
"230440 Fortaleza";2329;2534;3222;3656;3887;3308;3508;3249;3133;3179;2854;2615;-;37474
"230445 Fortim";19;17;18;18;15;22;21;23;17;15;16;14;-;215
"230450 Frecheirinha";25;29;27;26;22;37;28;28;18;26;23;20;-;309
"230460 General Sampaio";3;7;1;1;3;1;2;6;9;5;1;2;-;41
"230465 Graça";27;25;23;36;36;24;30;24;19;28;19;25;-;316
"230470 Granja";68;76;43;61;55;67;46;50;53;76;85;71;-;751
"230480 Granjeiro";3;5;2;4;3;4;6;2;4;15;7;6;-;61
"230490 Groaíras";21;7;15;14;19;28;15;17;18;11;13;14;-;192
"230495 Guaiúba";28;23;16;2;24;7;13;28;13;14;17;12;-;197
"230500 Guaraciaba do Norte";53;66;78;54;79;90;88;83;73;72;79;59;-;874
"230510 Guaramiranga";10;10;13;16;9;12;13;5;12;9;13;8;-;130
"230520 Hidrolândia";39;28;25;28;40;34;40;43;21;31;18;6;-;353
"230523 Horizonte";31;37;40;42;96;62;54;46;55;54;63;36;-;616
"230526 Ibaretama";17;29;18;24;26;34;23;26;18;24;18;17;-;274
"230530 Ibiapina";46;36;49;35;51;44;42;41;39;48;44;37;-;512
"230533 Ibicuitinga";12;13;14;20;15;8;8;18;17;11;12;2;-;150
"230535 Icapuí";25;15;24;28;22;26;39;28;21;18;31;15;-;292
"230540 Icó";85;81;120;129;97;125;112;108;126;97;90;102;-;1272
"230550 Iguatu";130;129;157;134;144;143;118;131;129;129;100;119;-;1563
"230560 Independência";36;41;42;39;37;27;34;43;50;45;22;28;-;444
"230565 Ipaporanga";19;10;14;29;26;16;18;14;22;9;18;21;-;216
"230570 Ipaumirim";14;6;25;15;14;15;19;9;17;15;14;17;-;180
"230580 Ipu";78;67;71;76;68;80;65;73;87;74;71;40;-;850
"230590 Ipueiras";58;76;80;68;75;68;76;80;67;63;59;65;-;835
"230600 Iracema";18;13;31;21;16;14;12;16;26;14;-;1;-;182
"230610 Irauçuba";23;38;36;34;39;34;36;49;39;7;26;20;-;381
"230620 Itaiçaba";11;5;8;12;8;8;5;6;11;6;3;9;-;92
"230625 Itaitinga";41;25;46;41;44;48;51;44;45;37;48;33;-;503
"230630 Itapagé";74;82;67;103;96;99;94;86;95;73;51;-;-;920
"230640 Itapipoca";163;161;124;177;182;198;223;207;190;183;195;178;-;2181
"230650 Itapiúna";37;35;27;30;28;24;33;36;31;25;34;37;-;377
"230655 Itarema";40;45;42;28;48;55;61;46;77;73;40;57;-;612
"230660 Itatira";30;25;24;22;16;12;14;22;23;36;17;31;-;272
"230670 Jaguaretama";38;32;36;34;29;22;26;28;29;29;42;43;-;388
"230680 Jaguaribara";6;2;7;7;13;7;11;13;11;13;7;9;-;106
"230690 Jaguaribe";58;51;59;47;58;57;42;59;73;53;60;49;-;666
"230700 Jaguaruana";46;35;52;46;52;34;48;44;44;41;38;27;-;507
"230710 Jardim";51;40;51;63;43;51;48;45;45;54;56;26;-;573
"230720 Jati";15;8;6;11;15;8;10;16;19;11;15;8;-;142
"230725 Jijoca de Jericoacoara";26;12;23;13;5;4;12;15;18;3;21;11;-;163
"230730 Juazeiro do Norte";275;321;340;419;418;392;375;374;408;371;369;394;-;4456
"230740 Jucás";35;40;37;36;38;36;29;37;25;42;33;25;-;413
"230750 Lavras da Mangabeira";38;42;39;39;47;45;40;42;36;42;46;50;-;506
"230760 Limoeiro do Norte";75;97;107;91;112;95;97;82;81;81;68;83;-;1069
"230763 Madalena";21;8;7;18;23;16;24;8;15;25;24;21;-;210
"230765 Maracanaú";305;307;367;432;383;363;384;327;360;352;277;236;-;4093
"230770 Maranguape";126;141;156;134;138;94;152;150;164;130;142;131;-;1658
"230780 Marco";34;29;39;42;51;42;44;35;28;16;36;29;-;425
"230790 Martinópole";17;27;23;17;16;19;21;21;20;16;9;16;-;222
"230800 Massapê";55;56;63;72;68;68;70;62;50;62;44;23;-;693
"230810 Mauriti";61;56;57;53;74;61;62;83;61;37;45;75;-;725
"230820 Meruoca";31;16;18;28;25;18;20;17;19;20;28;20;-;260
"230830 Milagres";36;26;36;41;34;37;38;38;36;36;30;22;-;410
"230835 Milhã";13;10;12;19;15;18;13;19;18;11;11;15;-;174
"230837 Miraíma";8;12;19;13;14;23;21;19;11;8;11;23;-;182
"230840 Missão Velha";31;23;32;38;37;56;43;52;48;48;39;17;-;464
"230850 Mombaça";63;68;73;73;62;70;73;60;66;52;55;47;-;762
"230860 Monsenhor Tabosa";34;22;31;22;37;29;33;32;31;27;22;20;-;340
"230870 Morada Nova";97;102;116;108;133;116;121;128;126;114;105;76;-;1342
"230880 Moraújo";11;10;13;15;16;5;17;10;10;15;18;23;-;163
"230890 Morrinhos";30;20;28;28;25;33;26;37;33;15;27;14;-;316
"230900 Mucambo";23;22;12;20;25;28;24;24;22;17;25;23;-;265
"230910 Mulungu";13;9;11;25;19;20;22;20;17;13;13;17;-;199
"230920 Nova Olinda";23;14;17;20;17;7;18;25;14;8;17;19;-;199
"230930 Nova Russas";55;51;57;44;49;69;61;64;47;47;46;48;-;638
"230940 Novo Oriente";44;43;54;63;55;57;28;55;45;53;36;43;-;576
"230945 Ocara";34;28;30;34;38;35;28;36;16;28;33;8;-;348
"230950 Orós";31;27;36;37;26;29;36;36;36;32;28;26;-;380
"230960 Pacajus";37;39;65;106;92;79;73;79;73;85;60;57;-;845
"230970 Pacatuba";9;9;16;14;15;23;15;21;13;18;12;32;-;197
"230980 Pacoti";22;11;16;23;21;22;26;14;19;28;19;19;-;240
"230990 Pacujá";13;5;10;11;11;14;12;9;11;12;5;7;-;120
"231000 Palhano";9;9;10;12;12;13;9;17;11;13;8;6;-;129
"231010 Palmácia";14;9;12;17;17;6;7;13;11;7;12;11;-;136
"231020 Paracuru";44;28;62;49;57;41;56;53;38;24;52;29;-;533
"231025 Paraipaba";27;44;43;45;57;57;51;51;54;38;44;48;-;559
"231030 Parambu";33;40;64;62;50;52;44;44;1;1;62;61;-;514
"231040 Paramoti";15;14;22;23;28;29;19;31;24;24;17;15;-;261
"231050 Pedra Branca";65;66;86;59;75;77;60;73;81;79;80;67;-;868
"231060 Penaforte";2;2;9;10;1;2;9;10;12;11;5;12;-;85
"231070 Pentecoste";55;35;57;57;43;87;62;68;55;66;57;64;-;706
"231080 Pereiro";28;37;36;31;33;37;27;27;35;31;2;6;-;330
"231085 Pindoretama";26;21;22;13;19;21;19;35;26;22;17;20;-;261
"231090 Piquet Carneiro";22;17;19;11;15;16;9;13;8;9;6;1;-;146
"231095 Pires Ferreira";13;14;5;-;1;1;2;1;-;1;-;-;-;38
"231100 Poranga";34;26;31;22;31;21;26;31;16;32;25;22;-;317
"231110 Porteiras";8;11;8;8;13;10;14;24;11;15;3;13;-;138
"231120 Potengi";9;9;22;14;14;18;14;22;16;15;4;12;-;169
"231123 Potiretama";5;6;8;1;2;13;1;6;3;2;10;9;-;66
"231126 Quiterianópolis";23;23;18;28;20;27;26;16;17;25;18;25;-;266
"231130 Quixadá";140;125;133;138;152;141;109;134;135;130;92;42;-;1471
"231135 Quixelô";19;21;33;33;32;25;22;24;18;19;19;11;-;276
"231140 Quixeramobim";104;100;109;106;113;93;122;120;92;105;94;113;-;1271
"231150 Quixeré";24;13;28;31;18;24;36;32;37;38;26;22;-;329
"231160 Redenção";47;53;10;4;36;12;52;54;32;61;53;16;-;430
"231170 Reriutaba";26;26;35;35;33;34;30;29;25;25;22;33;-;353
"231180 Russas";87;86;105;106;104;84;100;96;107;88;106;104;-;1173
"231190 Saboeiro";33;22;34;25;25;20;24;23;28;19;25;4;-;282
"231195 Salitre";31;24;23;29;28;14;23;20;32;19;11;25;-;279
"231220 Santa Quitéria";53;50;71;73;74;80;65;87;80;74;74;70;-;851
"231200 Santana do Acaraú";43;40;47;73;59;68;64;57;39;43;37;64;-;634
"231210 Santana do Cariri";34;30;30;9;23;22;25;34;30;42;34;42;-;355
"231230 São Benedito";76;98;81;93;78;112;92;75;94;116;84;63;-;1062
"231240 São Gonçalo do Amarante";54;63;54;61;62;73;53;59;65;46;38;50;-;678
"231250 São João do Jaguaribe";7;5;11;6;5;11;12;6;6;4;5;10;-;88
"231260 São Luís do Curu";15;15;18;21;22;9;26;26;21;12;27;22;-;234
"231270 Senador Pompeu";40;37;54;40;46;43;39;51;44;51;44;34;-;523
"231280 Senador Sá";9;14;9;16;10;13;9;5;8;6;14;8;-;121
"231290 Sobral";331;290;399;364;391;395;367;360;335;385;358;358;-;4333
"231300 Solonópole";22;20;24;18;27;24;21;25;24;19;18;19;-;261
"231310 Tabuleiro do Norte";25;30;40;33;25;25;25;28;31;38;35;44;-;379
"231320 Tamboril";52;46;44;45;46;41;53;34;50;41;55;44;-;551
"231325 Tarrafas";12;12;9;7;8;6;12;10;7;9;10;10;-;112
"231330 Tauá";93;89;80;101;92;103;3;94;4;3;104;117;-;883
"231335 Tejuçuoca";4;4;20;31;29;32;29;30;16;23;4;2;-;224
"231340 Tianguá";120;88;129;101;116;119;137;117;112;90;112;101;-;1342
"231350 Trairi";80;51;79;69;71;71;85;84;93;95;72;85;-;935
"231355 Tururu";14;17;22;13;22;18;31;25;8;5;23;25;-;223
"231360 Ubajara";55;48;44;49;51;45;57;52;49;37;49;45;-;581
"231370 Umari";10;12;10;12;11;5;10;9;6;14;1;11;-;111
"231375 Umirim";21;13;22;21;27;27;20;24;24;14;27;35;-;275
"231380 Uruburetama";28;26;35;42;40;48;50;45;42;47;44;22;-;469
"231390 Uruoca";28;17;28;31;20;23;15;18;13;15;21;26;-;255
"231395 Varjota";30;27;36;37;31;32;35;28;24;20;31;30;-;361
"231400 Várzea Alegre";63;49;57;46;70;56;57;46;52;49;43;42;-;630
"231410 Viçosa do Ceará";96;103;138;117;137;106;107;103;125;133;118;105;-;1388
"230000 Município ignorado - CE";41;26;24;10;9;4;1;-;2;-;2;1;-;120
"240010 Acari";17;17;10;16;18;21;15;22;18;24;16;15;-;209
"240020 Açu";76;77;90;85;107;101;99;107;91;80;90;89;-;1092
"240030 Afonso Bezerra";10;10;13;13;16;15;14;12;9;8;16;7;-;143
"240040 Água Nova";3;1;6;3;7;3;8;9;2;4;5;3;-;54
"240050 Alexandria";16;16;20;22;16;26;18;27;20;18;21;25;-;245
"240060 Almino Afonso";4;3;8;7;5;6;6;6;11;8;4;10;-;78
"240070 Alto do Rodrigues";17;11;16;9;17;3;10;15;17;14;10;11;-;150
"240080 Angicos";11;16;16;15;17;17;13;21;21;20;22;12;-;201
"240090 Antônio Martins";8;11;12;12;6;8;8;10;5;11;11;9;-;111
"240100 Apodi";37;42;70;52;56;67;55;58;54;45;45;65;-;646
"240110 Areia Branca";35;33;37;35;44;44;50;40;33;40;40;36;-;467
"240120 Arês";17;22;25;35;20;22;26;18;23;19;13;26;-;266
"240130 Augusto Severo";8;19;20;15;14;18;23;15;19;17;14;9;-;191
"240140 Baía Formosa";19;14;16;12;9;10;17;15;13;7;12;8;-;152
"240145 Baraúna";34;34;42;38;31;51;45;44;33;36;37;37;-;462
"240150 Barcelona";5;7;5;3;3;4;8;5;10;5;4;4;-;63
"240160 Bento Fernandes";7;11;14;9;6;8;14;12;14;14;11;6;-;126
"240165 Bodó";1;2;2;3;-;2;6;4;4;-;3;2;-;29
"240170 Bom Jesus";4;11;9;12;10;15;10;10;11;11;19;11;-;133
"240180 Brejinho";18;14;19;12;17;18;21;15;20;17;10;8;-;189
"240185 Caiçara do Norte";10;3;15;3;12;13;14;10;11;9;7;1;-;108
"240190 Caiçara do Rio do Vento";2;2;2;4;10;5;6;7;1;6;5;1;-;51
"240200 Caicó";108;94;135;115;116;117;90;84;104;91;103;91;-;1248
"240210 Campo Redondo";9;16;19;13;13;19;15;9;13;13;11;14;-;164
"240220 Canguaretama";45;55;70;80;78;53;67;67;50;35;51;15;-;666
"240230 Caraúbas";33;30;40;35;41;26;21;27;27;42;34;39;-;395
"240240 Carnaúba dos Dantas";10;6;14;10;6;5;12;9;11;14;13;9;-;119
"240250 Carnaubais";13;10;16;11;9;10;11;12;18;15;10;11;-;146
"240260 Ceará-Mirim";119;80;158;161;131;128;138;130;119;132;136;115;-;1547
"240270 Cerro Corá";19;16;13;15;15;13;14;18;8;16;14;7;-;168
"240280 Coronel Ezequiel";3;3;10;4;7;9;12;13;8;9;4;7;-;89
"240290 Coronel João Pessoa";8;3;14;12;8;12;5;5;8;6;6;5;-;92
"240300 Cruzeta";21;9;10;14;16;15;13;13;11;5;10;5;-;142
"240310 Currais Novos";60;73;97;93;75;73;80;96;87;66;83;74;-;957
"240320 Doutor Severiano";9;6;7;6;9;13;13;12;19;11;11;6;-;122
"240330 Encanto";6;6;5;10;8;7;8;11;14;10;9;5;-;99
"240340 Equador";2;7;8;7;2;5;13;8;11;8;8;9;-;88
"240350 Espírito Santo";10;20;18;12;21;14;12;13;16;13;14;12;-;175
"240360 Extremoz";31;39;29;41;39;33;36;34;29;38;31;31;-;411
"240370 Felipe Guerra";4;10;12;8;6;7;8;4;8;8;12;10;-;97
"240375 Fernando Pedroza";4;2;5;6;4;1;3;5;3;1;2;5;-;41
"240380 Florânia";14;8;14;10;16;10;19;11;10;9;15;11;-;147
"240390 Francisco Dantas";4;2;3;9;2;2;3;3;2;5;3;4;-;42
"240400 Frutuoso Gomes";6;5;10;5;8;11;8;5;12;7;4;8;-;89
"240410 Galinhos";1;4;3;3;2;2;1;4;3;2;2;2;-;29
"240420 Goianinha";48;46;42;36;50;60;44;45;47;41;37;35;-;531
"240430 Governador Dix-Sept Rosado";17;18;25;13;18;13;26;9;15;12;8;23;-;197
"240440 Grossos";12;5;12;12;14;12;8;6;10;9;4;4;-;108
"240450 Guamaré";7;12;8;8;7;4;9;19;15;12;5;9;-;115
"240460 Ielmo Marinho";5;5;5;3;3;7;9;6;4;7;8;13;-;75
"240470 Ipanguaçu";21;21;31;19;18;20;23;21;22;12;15;16;-;239
"240480 Ipueira";2;1;1;1;1;3;1;1;1;2;4;5;-;23
"240485 Itajá";9;3;13;13;15;8;10;13;14;12;7;3;-;120
"240490 Itaú";5;9;11;6;8;4;5;8;6;2;5;9;-;78
"240500 Jaçanã";10;6;13;16;12;9;16;14;9;12;12;6;-;135
"240510 Jandaíra";10;11;10;18;26;8;8;12;17;12;9;10;-;151
"240520 Janduís";10;5;6;13;10;6;8;9;7;7;3;6;-;90
"240530 Januário Cicco";17;15;16;10;15;16;19;5;13;13;7;5;-;151
"240540 Japi";9;11;14;14;11;14;16;14;18;12;11;10;-;154
"240550 Jardim de Angicos";4;3;3;5;3;2;5;1;8;2;1;-;-;37
"240560 Jardim de Piranhas";20;10;15;16;23;19;17;14;17;25;11;14;-;201
"240570 Jardim do Seridó";23;20;16;15;16;24;14;18;15;18;18;21;-;218
"240580 João Câmara";55;59;80;80;35;43;67;55;60;48;6;18;-;606
"240590 João Dias";2;3;4;5;3;7;2;1;-;6;3;4;-;40
"240600 José da Penha";8;6;14;10;9;7;16;8;10;8;3;11;-;110
"240610 Jucurutu";18;19;24;33;31;36;32;36;19;30;25;28;-;331
"240620 Lagoa d'Anta";11;7;11;11;13;10;10;7;4;6;7;3;-;100
"240630 Lagoa de Pedras";6;9;17;15;15;15;12;11;24;14;10;8;-;156
"240640 Lagoa de Velhos";3;7;5;8;3;12;2;2;4;7;4;2;-;59
"240650 Lagoa Nova";17;15;22;28;24;32;23;20;28;26;23;24;-;282
"240660 Lagoa Salgada";10;6;6;15;14;25;9;15;10;19;11;8;-;148
"240670 Lajes";14;13;16;13;19;13;13;8;14;19;1;1;-;144
"240680 Lajes Pintadas";5;15;11;6;5;7;3;8;11;9;5;10;-;95
"240690 Lucrécia";4;5;4;5;11;3;3;2;2;6;8;6;-;59
"240700 Luís Gomes";13;9;15;15;15;20;14;15;15;12;11;11;-;165
"240710 Macaíba";98;95;138;129;136;135;127;120;105;112;103;99;-;1397
"240720 Macau";30;41;34;23;28;6;6;39;43;28;32;19;-;329
"240725 Major Sales";5;4;8;3;5;7;3;3;1;6;4;2;-;51
"240730 Marcelino Vieira";9;8;11;5;17;12;13;12;8;12;9;11;-;127
"240740 Martins";9;8;10;7;7;9;12;11;15;12;4;5;-;109
"240750 Maxaranguape";6;14;21;10;9;16;18;9;12;16;12;11;-;154
"240760 Messias Targino";6;4;5;7;4;8;9;7;6;4;5;2;-;67
"240770 Montanhas";15;17;24;23;18;38;26;14;19;13;15;14;-;236
"240780 Monte Alegre";19;18;19;31;20;17;31;28;34;16;24;32;-;289
"240790 Monte das Gameleiras";4;6;1;4;2;-;3;5;5;-;2;3;-;35
"240800 Mossoró";308;302;428;386;389;397;390;375;397;317;357;343;-;4389
"240810 Natal";1290;1326;1572;1550;1550;1427;1402;1334;1466;1302;1246;1302;-;16767
"240820 Nísia Floresta";25;30;39;40;34;31;32;25;37;21;35;31;-;380
"240830 Nova Cruz";60;60;73;69;57;54;52;72;59;34;14;16;-;620
"240840 Olho-d'Água do Borges";8;4;10;6;3;8;7;8;6;6;4;3;-;73
"240850 Ouro Branco";3;3;10;11;9;6;5;6;7;12;8;12;-;92
"240860 Paraná";7;2;8;5;6;3;6;1;7;2;3;3;-;53
"240870 Paraú";5;5;8;10;7;9;3;5;6;5;7;1;-;71
"240880 Parazinho";7;6;11;8;13;18;15;11;7;7;13;1;-;117
"240890 Parelhas";35;28;39;42;32;42;31;45;39;23;32;31;-;419
"240325 Parnamirim";204;212;269;257;229;257;252;236;239;259;224;213;-;2851
"240910 Passa e Fica";16;8;6;10;25;11;11;21;19;10;10;3;-;150
"240920 Passagem";1;2;4;7;5;3;5;5;2;3;-;3;-;40
"240930 Patu";17;17;29;21;19;26;14;19;21;16;16;22;-;237
"240940 Pau dos Ferros";49;29;39;46;45;46;49;35;32;46;29;29;-;474
"240950 Pedra Grande";10;11;14;5;4;9;11;4;6;3;8;7;-;92
"240960 Pedra Preta";4;8;2;6;4;5;9;3;3;5;1;1;-;51
"240970 Pedro Avelino";9;11;13;13;7;10;17;8;15;9;8;4;-;124
"240980 Pedro Velho";10;9;22;28;29;24;31;26;27;18;22;20;-;266
"240990 Pendências";13;19;15;7;8;1;6;18;20;9;12;11;-;139
"241000 Pilões";4;4;4;8;5;2;6;17;8;6;8;8;-;80
"241010 Poço Branco";20;23;22;23;19;24;33;22;28;26;22;11;-;273
"241020 Portalegre";14;4;14;10;10;4;12;12;11;10;14;14;-;129
"241025 Porto do Mangue";1;3;4;7;2;3;3;11;5;3;4;1;-;47
"241040 Pureza";17;11;15;12;18;13;11;10;20;16;9;14;-;166
"241050 Rafael Fernandes";10;4;4;6;5;3;6;5;7;5;9;9;-;73
"241060 Rafael Godeiro";2;2;6;3;3;6;2;1;4;5;2;4;-;40
