 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1994
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Ignorado";"Total"
"430380 Campinas do Sul";12;9;15;10;16;9;18;13;13;14;12;22;-;163
"430390 Campo Bom";112;95;114;124;108;4;97;88;106;117;121;144;-;1230
"430400 Campo Novo";14;10;12;17;11;13;9;26;19;16;24;15;-;186
"430410 Campos Borges";4;6;7;12;2;8;4;6;7;8;8;8;-;80
"430420 Candelária";43;4;46;36;53;48;57;65;49;53;43;37;-;534
"430430 Cândido Godói";10;12;16;11;17;9;13;11;7;15;7;15;-;143
"430435 Candiota";9;7;8;9;5;16;5;5;6;7;4;9;-;90
"430440 Canela";48;53;57;42;70;63;70;62;50;81;57;71;-;724
"430450 Canguçu";73;68;72;87;7;70;84;74;100;86;75;83;-;879
"430460 Canoas";230;426;585;513;572;508;466;510;496;506;445;558;-;5815
"430463 Capão da Canoa";52;51;55;55;64;58;67;58;49;53;59;66;-;687
"430466 Capão do Leão";28;31;36;29;43;28;38;32;27;4;35;33;-;364
"430468 Capela de Santana";16;9;16;17;20;13;12;11;12;8;14;17;-;165
"430469 Capitão";2;4;3;3;2;7;3;3;3;1;1;7;-;39
"430470 Carazinho";81;79;87;86;112;121;90;94;100;82;106;98;-;1136
"430480 Carlos Barbosa";18;20;28;14;20;20;16;17;31;23;19;23;-;249
"430485 Carlos Gomes";2;2;4;-;4;3;3;6;2;2;5;4;-;37
"430490 Casca";6;6;13;9;13;15;9;11;10;15;10;11;-;128
"430495 Caseiros";5;7;7;3;2;1;5;4;1;2;5;6;-;48
"430500 Catuípe";11;9;15;14;7;14;13;13;14;14;20;11;-;155
"430510 Caxias do Sul";418;437;518;457;532;466;524;494;499;528;488;509;-;5870
"430511 Centenário";2;3;2;4;-;3;5;3;6;7;6;6;-;47
"430513 Cerro Branco";3;3;5;8;5;10;8;8;7;8;4;1;-;70
"430515 Cerro Grande";6;1;-;1;1;3;5;8;5;13;5;8;-;56
"430517 Cerro Grande do Sul";19;10;9;4;24;4;8;10;8;4;18;8;-;126
"430520 Cerro Largo";20;18;27;16;28;16;25;23;26;28;17;24;-;268
"430530 Chapada";10;8;13;-;19;13;8;10;14;8;13;12;-;128
"430535 Charqueadas";35;28;49;44;50;33;43;29;32;32;34;36;-;445
"430537 Charrua";4;9;12;5;10;4;14;6;7;11;6;4;-;92
"430540 Chiapetta";-;9;8;5;11;13;7;8;10;11;9;7;-;98
"430545 Cidreira";28;16;18;25;17;20;25;14;13;18;15;12;-;221
"430550 Ciríaco";11;19;10;13;9;12;9;11;13;14;4;5;-;130
"430558 Colinas";3;-;6;3;3;3;2;3;2;1;2;4;-;32
"430560 Colorado";7;6;8;15;4;5;6;3;1;2;3;5;-;65
"430570 Condor";10;9;11;9;9;17;15;7;9;11;11;8;-;126
"430580 Constantina";25;24;27;6;23;19;19;17;16;22;22;23;-;243
"430585 Coqueiros do Sul";3;2;3;1;3;3;-;-;4;1;3;6;-;29
"430590 Coronel Bicaco";12;26;13;7;15;25;12;15;8;13;12;11;-;169
"430595 Cotiporã";4;3;5;3;4;5;3;8;5;2;4;6;-;52
"430597 Coxilha";5;2;4;5;1;2;4;4;7;10;6;7;-;57
"430600 Crissiumal";25;28;21;19;29;17;20;27;27;20;27;30;-;290
"430605 Cristal";13;13;8;10;8;13;12;6;11;12;12;16;-;134
"430610 Cruz Alta";101;108;141;122;136;140;142;126;148;155;126;91;-;1536
"430620 Cruzeiro do Sul";7;11;17;18;5;15;11;16;11;11;7;17;-;146
"430630 David Canabarro";8;6;7;14;9;9;7;12;4;10;7;11;-;104
"430632 Derrubadas";2;-;1;5;8;9;11;9;4;8;7;4;-;68
"430635 Dezesseis de Novembro";4;2;-;4;5;6;6;7;6;3;-;-;-;43
"430640 Dois Irmãos";28;37;36;28;31;34;19;29;29;30;28;24;1;354
"430642 Dois Irmãos das Missões";1;1;2;2;6;6;4;5;7;3;3;-;-;40
"430645 Dois Lajeados";4;6;4;4;3;2;4;4;6;4;1;5;-;47
"430650 Dom Feliciano";28;19;14;25;27;24;26;36;25;25;19;21;-;289
"430660 Dom Pedrito";57;52;67;58;78;70;85;60;73;80;52;77;-;809
"430670 Dona Francisca";8;4;7;7;7;6;11;10;3;8;8;6;-;85
"430673 Doutor Maurício Cardoso";12;6;9;8;11;6;6;7;11;5;4;9;-;94
"430676 Eldorado do Sul";41;40;44;42;34;38;37;29;42;42;44;38;-;471
"430680 Encantado";20;29;29;24;21;24;14;26;34;23;22;25;-;291
"430690 Encruzilhada do Sul";23;23;23;37;38;35;34;33;41;25;32;28;-;372
"430692 Engenho Velho";6;1;-;5;1;6;3;7;8;1;6;2;-;46
"430695 Entre Rios do Sul";5;1;5;1;7;15;5;9;7;4;4;4;-;67
"430693 Entre-Ijuís";22;9;12;3;12;15;16;11;14;15;9;10;-;148
"430697 Erebango";2;8;6;4;10;6;7;3;3;3;4;4;-;60
"430700 Erechim";143;127;145;137;6;152;128;143;154;136;161;137;-;1569
"430705 Ernestina";1;6;3;1;1;6;2;2;-;3;2;3;-;30
"430720 Erval Grande";9;9;8;3;10;8;15;15;13;14;11;8;-;123
"430730 Erval Seco";16;17;1;5;14;17;14;21;17;18;11;13;-;164
"430740 Esmeralda";7;5;11;8;7;11;9;8;6;7;3;7;-;89
"430750 Espumoso";29;16;29;45;31;29;32;20;41;26;29;27;-;354
"430755 Estação";8;6;9;7;10;12;9;13;6;9;7;11;-;107
"430760 Estância Velha";57;65;59;71;68;58;61;69;73;66;62;62;-;771
"430770 Esteio";152;139;144;158;168;173;149;138;160;145;134;162;-;1822
"430780 Estrela";42;35;50;8;29;44;43;42;42;35;39;43;-;452
"430783 Eugênio de Castro";1;1;3;10;9;5;12;3;3;2;5;2;-;56
"430786 Fagundes Varela";-;2;6;1;1;3;3;4;5;2;1;2;-;30
"430790 Farroupilha";87;71;101;94;89;85;106;81;79;102;95;87;-;1077
"430800 Faxinal do Soturno";17;9;8;10;21;6;13;9;11;8;10;8;-;130
"430805 Faxinalzinho";6;3;8;5;4;7;4;-;5;3;7;3;-;55
"430810 Feliz";14;14;19;25;16;15;19;17;11;11;12;14;-;187
"430820 Flores da Cunha";20;26;23;35;28;17;23;24;36;29;31;41;-;333
"430830 Fontoura Xavier";26;26;20;30;37;26;24;39;33;25;25;42;-;353
"430840 Formigueiro";16;5;6;7;6;10;9;10;18;6;12;11;-;116
"430845 Fortaleza dos Valos";7;11;8;9;10;6;13;6;2;8;9;7;-;96
"430850 Frederico Westphalen";48;39;52;58;52;52;53;48;46;61;48;43;-;600
"430860 Garibaldi";31;28;35;26;37;40;31;33;31;45;32;30;-;399
"430865 Garruchos";1;3;4;6;5;4;1;6;2;1;4;6;-;43
"430870 Gaurama";12;2;7;-;2;11;7;8;6;7;5;11;-;78
"430880 General Câmara";17;16;13;19;19;14;11;16;16;16;10;12;-;179
"430885 Gentil";1;2;1;3;-;2;2;-;-;-;2;3;-;16
"430890 Getúlio Vargas";22;26;31;33;31;23;26;35;30;36;30;36;-;359
"430900 Giruá";44;43;38;5;48;35;41;42;43;46;38;44;-;467
"430905 Glorinha";4;5;5;8;1;-;3;6;-;8;6;7;-;53
"430910 Gramado";34;39;41;43;37;41;28;41;45;35;33;35;-;452
"430912 Gramado dos Loureiros";6;3;2;-;3;3;3;5;4;4;5;-;-;38
"430915 Gramado Xavier";8;7;4;2;9;5;3;13;13;8;5;5;-;82
"430920 Gravataí";335;321;375;344;372;367;337;344;346;337;350;389;-;4217
"430925 Guabiju";1;2;1;1;3;3;3;1;2;3;2;3;-;25
"430930 Guaíba";151;143;146;155;176;173;164;159;183;162;144;153;-;1909
"430940 Guaporé";23;19;31;27;32;30;36;26;33;33;35;35;-;360
"430950 Guarani das Missões";19;17;19;12;15;16;10;19;20;19;18;16;-;200
"430955 Harmonia";2;3;6;5;4;5;9;6;5;3;9;10;1;68
"430710 Herval";4;8;20;10;12;11;8;11;11;12;8;8;-;123
"430960 Horizontina";21;24;26;27;20;24;19;19;30;27;26;21;-;284
"430965 Hulha Negra";11;12;8;6;5;9;10;4;1;2;5;10;-;83
"430970 Humaitá";6;6;6;15;11;8;18;3;3;8;13;13;-;110
"430975 Ibarama";8;8;6;6;11;7;7;10;6;7;9;2;-;87
"430980 Ibiaçá";6;2;4;8;7;6;8;8;7;8;10;9;-;83
"430990 Ibiraiaras";3;11;6;7;5;13;12;11;12;11;28;9;-;128
"430995 Ibirapuitã";8;6;12;11;8;10;7;13;11;7;13;10;-;116
"431000 Ibirubá";22;32;32;33;21;30;19;31;29;20;31;18;-;318
"431010 Igrejinha";47;42;43;40;44;56;32;52;43;34;32;41;-;506
"431020 Ijuí";104;125;135;132;149;128;133;139;134;153;156;116;-;1604
"431030 Ilópolis";10;1;9;4;12;9;2;13;11;8;10;11;-;100
"431033 Imbé";20;9;16;21;12;14;15;20;12;9;17;13;-;178
"431036 Imigrante";2;2;1;8;6;2;1;1;5;3;3;3;-;37
"431040 Independência";12;7;8;14;11;6;13;16;5;5;6;11;-;114
"431041 Inhacorá";5;2;2;3;1;2;3;3;-;5;1;3;-;30
"431043 Ipê";3;3;4;5;6;10;2;5;3;5;4;1;-;51
"431046 Ipiranga do Sul";4;2;2;1;3;7;1;3;5;8;4;4;-;44
"431050 Iraí";20;12;20;1;-;21;23;25;23;19;22;23;-;209
"431055 Itacurubi";5;2;2;3;1;2;2;1;4;2;4;4;-;32
"431057 Itapuca";4;2;3;4;4;5;4;8;4;2;7;5;-;52
"431060 Itaqui";104;59;95;99;85;79;79;96;73;102;92;89;2;1054
"431070 Itatiba do Sul";12;18;5;12;1;8;7;10;12;8;10;15;-;118
"431075 Ivorá";6;5;6;4;6;6;1;1;3;5;5;1;-;49
"431080 Ivoti";22;18;24;21;31;18;21;12;22;22;21;18;-;250
"431085 Jaboticaba";9;11;8;3;7;3;9;9;7;9;13;12;-;100
"431090 Jacutinga";6;3;4;8;1;6;9;8;-;9;6;7;-;67
"431100 Jaguarão";42;53;58;60;50;46;51;45;50;67;50;48;-;620
"431110 Jaguari";20;19;28;18;25;17;18;18;27;29;21;29;-;269
"431112 Jaquirana";6;7;5;6;5;12;8;6;11;9;4;6;-;85
"431115 Jóia";14;7;7;6;21;15;14;9;8;14;9;14;-;138
"431120 Júlio de Castilhos";30;33;33;31;39;46;45;44;36;45;40;46;-;468
"431127 Lagoa dos Três Cantos";2;-;-;3;1;1;-;1;1;1;2;3;-;15
"431130 Lagoa Vermelha";50;46;52;48;65;47;48;48;47;64;62;50;-;627
"431125 Lagoão";5;13;8;10;9;17;9;18;10;12;17;18;-;146
"431140 Lajeado";78;67;92;94;105;119;102;112;85;100;106;96;-;1156
"431142 Lajeado do Bugre";5;1;3;1;1;3;4;3;1;7;6;2;-;37
"431150 Lavras do Sul";9;8;12;12;13;16;17;10;14;10;15;17;-;153
"431160 Liberato Salzano";7;15;2;6;11;10;8;12;7;12;11;7;-;108
"431162 Lindolfo Collor";9;7;4;12;1;1;7;9;3;3;9;12;-;77
"431164 Linha Nova";3;-;5;4;-;1;1;3;2;-;-;2;-;21
"431170 Machadinho";9;9;4;6;6;15;8;10;7;13;10;8;-;105
"431175 Manoel Viana";3;5;6;8;5;12;9;9;10;4;10;10;-;91
"431177 Maquiné";3;11;9;12;6;14;8;9;14;10;11;13;-;120
"431179 Maratá";3;2;5;4;1;1;5;1;3;2;3;1;-;31
"431180 Marau";27;29;36;31;1;37;35;37;24;48;45;30;-;380
"431190 Marcelino Ramos";13;10;12;-;11;18;13;12;6;10;6;7;-;118
"431198 Mariana Pimentel";4;2;4;3;1;6;3;2;3;4;5;7;-;44
"431200 Mariano Moro";6;4;6;4;4;3;5;7;2;2;2;9;-;54
"431210 Mata";9;8;8;6;5;10;15;11;9;14;9;10;-;114
"431213 Mato Castelhano";3;3;3;2;-;2;5;1;2;-;4;1;-;26
"431215 Mato Leitão";1;2;5;1;4;4;2;1;3;3;1;5;-;32
"431220 Maximiliano de Almeida";13;11;10;3;16;17;13;13;13;9;13;8;-;139
"431225 Minas do Leão";17;15;12;8;7;9;8;14;9;10;7;11;-;127
"431230 Miraguaí";10;11;15;-;7;11;7;8;4;13;11;3;-;100
"431235 Montauri";2;-;2;-;-;1;2;2;3;3;4;2;-;21
"431238 Monte Belo do Sul";7;1;2;2;3;2;2;1;3;6;3;3;-;35
"431240 Montenegro";80;85;90;93;96;94;91;99;87;79;92;67;-;1053
"431242 Mormaço";3;1;6;2;3;4;4;2;7;1;2;1;-;36
"431244 Morrinhos do Sul";4;13;6;3;3;4;3;4;5;4;4;5;-;58
"431245 Morro Redondo";3;5;7;4;5;7;7;10;5;9;7;9;-;78
"431247 Morro Reuter";6;3;3;4;1;1;4;6;7;-;3;5;-;43
"431250 Mostardas";11;10;14;8;13;12;13;24;20;14;21;15;-;175
"431260 Muçum";5;14;4;6;11;6;5;15;9;9;14;11;-;109
"431262 Muliterno";1;3;1;3;2;4;4;2;1;3;1;1;-;26
"431265 Não-Me-Toque";13;21;26;21;15;10;28;20;24;25;25;23;-;251
"431267 Nicolau Vergueiro";1;3;4;1;-;3;1;3;2;-;1;1;-;20
"431270 Nonoai";24;27;12;3;31;33;32;25;30;32;38;31;-;318
"431275 Nova Alvorada";3;2;1;8;-;3;8;6;2;2;4;10;-;49
"431280 Nova Araçá";3;3;2;1;3;7;6;4;8;4;2;3;-;46
"431290 Nova Bassano";8;7;10;7;7;10;9;9;11;7;7;16;-;108
"431295 Nova Boa Vista";3;3;5;2;3;2;2;1;1;3;1;2;-;28
"431300 Nova Bréscia";5;6;6;4;6;4;7;5;4;10;7;6;-;70
"431303 Nova Esperança do Sul";3;10;2;14;8;4;6;6;5;2;9;5;-;74
"431306 Nova Hartz";15;23;24;17;2;2;28;20;15;10;29;20;-;205
"431308 Nova Pádua";-;2;1;4;4;-;3;-;1;4;1;2;-;22
"431310 Nova Palma";9;8;17;12;12;13;17;6;11;15;6;10;-;136
"431320 Nova Petrópolis";22;15;21;19;24;14;17;24;24;26;22;18;-;246
"431330 Nova Prata";21;29;32;22;23;21;25;30;17;26;22;25;-;293
"431335 Nova Roma do Sul";5;2;4;3;4;4;1;3;1;1;-;3;-;31
"431337 Nova Santa Rita";10;14;7;11;11;8;13;22;12;19;28;15;-;170
"431349 Novo Barreiro";4;3;4;1;6;1;6;6;2;6;6;6;-;51
"431340 Novo Hamburgo";392;389;380;245;454;392;375;379;372;392;203;350;-;4323
"431342 Novo Machado";3;9;7;4;15;5;4;7;7;6;6;10;-;83
"431344 Novo Tiradentes";3;1;7;1;3;4;1;2;5;7;2;3;-;39
"431350 Osório";59;56;63;73;68;61;58;74;56;51;54;62;-;735
"431360 Paim Filho";1;8;8;4;6;10;11;10;9;10;7;11;-;95
"431365 Palmares do Sul";14;14;11;21;14;22;17;28;22;25;16;27;-;231
"431370 Palmeira das Missões";98;56;73;9;79;97;100;86;102;89;93;90;-;972
"431380 Palmitinho";22;17;14;1;18;24;24;17;24;18;13;18;-;210
"431390 Panambi";44;48;22;41;61;35;47;51;57;43;46;45;-;540
"431395 Pantano Grande";10;14;16;18;27;13;4;4;3;13;9;10;-;141
"431400 Paraí";7;3;9;8;6;9;8;5;8;6;6;4;-;79
"431402 Paraíso do Sul";7;4;4;3;6;2;9;8;4;9;4;8;-;68
"431403 Pareci Novo";4;3;2;3;6;3;3;2;-;1;4;5;-;36
"431405 Parobé";62;56;90;83;63;85;81;68;86;68;73;103;-;918
"431407 Passo do Sobrado";1;1;9;5;2;7;2;4;1;4;2;5;-;43
"431410 Passo Fundo";276;237;282;297;212;284;284;306;305;287;290;286;-;3346
"431415 Paverama";6;8;12;5;5;6;5;5;9;13;9;6;-;89
"431420 Pedro Osório";17;25;21;30;14;20;18;21;28;19;18;22;-;253
"431430 Pejuçara";7;6;5;7;3;3;3;5;6;7;9;10;-;71
"431440 Pelotas";459;439;516;524;590;495;524;567;515;115;455;537;-;5736
"431442 Picada Café";3;2;6;3;2;5;1;3;4;6;2;9;-;46
"431445 Pinhal";8;4;6;1;2;4;5;9;6;6;2;9;-;62
"431447 Pinhal Grande";8;4;9;3;8;8;7;7;4;5;5;9;-;77
"431449 Pinheirinho do Vale";4;5;5;-;6;7;6;6;3;11;2;8;-;63
"431450 Pinheiro Machado";21;14;17;19;25;20;14;24;20;26;26;12;-;238
"431455 Pirapó";2;4;2;9;7;6;9;8;3;5;5;6;-;66
"431460 Piratini";16;18;25;25;16;17;25;30;33;13;22;19;-;259
"431470 Planalto";26;14;24;-;17;25;30;28;19;30;22;25;-;260
"431475 Poço das Antas";1;1;1;-;3;3;3;-;5;4;1;-;-;22
"431477 Pontão";-;3;1;3;5;4;4;6;3;7;6;5;-;47
"431478 Ponte Preta";5;4;2;1;1;3;5;3;3;2;4;1;-;34
"431480 Portão";32;37;37;35;33;50;34;35;43;33;42;32;-;443
"431490 Porto Alegre";1626;1771;2080;2035;2034;2052;2067;2093;2096;2127;1969;1988;-;23938
"431500 Porto Lucena";7;11;9;7;10;11;10;7;14;11;9;8;-;114
"431505 Porto Mauá";5;6;7;1;6;6;2;6;5;5;2;3;-;54
"431507 Porto Vera Cruz";3;4;5;2;4;2;2;5;-;1;2;3;-;33
"431510 Porto Xavier";25;22;20;16;27;22;15;22;27;12;12;10;-;230
"431513 Pouso Novo";2;4;4;3;4;2;1;4;3;1;-;4;-;32
"431514 Presidente Lucena";-;2;2;2;-;3;7;-;1;3;3;1;-;24
"431515 Progresso";10;13;20;18;22;21;15;23;16;15;9;13;-;195
"431517 Protásio Alves";4;5;3;2;4;-;3;4;2;-;2;3;-;32
"431520 Putinga";7;10;9;10;6;9;13;7;7;3;9;14;-;104
"431530 Quaraí";54;31;33;49;51;36;52;37;46;42;39;45;-;515
"431532 Quevedos";1;2;1;5;-;2;2;3;2;1;2;7;-;28
"431535 Quinze de Novembro";3;1;4;7;4;8;1;3;4;3;1;5;-;44
"431540 Redentora";24;14;26;2;20;10;14;17;16;19;22;16;-;200
"431545 Relvado";4;1;3;2;2;4;1;1;4;5;2;5;-;34
"431550 Restinga Seca";24;21;22;18;30;27;25;19;2;26;21;32;-;267
"431555 Rio dos Índios";7;6;5;1;14;11;12;11;2;6;8;10;-;93
"431560 Rio Grande";285;301;296;261;244;298;273;274;214;195;223;235;1;3100
"431570 Rio Pardo";53;52;55;59;52;56;4;5;13;68;73;54;1;545
"431575 Riozinho";5;9;4;11;6;2;4;4;3;3;5;1;-;57
"431580 Roca Sales";11;4;10;16;12;13;8;9;12;11;11;13;-;130
"431590 Rodeio Bonito";28;8;-;-;12;15;14;9;12;14;21;11;-;144
"431600 Rolante";20;21;31;19;27;21;28;21;33;35;31;17;-;304
"431610 Ronda Alta";14;16;12;12;16;20;24;18;10;19;12;24;-;197
"431620 Rondinha";7;4;1;8;14;8;10;7;4;8;4;5;-;80
"431630 Roque Gonzales";10;9;11;12;17;17;9;8;13;23;11;9;-;149
"431640 Rosário do Sul";70;72;70;77;75;82;78;72;80;78;90;73;-;917
"431642 Sagrada Família";2;-;4;-;5;3;6;12;5;5;6;5;-;53
"431643 Saldanha Marinho";4;2;3;5;3;6;1;5;6;5;6;4;-;50
"431645 Salto do Jacuí";18;21;26;19;30;28;22;23;23;33;25;30;-;298
"431647 Salvador das Missões";6;1;3;2;4;3;1;3;4;5;3;8;-;43
"431650 Salvador do Sul";10;6;10;8;8;8;6;10;8;11;12;6;-;103
"431660 Sananduva";19;16;22;18;20;22;16;19;18;26;14;20;-;230
"431710 Sant'Ana do Livramento";170;122;155;161;182;162;187;153;164;161;145;193;-;1955
"431670 Santa Bárbara do Sul";18;16;18;13;19;20;14;16;20;20;25;13;-;212
"431675 Santa Clara do Sul";4;2;2;3;6;3;10;4;4;10;7;6;-;61
"431680 Santa Cruz do Sul";163;150;167;160;162;170;150;146;169;160;148;155;-;1900
"431690 Santa Maria";342;316;363;395;388;386;404;414;387;357;351;399;1;4503
"431695 Santa Maria do Herval";2;1;-;-;3;1;4;1;1;3;2;3;-;21
"431720 Santa Rosa";111;98;122;127;110;112;135;120;121;90;91;106;-;1343
"431725 Santa Tereza";-;-;1;1;-;3;1;2;1;2;3;1;-;15
"431730 Santa Vitória do Palmar";66;56;78;80;79;72;70;62;64;66;62;69;-;824
"431700 Santana da Boa Vista";17;6;10;10;17;18;14;7;6;5;10;6;-;126
"431740 Santiago";92;95;112;81;78;94;90;99;95;96;105;109;-;1146
"431750 Santo Ângelo";120;101;150;60;128;151;159;115;160;142;165;150;-;1601
"431760 Santo Antônio da Patrulha";34;47;47;65;47;46;56;76;49;57;61;56;-;641
"431770 Santo Antônio das Missões";12;19;16;22;18;22;27;24;23;25;9;22;-;239
"431755 Santo Antônio do Palma";1;-;5;2;-;1;1;-;3;5;3;-;-;21
"431775 Santo Antônio do Planalto";1;1;1;1;5;2;-;-;2;4;2;1;-;20
"431780 Santo Augusto";31;27;28;21;32;23;34;34;36;31;32;29;-;358
"431790 Santo Cristo";23;16;26;19;28;18;23;27;18;21;19;26;-;264
"431795 Santo Expedito do Sul";3;3;2;4;4;6;2;4;6;9;6;2;-;51
"431800 São Borja";119;131;122;10;124;140;150;137;149;136;163;138;-;1519
"431805 São Domingos do Sul";2;2;3;5;4;2;3;4;6;2;3;4;-;40
"431810 São Francisco de Assis";22;22;28;32;29;32;38;34;33;24;30;35;-;359
"431820 São Francisco de Paula";38;36;35;40;39;44;49;42;38;37;43;25;-;466
"431830 São Gabriel";89;92;99;101;98;106;123;126;124;115;119;105;-;1297
"431840 São Jerônimo";34;34;37;34;49;35;47;35;37;30;39;42;-;453
"431842 São João da Urtiga";7;12;6;7;6;5;12;5;9;8;6;8;-;91
"431843 São João do Polêsine";4;-;2;6;4;5;1;4;3;4;4;3;-;40
"431844 São Jorge";7;1;5;3;-;3;5;9;5;1;4;1;-;44
"431845 São José das Missões";2;2;4;1;4;3;6;2;8;1;6;4;-;43
"431846 São José do Herval";2;1;2;9;2;1;3;5;3;5;4;6;-;43
"431848 São José do Hortêncio";2;3;4;6;3;4;11;3;1;2;1;3;-;43
"431849 São José do Inhacorá";3;5;2;4;3;4;3;1;3;6;3;1;-;38
"431850 São José do Norte";27;33;38;32;38;40;37;36;35;44;37;36;-;433
"431860 São José do Ouro";12;11;11;12;1;9;8;8;17;15;8;15;-;127
"431862 São José dos Ausentes";1;3;3;3;-;1;2;1;3;2;2;-;-;21
"431870 São Leopoldo";271;284;357;242;349;303;306;339;301;347;314;326;-;3739
"431880 São Lourenço do Sul";63;60;63;72;80;87;69;81;75;64;66;70;-;850
"431890 São Luiz Gonzaga";54;55;56;48;76;86;73;71;81;67;75;71;-;813
"431900 São Marcos";22;22;30;21;22;17;28;26;19;29;34;28;-;298
"431910 São Martinho";13;10;11;4;12;10;15;12;11;22;12;13;-;145
"431912 São Martinho da Serra";-;-;2;1;1;2;2;-;-;1;1;2;-;12
"431915 São Miguel das Missões";13;4;13;17;14;8;13;16;15;15;13;14;-;155
"431920 São Nicolau";9;11;15;12;17;18;11;12;18;27;14;11;-;175
"431930 São Paulo das Missões";9;8;9;10;15;13;14;10;11;13;11;11;-;134
"431935 São Pedro da Serra";4;1;3;8;3;1;3;4;4;4;4;5;-;44
"431937 São Pedro do Butiá";-;2;6;6;6;9;4;5;6;1;1;6;-;52
"431940 São Pedro do Sul";35;31;40;23;36;36;33;36;30;27;30;36;-;393
"431950 São Sebastião do Caí";31;24;32;35;27;38;25;23;22;29;26;29;-;341
"431960 São Sepé";44;26;36;43;49;55;31;41;28;39;39;40;-;471
"431970 São Valentim";15;13;14;1;5;11;20;12;14;14;17;16;-;152
"431971 São Valentim do Sul";-;2;2;-;1;1;6;4;8;1;-;2;-;27
"431973 São Valério do Sul";8;1;3;1;4;4;2;4;5;1;2;7;-;42
"431975 São Vendelino";3;-;1;2;2;2;3;2;3;1;-;1;-;20
"431980 São Vicente do Sul";9;12;12;9;15;15;13;16;10;13;12;12;-;148
"431990 Sapiranga";131;105;150;143;155;136;154;143;141;134;135;134;-;1661
"432000 Sapucaia do Sul";183;168;215;223;218;190;197;191;194;202;194;205;-;2380
"432010 Sarandi";43;28;33;37;-;35;34;37;29;36;36;31;-;379
"432020 Seberi";27;20;19;16;18;19;18;32;38;30;23;20;-;280
"432023 Sede Nova";5;4;7;1;5;2;3;5;8;4;3;6;-;53
"432026 Segredo";9;11;8;18;18;9;8;10;15;13;16;6;-;141
"432030 Selbach";11;6;8;10;8;3;10;6;9;7;3;-;-;81
"432035 Sentinela do Sul";10;1;6;8;4;7;5;4;4;2;7;13;-;71
"432040 Serafina Corrêa";17;9;10;13;12;9;12;12;14;17;8;13;-;146
"432045 Sério";5;1;8;6;7;7;3;2;8;6;3;9;-;65
"432050 Sertão";14;12;11;12;13;11;17;13;19;15;12;19;-;168
"432055 Sertão Santana";9;4;2;4;6;6;6;5;5;5;7;6;-;65
"432060 Severiano de Almeida";7;3;4;-;-;7;6;4;6;3;5;5;-;50
"432065 Silveira Martins";8;3;5;2;6;1;1;2;2;4;3;1;-;38
"432067 Sinimbu";14;19;20;31;28;18;20;25;26;28;20;14;-;263
"432070 Sobradinho";39;22;39;27;30;34;39;46;36;27;39;42;-;420
"432080 Soledade";62;42;56;56;50;65;60;66;62;70;71;64;-;724
"432090 Tapejara";26;25;38;25;34;32;35;32;28;26;24;32;-;357
"432100 Tapera";12;13;16;21;23;22;21;19;19;9;23;19;-;217
"432110 Tapes";18;18;32;24;24;22;24;27;14;22;26;28;-;279
"432120 Taquara";69;77;65;105;99;99;88;90;71;80;79;100;-;1022
"432130 Taquari";40;44;52;49;49;47;36;52;47;47;50;42;-;555
"432132 Taquaruçu do Sul";2;5;-;-;2;5;4;4;3;10;3;7;-;45
"432135 Tavares";6;5;6;7;6;13;5;4;4;5;5;6;-;72
"432140 Tenente Portela";24;25;21;26;30;30;31;29;31;30;32;26;-;335
"432143 Terra de Areia";21;11;15;12;10;15;12;12;18;19;17;12;-;174
"432145 Teutônia";22;18;34;33;21;27;19;20;30;23;21;29;-;297
"432147 Tiradentes do Sul";9;7;21;12;13;16;12;10;15;14;10;11;-;150
"432150 Torres";45;53;65;56;55;60;64;72;57;53;47;50;-;677
"432160 Tramandaí";50;50;55;55;61;54;54;48;62;54;63;59;-;665
"432162 Travesseiro";2;1;3;2;1;1;1;4;3;1;1;-;-;20
"432163 Três Arroios";5;6;3;-;5;6;1;7;9;4;2;9;-;57
"432166 Três Cachoeiras";7;13;13;10;8;7;12;12;15;10;12;14;-;133
"432170 Três Coroas";28;29;33;17;33;36;28;20;27;30;22;24;-;327
"432180 Três de Maio";44;31;40;42;53;36;46;45;35;23;30;47;-;472
"432183 Três Forquilhas";7;3;4;7;4;9;7;4;6;8;4;5;-;68
"432185 Três Palmeiras";4;8;-;5;7;9;4;7;11;7;9;2;-;73
"432190 Três Passos";49;50;41;3;57;57;56;56;41;58;55;59;-;582
"432195 Trindade do Sul";7;21;7;1;13;16;7;11;7;10;11;13;-;124
"432200 Triunfo";41;31;36;32;43;32;40;31;41;34;44;28;-;433
"432210 Tucunduva";6;6;10;10;10;6;9;12;7;7;18;7;-;108
"432215 Tunas";10;6;11;5;2;5;7;9;6;7;9;5;-;82
"432218 Tupanci do Sul";-;1;3;2;3;4;4;5;4;3;2;2;-;33
"432220 Tupanciretã";36;40;43;45;54;54;39;43;42;48;37;39;-;520
"432225 Tupandi";3;1;4;2;5;4;3;4;6;4;4;3;-;43
"432230 Tuparendi";6;7;8;12;16;15;18;12;9;14;16;16;-;149
"432235 União da Serra";1;1;6;-;3;1;3;2;3;1;2;4;-;27
