 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2002
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"241470 Várzea";6;8;8;8;9;8;2;7;9;3;4;7;79
"241475 Venha-Ver";4;8;5;10;9;8;8;2;6;8;7;2;77
"241480 Vera Cruz";20;11;19;4;17;5;17;17;21;21;16;13;181
"241490 Viçosa";8;-;2;3;3;3;6;2;2;4;1;1;35
"241500 Vila Flor";4;7;4;7;5;10;5;10;3;7;3;5;70
"240000 Município ignorado - RN";-;1;-;-;-;-;1;-;-;-;-;1;3
"250010 Água Branca";16;18;11;14;22;15;24;10;11;9;13;18;181
"250020 Aguiar";4;5;11;11;14;14;6;8;5;11;10;9;108
"250030 Alagoa Grande";40;46;55;39;55;47;53;48;47;40;41;45;556
"250040 Alagoa Nova";31;26;28;25;45;36;30;40;22;33;42;28;386
"250050 Alagoinha";19;19;30;26;14;22;18;17;30;12;21;28;256
"250053 Alcantil";1;3;7;9;7;7;13;7;1;1;7;10;73
"250057 Algodão de Jandaíra";10;3;4;3;6;2;4;5;1;1;3;1;43
"250060 Alhandra";23;31;52;41;38;37;26;35;30;40;26;38;417
"250073 Amparo";1;1;3;1;1;-;-;-;-;1;1;-;9
"250077 Aparecida";14;7;6;9;9;11;7;-;13;8;11;10;105
"250080 Araçagi";17;14;18;15;18;25;20;19;23;23;22;22;236
"250090 Arara";13;10;11;16;15;20;18;13;15;10;15;7;163
"250100 Araruna";40;46;45;33;29;33;29;26;34;30;35;23;403
"250110 Areia";39;27;45;43;43;27;53;40;50;34;38;40;479
"250115 Areia de Baraúnas";2;5;3;3;-;5;3;3;7;1;4;3;39
"250120 Areial";8;7;7;13;10;11;11;9;12;9;5;9;111
"250130 Aroeiras";26;28;13;28;35;31;35;23;32;26;21;19;317
"250135 Assunção";1;6;4;5;6;-;4;6;3;4;4;4;47
"250140 Baía da Traição";12;16;15;21;12;13;14;19;7;22;15;7;173
"250150 Bananeiras";37;32;38;34;38;33;43;37;27;27;31;34;411
"250153 Baraúna";4;2;2;5;7;7;9;3;7;6;2;7;61
"250160 Barra de Santa Rosa";18;20;30;15;21;27;21;25;25;12;22;18;254
"250157 Barra de Santana";15;9;11;7;7;16;16;11;8;11;11;8;130
"250170 Barra de São Miguel";1;10;10;6;7;7;7;6;5;9;8;6;82
"250180 Bayeux";125;135;140;125;144;150;165;149;151;128;144;133;1689
"250190 Belém";28;33;33;13;23;29;24;14;24;17;18;22;278
"250200 Belém do Brejo do Cruz";9;10;5;10;6;7;13;12;5;7;6;10;100
"250205 Bernardino Batista";7;3;5;3;4;6;3;2;4;6;1;6;50
"250210 Boa Ventura";10;4;11;14;10;7;7;6;11;9;9;6;104
"250215 Boa Vista";13;8;10;8;13;8;8;5;5;11;7;4;100
"250220 Bom Jesus";1;-;6;4;2;6;4;1;3;5;3;4;39
"250230 Bom Sucesso";8;11;5;8;11;9;9;7;6;7;8;6;95
"250240 Bonito de Santa Fé";11;12;17;19;24;17;10;20;15;18;9;14;186
"250250 Boqueirão";23;25;26;27;25;20;18;18;22;22;22;34;282
"250270 Borborema";9;6;7;3;7;10;6;8;7;6;8;7;84
"250280 Brejo do Cruz";18;15;15;20;16;27;22;21;15;18;18;13;218
"250290 Brejo dos Santos";9;16;13;13;10;12;13;14;11;13;10;19;153
"250300 Caaporã";42;40;34;32;40;28;39;39;36;30;31;28;419
"250310 Cabaceiras";6;7;7;11;5;6;17;8;5;7;8;6;93
"250320 Cabedelo";57;61;61;61;74;50;59;57;54;70;65;57;726
"250330 Cachoeira dos Índios";12;7;14;9;15;16;10;13;25;14;24;7;166
"250340 Cacimba de Areia";5;1;7;2;5;5;4;8;7;8;8;3;63
"250350 Cacimba de Dentro";35;24;18;26;24;42;22;23;25;24;20;32;315
"250355 Cacimbas";13;12;12;14;11;14;7;17;10;15;12;14;151
"250360 Caiçara";5;6;10;16;9;11;5;3;11;11;7;11;105
"250370 Cajazeiras";77;76;86;81;85;86;84;71;62;91;75;86;960
"250375 Cajazeirinhas";5;3;6;1;4;7;6;6;5;3;5;2;53
"250380 Caldas Brandão";4;6;6;5;1;4;5;8;6;4;7;7;63
"250390 Camalaú";2;6;8;5;-;-;-;1;-;3;8;7;40
"250400 Campina Grande";568;627;658;628;609;573;565;533;532;531;502;572;6898
"250403 Capim";8;12;10;6;7;6;6;9;9;11;7;9;100
"250407 Caraúbas";9;6;7;5;-;1;1;1;2;4;3;5;44
"250410 Carrapateira";3;1;3;2;1;1;1;2;5;-;1;2;22
"250415 Casserengue";16;8;6;11;10;15;16;10;10;11;7;4;124
"250420 Catingueira";8;6;11;10;12;6;9;12;6;10;10;12;112
"250430 Catolé do Rocha";55;32;45;46;40;41;34;34;38;30;30;38;463
"250435 Caturité";5;12;6;14;6;6;4;10;2;7;6;12;90
"250440 Conceição";33;22;34;32;32;28;27;26;26;28;29;30;347
"250450 Condado";12;16;14;17;16;11;8;6;11;12;8;4;135
"250460 Conde";45;30;40;36;37;35;38;31;36;38;28;41;435
"250470 Congo";6;7;6;8;1;-;-;1;-;8;17;11;65
"250480 Coremas";26;17;25;30;25;18;23;20;19;21;16;25;265
"250485 Coxixola";2;-;1;1;-;-;1;1;-;3;1;1;11
"250490 Cruz do Espírito Santo";33;21;33;28;26;27;31;30;24;31;23;25;332
"250500 Cubati";9;9;9;8;8;14;12;11;14;9;16;13;132
"250510 Cuité";20;39;32;31;47;33;30;23;36;24;24;35;374
"250523 Cuité de Mamanguape";1;4;7;7;9;3;5;7;3;3;4;3;56
"250520 Cuitegi";9;8;12;8;6;20;10;5;7;9;14;9;117
"250527 Curral de Cima";7;10;12;12;5;8;10;8;11;16;6;6;111
"250530 Curral Velho";5;5;6;5;5;1;7;4;8;3;3;4;56
"250535 Damião";6;6;7;11;4;7;6;6;6;4;7;7;77
"250540 Desterro";17;9;15;13;10;12;11;16;6;7;9;8;133
"250560 Diamante";9;13;17;10;3;3;9;15;14;8;8;11;120
"250570 Dona Inês";11;17;25;17;16;27;20;15;16;18;16;16;214
"250580 Duas Estradas";8;3;8;2;4;9;10;8;10;5;6;8;81
"250590 Emas";5;2;8;5;2;6;4;4;7;5;5;3;56
"250600 Esperança";50;45;45;59;56;62;58;49;54;44;48;43;613
"250610 Fagundes";20;17;27;29;24;14;16;13;13;17;12;22;224
"250620 Frei Martinho";4;-;6;6;5;3;4;3;2;3;2;3;41
"250625 Gado Bravo";12;9;7;12;10;8;13;7;13;8;5;6;110
"250630 Guarabira";75;60;90;60;73;108;78;58;86;85;53;88;914
"250640 Gurinhém";28;27;28;21;18;27;26;22;23;15;19;15;269
"250650 Gurjão";6;4;4;4;13;6;1;11;3;7;6;6;71
"250660 Ibiara";14;7;12;10;10;7;8;9;7;7;10;7;108
"250260 Igaracy";18;7;7;10;10;19;15;5;5;9;7;15;127
"250670 Imaculada";22;9;23;16;22;21;19;16;18;20;14;20;220
"250680 Ingá";20;26;29;26;38;32;30;19;26;26;12;25;309
"250690 Itabaiana";48;46;51;38;42;36;36;39;42;31;29;36;474
"250700 Itaporanga";36;31;42;45;53;23;39;31;29;28;31;35;423
"250710 Itapororoca";24;26;31;21;20;17;19;38;18;19;28;23;284
"250720 Itatuba";7;13;18;19;12;20;17;15;17;14;16;11;179
"250730 Jacaraú";19;23;23;23;9;24;21;23;18;21;23;25;252
"250740 Jericó";10;12;12;10;9;9;14;15;13;5;7;15;131
"250750 João Pessoa";961;888;1037;900;1048;958;963;868;863;858;886;910;11140
"251365 Joca Claudino";1;4;3;5;3;2;5;4;4;-;2;2;35
"250760 Juarez Távora";12;11;16;12;13;13;9;11;15;10;8;8;138
"250770 Juazeirinho";28;28;33;37;36;21;25;29;17;16;30;25;325
"250780 Junco do Seridó";8;12;2;12;11;9;15;9;17;11;12;10;128
"250790 Juripiranga";17;19;30;20;18;18;18;13;15;12;12;11;203
"250800 Juru";10;10;13;10;13;8;14;15;15;13;14;9;144
"250810 Lagoa";9;11;18;6;10;11;12;11;11;9;5;6;119
"250820 Lagoa de Dentro";12;7;8;14;12;10;14;10;8;7;7;6;115
"250830 Lagoa Seca";35;45;42;37;55;43;41;52;42;37;40;35;504
"250840 Lastro";3;7;4;3;11;9;3;7;8;1;5;1;62
"250850 Livramento";10;4;7;12;11;9;14;16;10;19;9;18;139
"250855 Logradouro";3;1;1;2;8;5;2;6;5;6;3;3;45
"250860 Lucena";25;16;26;15;17;18;19;14;18;15;24;24;231
"250870 Mãe d'Água";5;4;6;3;5;11;3;5;2;9;5;5;63
"250880 Malta";5;13;12;13;6;8;7;14;11;5;15;3;112
"250890 Mamanguape";72;73;85;73;80;81;84;83;58;57;82;78;906
"250900 Manaíra";24;13;12;16;11;17;16;21;14;17;10;17;188
"250905 Marcação";14;11;18;8;8;10;8;18;18;13;14;15;155
"250910 Mari";26;25;32;28;32;33;20;33;28;23;24;31;335
"250915 Marizópolis";4;3;10;10;9;4;3;-;10;8;10;11;82
"250920 Massaranduba";15;10;18;20;24;18;13;16;17;26;9;11;197
"250930 Mataraca";10;9;11;10;13;8;11;9;16;10;12;7;126
"250933 Matinhas";5;4;3;5;7;5;5;2;3;4;4;2;49
"250937 Mato Grosso";4;6;2;1;5;8;4;5;5;2;3;3;48
"250939 Maturéia";12;11;10;3;9;9;8;13;6;6;8;7;102
"250940 Mogeiro";33;16;22;17;26;16;21;24;22;19;18;18;252
"250950 Montadas";10;8;7;6;9;7;4;7;5;7;4;6;80
"250960 Monte Horebe";4;8;3;6;5;2;5;7;6;4;7;3;60
"250970 Monteiro";47;56;46;19;1;2;-;-;-;37;53;56;317
"250980 Mulungu";13;10;13;4;5;14;18;12;18;14;9;16;146
"250990 Natuba";12;11;12;10;20;15;8;11;8;12;5;12;136
"251000 Nazarezinho";8;6;12;11;9;4;17;2;10;9;6;6;100
"251010 Nova Floresta";18;24;17;13;25;16;24;15;13;15;12;10;202
"251020 Nova Olinda";8;4;14;8;13;11;7;11;12;9;6;7;110
"251030 Nova Palmeira";2;6;4;1;8;4;3;4;7;4;7;6;56
"251040 Olho d'Água";22;11;13;11;17;14;11;8;12;13;12;9;153
"251050 Olivedos";7;3;1;6;4;-;3;1;4;1;4;4;38
"251060 Ouro Velho";1;-;3;-;5;4;1;6;4;5;1;5;35
"251065 Parari";2;1;2;3;2;2;2;1;2;3;4;1;25
"251070 Passagem";3;1;4;3;1;2;-;-;3;2;6;5;30
"251080 Patos";151;130;152;149;151;150;167;151;174;123;143;148;1789
"251090 Paulista";14;13;10;23;20;16;13;13;7;11;15;20;175
"251100 Pedra Branca";5;13;8;9;2;8;5;6;12;12;6;5;91
"251110 Pedra Lavrada";14;10;16;18;9;10;9;13;7;6;9;9;130
"251120 Pedras de Fogo";39;36;44;45;42;34;40;46;39;35;44;35;479
"251272 Pedro Régis";7;5;3;6;5;3;6;10;6;8;6;4;69
"251130 Piancó";22;25;24;15;43;31;26;11;23;13;14;32;279
"251140 Picuí";35;33;28;19;33;21;35;30;39;26;26;28;353
"251150 Pilar";18;14;21;15;25;15;22;12;12;21;24;6;205
"251160 Pilões";7;11;12;9;-;12;10;6;5;7;10;13;102
"251170 Pilõezinhos";6;7;12;5;11;9;10;4;5;10;8;10;97
"251180 Pirpirituba";15;19;10;13;9;12;19;19;12;15;15;20;178
"251190 Pitimbu";24;21;28;22;36;25;21;15;17;26;27;19;281
"251200 Pocinhos";30;28;34;19;25;30;30;26;15;37;21;24;319
"251203 Poço Dantas";7;9;4;3;4;4;3;2;8;6;7;3;60
"251207 Poço de José de Moura";3;5;4;9;4;8;10;5;5;4;7;3;67
"251210 Pombal";42;37;53;46;43;46;50;35;35;39;51;62;539
"251220 Prata";12;9;7;4;2;-;2;1;2;6;5;7;57
"251230 Princesa Isabel";42;34;31;35;22;39;23;22;36;32;21;37;374
"251240 Puxinanã";9;26;21;8;16;14;14;24;14;19;18;19;202
"251250 Queimadas";64;65;60;46;49;59;65;47;53;42;55;60;665
"251260 Quixabá";6;5;-;1;3;5;3;8;5;1;8;11;56
"251270 Remígio";19;32;23;23;30;25;28;28;31;25;29;24;317
"251274 Riachão";5;6;5;3;6;2;3;3;3;2;3;8;49
"251275 Riachão do Bacamarte";3;5;5;7;9;6;5;7;3;6;5;7;68
"251276 Riachão do Poço";9;5;13;2;8;4;6;7;6;6;11;5;82
"251278 Riacho de Santo Antônio";3;3;5;4;5;3;2;4;2;1;1;2;35
"251280 Riacho dos Cavalos";17;13;13;9;15;16;16;9;8;9;12;12;149
"251290 Rio Tinto";31;24;28;30;46;25;35;33;34;36;26;29;377
"251300 Salgadinho";2;7;7;7;4;12;5;8;9;4;5;6;76
"251310 Salgado de São Félix";16;12;17;23;23;22;25;16;12;16;12;12;206
"251315 Santa Cecília";5;1;10;8;4;7;7;3;10;7;7;2;71
"251320 Santa Cruz";10;5;7;9;10;3;3;2;9;3;4;8;73
"251330 Santa Helena";11;4;5;9;8;17;12;8;5;9;7;12;107
"251335 Santa Inês";2;2;2;-;5;3;2;5;1;5;2;-;29
"251340 Santa Luzia";22;22;31;22;29;21;14;11;23;15;14;21;245
"251370 Santa Rita";195;197;261;229;214;241;209;191;190;199;199;167;2492
"251380 Santa Teresinha";9;8;9;17;20;9;5;5;8;9;12;9;120
"251350 Santana de Mangueira";7;8;10;12;9;6;15;7;8;7;4;9;102
"251360 Santana dos Garrotes";5;8;13;8;16;12;10;7;7;13;11;8;118
"251385 Santo André";2;2;3;1;5;2;3;-;-;2;3;4;27
"251392 São Bentinho";6;4;4;4;10;2;9;1;8;6;2;5;61
"251390 São Bento";53;38;46;41;38;52;40;36;41;37;44;47;513
"251396 São Domingos";4;5;4;7;1;1;6;4;2;5;3;3;45
"251394 São Domingos do Cariri";1;1;-;4;3;-;5;1;1;3;4;2;25
"251398 São Francisco";6;7;6;4;2;5;5;-;6;8;9;3;61
"251400 São João do Cariri";4;9;5;5;11;9;6;3;2;6;3;9;72
"250070 São João do Rio do Peixe";26;21;17;26;31;27;19;13;14;9;24;19;246
"251410 São João do Tigre";4;1;6;4;4;1;1;5;1;6;1;4;38
"251420 São José da Lagoa Tapada";15;8;8;8;8;15;10;-;12;9;14;7;114
"251430 São José de Caiana";9;10;6;14;13;8;10;12;15;9;13;5;124
"251440 São José de Espinharas";4;10;7;5;6;6;13;7;6;6;7;5;82
"251450 São José de Piranhas";27;30;37;31;35;22;28;29;33;42;40;39;393
"251455 São José de Princesa";5;3;3;5;3;4;3;7;5;3;7;9;57
"251460 São José do Bonfim";2;5;4;1;2;4;11;9;2;9;6;4;59
"251465 São José do Brejo do Cruz";4;5;7;5;3;4;5;-;1;2;1;2;39
"251470 São José do Sabugi";6;-;3;2;6;5;5;9;4;4;3;4;51
"251480 São José dos Cordeiros";2;3;8;2;2;-;-;-;2;9;2;4;34
"251445 São José dos Ramos";6;6;7;8;10;5;7;8;6;14;13;4;94
"251490 São Mamede";11;7;16;9;15;12;8;11;6;10;14;13;132
"251500 São Miguel de Taipu";7;7;9;11;11;8;9;8;14;9;11;12;116
"251510 São Sebastião de Lagoa de Roça";7;14;7;13;9;6;10;8;14;16;12;18;134
"251520 São Sebastião do Umbuzeiro";2;2;5;2;2;-;-;-;1;5;2;4;25
"251540 São Vicente do Seridó";14;12;21;13;20;17;15;18;13;15;10;22;190
"251530 Sapé";101;103;101;84;88;69;74;65;74;72;78;75;984
"251550 Serra Branca";17;13;22;11;2;1;-;1;8;17;14;18;124
"251560 Serra da Raiz";6;1;5;2;4;6;2;4;4;4;9;6;53
"251570 Serra Grande";6;2;4;1;1;1;4;2;2;7;4;9;43
"251580 Serra Redonda";7;4;5;8;12;11;5;7;7;6;4;7;83
"251590 Serraria";9;8;15;14;6;7;14;14;13;9;7;15;131
"251593 Sertãozinho";2;3;7;6;7;9;6;2;3;2;2;5;54
"251597 Sobrado";10;7;7;9;9;6;7;18;18;10;10;9;120
"251600 Solânea";37;29;27;36;29;47;55;46;41;49;36;37;469
"251610 Soledade";33;16;31;24;23;25;21;24;15;18;17;28;275
"251615 Sossêgo";7;3;8;3;11;2;5;6;5;3;5;5;63
"251620 Sousa";85;87;89;102;114;89;97;7;86;70;79;73;978
"251630 Sumé";20;17;31;22;2;2;1;1;-;15;20;32;163
"251640 Tacima";11;7;18;12;8;12;10;17;17;13;11;14;150
"251650 Taperoá";20;25;11;24;21;19;33;31;18;30;17;28;277
"251660 Tavares";20;23;20;17;20;18;17;19;20;29;17;30;250
"251670 Teixeira";31;19;23;26;29;28;29;29;43;35;31;26;349
"251675 Tenório";-;5;6;4;5;6;1;4;7;3;6;4;51
"251680 Triunfo";8;12;14;9;10;9;11;6;13;16;13;9;130
"251690 Uiraúna";20;13;18;22;17;17;17;18;14;13;19;18;206
"251700 Umbuzeiro";11;8;7;11;12;13;13;21;17;9;6;18;146
"251710 Várzea";1;7;3;5;4;2;2;4;2;1;4;3;38
"251720 Vieirópolis";5;7;4;4;9;3;6;-;3;5;7;6;59
"250550 Vista Serrana";5;6;4;6;5;5;5;2;1;4;5;4;52
"251740 Zabelê";2;2;5;-;-;-;-;-;-;3;2;1;15
"250000 Município ignorado - PB";2;-;1;1;-;-;-;-;1;1;-;-;6
"260005 Abreu e Lima";82;145;104;143;119;133;144;120;105;119;112;125;1451
"260010 Afogados da Ingazeira";53;47;52;67;53;53;45;47;54;43;54;76;644
"260020 Afrânio";36;26;30;28;37;28;19;25;30;26;40;40;365
"260030 Agrestina";42;32;41;41;46;41;33;25;27;41;32;37;438
"260040 Água Preta";66;55;74;55;56;71;45;61;56;44;49;47;679
"260050 Águas Belas";75;69;64;63;81;80;79;84;81;80;65;90;911
"260060 Alagoinha";10;24;29;25;20;24;22;20;15;15;10;4;218
"260070 Aliança";60;53;52;59;72;56;40;63;63;43;49;52;662
"260080 Altinho";41;26;35;36;32;27;43;31;27;27;27;23;375
"260090 Amaraji";39;39;32;41;38;25;39;37;42;34;27;43;436
"260100 Angelim";21;14;10;15;17;19;19;16;14;13;17;20;195
"260105 Araçoiaba";27;20;29;23;28;28;22;32;37;30;25;24;325
"260110 Araripina";178;149;169;170;148;141;158;165;145;145;146;167;1881
"260120 Arcoverde";129;112;153;126;132;116;95;112;117;112;95;100;1399
"260130 Barra de Guabiraba";24;25;35;27;22;28;24;24;21;25;14;27;296
"260140 Barreiros";69;85;75;75;73;88;88;81;73;67;79;65;918
"260150 Belém de Maria";23;22;19;20;18;18;12;19;19;19;12;16;217
"260160 Belém do São Francisco";36;40;43;35;48;40;41;36;43;39;48;31;480
"260170 Belo Jardim";139;113;141;112;122;122;117;112;147;118;106;132;1481
"260180 Betânia";24;23;33;22;25;25;19;24;34;17;20;28;294
"260190 Bezerros";90;95;85;75;77;65;75;68;94;88;71;94;977
"260200 Bodocó";74;60;60;69;67;58;56;61;63;57;59;62;746
"260210 Bom Conselho";89;80;92;78;75;97;77;53;58;81;76;84;940
"260220 Bom Jardim";56;40;46;30;52;48;25;41;44;41;65;41;529
"260230 Bonito";73;71;85;92;88;72;55;65;48;68;49;85;851
"260240 Brejão";22;24;20;26;18;17;20;19;23;23;14;11;237
"260250 Brejinho";9;11;11;8;3;9;9;8;16;9;5;10;108
"260260 Brejo da Madre de Deus";85;55;76;70;85;79;70;65;58;82;62;47;834
"260270 Buenos Aires";20;18;28;18;17;29;27;15;17;19;16;21;245
"260280 Buíque";122;117;146;138;126;122;102;85;109;117;108;119;1411
"260290 Cabo de Santo Agostinho";282;285;269;303;276;293;273;235;248;227;218;269;3178
"260300 Cabrobó";75;54;66;50;54;50;43;50;67;43;43;47;642
"260310 Cachoeirinha";24;34;38;25;36;24;32;28;25;20;20;23;329
"260320 Caetés";41;42;44;39;45;43;36;31;32;42;50;51;496
"260330 Calçado";20;19;19;15;17;12;13;22;20;21;13;21;212
"260340 Calumbi";7;10;7;8;4;13;15;9;4;10;14;10;111
"260345 Camaragibe";215;208;219;194;171;220;177;168;190;177;150;190;2279
"260350 Camocim de São Félix";35;18;19;31;35;14;27;22;25;27;24;32;309
"260360 Camutanga";12;14;11;11;17;11;11;14;17;8;9;10;145
"260370 Canhotinho";45;32;40;37;31;47;35;35;36;35;44;46;463
"260380 Capoeiras";39;32;31;21;18;31;36;23;25;39;32;28;355
"260390 Carnaíba";37;23;25;28;30;20;40;32;38;31;37;26;367
"260392 Carnaubeira da Penha";32;27;33;22;39;27;23;25;24;19;23;27;321
"260400 Carpina";90;111;104;103;89;96;96;91;80;62;71;78;1071
"260410 Caruaru";446;419;475;472;422;413;433;378;423;437;422;404;5144
"260415 Casinhas";20;20;17;13;22;27;16;23;20;12;14;22;226
"260420 Catende";74;40;75;58;71;57;57;47;52;54;65;55;705
"260430 Cedro";20;24;17;19;18;23;18;19;19;15;16;23;231
"260440 Chã de Alegria";21;14;23;15;15;22;13;17;24;16;8;19;207
"260450 Chã Grande";37;24;30;32;25;23;24;24;27;25;30;15;316
"260460 Condado";47;28;29;36;26;35;31;40;41;34;30;32;409
"260470 Correntes";36;27;29;20;33;23;23;33;15;24;22;28;313
"260480 Cortês";45;28;28;25;27;31;39;17;25;33;16;21;335
"260490 Cumaru";18;14;23;25;21;21;11;12;17;11;21;20;214
"260500 Cupira";44;37;34;43;37;45;56;49;39;50;36;29;499
"260510 Custódia";59;47;63;52;58;47;48;57;33;54;75;58;651
"260515 Dormentes";30;29;30;38;31;23;25;25;28;27;24;27;337
"260520 Escada";106;94;138;102;124;103;119;115;91;84;92;105;1273
"260530 Exu";58;50;52;55;66;59;54;44;46;72;48;56;660
"260540 Feira Nova";35;24;26;42;33;29;41;27;19;28;31;24;359
"260545 Fernando de Noronha";1;1;4;2;-;3;2;1;2;3;1;2;22
"260550 Ferreiros";12;8;11;14;19;15;12;14;11;12;15;15;158
"260560 Flores";39;34;37;34;41;35;30;26;26;28;34;26;390
"260570 Floresta";52;44;58;59;48;53;45;12;23;37;32;43;506
"260580 Frei Miguelinho";14;20;22;25;20;19;16;14;18;14;18;7;207
"260590 Gameleira";45;33;41;45;55;44;48;51;31;37;40;30;500
"260600 Garanhuns";206;231;134;198;190;229;198;169;179;207;224;185;2350
"260610 Glória do Goitá";38;29;43;43;44;42;31;28;40;20;4;20;382
"260620 Goiana";142;105;134;119;130;117;123;94;130;112;106;116;1428
"260630 Granito";9;13;13;17;15;14;13;6;6;14;15;13;148
"260640 Gravatá";103;85;104;93;114;97;109;106;98;88;78;93;1168
"260650 Iati";38;45;37;38;60;46;39;35;45;51;40;35;509
"260660 Ibimirim";49;54;55;50;55;56;48;53;38;52;50;45;605
"260670 Ibirajuba";15;11;15;15;13;10;9;14;12;13;8;5;140
"260680 Igarassu";72;132;126;160;153;175;156;123;148;121;115;136;1617
"260690 Iguaracy";19;18;16;13;15;13;12;13;18;14;7;11;169
"260760 Ilha de Itamaracá";29;29;28;41;30;29;27;17;23;25;22;21;321
"260700 Inajá";21;26;26;33;24;26;21;33;21;24;22;26;303
"260710 Ingazeira";6;5;6;8;5;6;6;5;4;5;3;5;64
"260720 Ipojuca";138;97;135;119;155;122;129;117;96;121;106;116;1451
"260730 Ipubi";56;44;62;80;58;50;55;42;55;50;35;43;630
"260740 Itacuruba";6;6;8;2;8;10;11;2;5;10;2;8;78
"260750 Itaíba";67;44;58;43;55;68;55;68;50;46;49;40;643
"260765 Itambé";63;40;51;53;68;73;38;51;48;46;42;57;630
"260770 Itapetim";17;15;19;19;15;16;29;14;23;17;11;15;210
"260775 Itapissuma";48;46;42;33;47;37;24;36;30;39;30;38;450
"260780 Itaquitinga";26;25;31;20;30;32;27;31;21;26;18;28;315
"260790 Jaboatão dos Guararapes";944;889;936;956;930;887;896;870;747;717;644;572;9988
"260795 Jaqueira";18;21;21;18;21;20;17;25;16;29;24;30;260
"260800 Jataúba";24;22;42;35;29;24;36;22;17;31;35;28;345
"260805 Jatobá";16;23;28;31;20;27;31;28;25;28;14;22;293
"260810 João Alfredo";52;36;38;36;54;38;36;39;29;44;47;33;482
"260820 Joaquim Nabuco";40;24;22;28;33;36;27;33;23;20;30;30;346
"260825 Jucati";14;19;15;13;24;15;13;14;17;7;19;16;186
"260830 Jupi";36;32;26;18;22;21;29;25;22;31;28;32;322
"260840 Jurema";25;29;23;34;28;36;28;27;21;29;36;28;344
"260850 Lagoa de Itaenga";33;38;45;33;54;35;36;30;41;24;41;39;449
"260845 Lagoa do Carro";16;12;27;26;20;20;28;25;24;19;15;20;252
"260860 Lagoa do Ouro";31;19;18;24;33;19;19;21;27;31;25;19;286
"260870 Lagoa dos Gatos";18;21;23;21;27;18;21;18;15;30;24;24;260
"260875 Lagoa Grande";54;37;50;45;59;39;46;43;27;40;34;34;508
"260880 Lajedo";73;74;70;62;70;66;58;73;51;57;57;52;763
"260890 Limoeiro";88;87;99;88;79;93;104;86;75;73;79;74;1025
"260900 Macaparana";37;47;45;54;54;38;66;39;36;38;38;42;534
"260910 Machados";22;14;20;16;11;13;20;15;17;16;16;21;201
"260915 Manari";38;55;56;34;59;51;41;37;39;42;28;54;534
"260920 Maraial";31;17;20;22;18;19;32;17;32;14;16;26;264
"260930 Mirandiba";32;35;43;33;25;29;27;35;32;21;25;31;368
"261430 Moreilândia";20;16;17;10;12;18;12;15;6;18;20;16;180
"260940 Moreno";73;61;95;76;74;80;76;47;43;63;79;55;822
"260950 Nazaré da Mata";42;42;40;54;51;55;33;34;41;38;34;37;501
"260960 Olinda";582;574;637;600;625;598;579;534;439;478;436;490;6572
"260970 Orobó";40;47;17;31;39;35;34;24;37;23;33;41;401
"260980 Orocó";28;14;28;24;20;18;15;18;30;21;13;26;255
"260990 Ouricuri";137;110;139;132;105;113;110;97;111;114;107;134;1409
"261000 Palmares";120;108;102;120;123;123;114;83;103;115;104;108;1323
"261010 Palmeirina";24;13;9;16;11;25;13;20;16;16;12;18;193
"261020 Panelas";51;32;43;34;49;42;35;41;39;57;43;45;511
"261030 Paranatama";17;14;12;14;15;24;18;15;20;23;22;20;214
"261040 Parnamirim";47;34;37;50;45;27;51;31;41;46;28;33;470
"261050 Passira";45;50;35;43;20;46;39;48;48;41;38;41;494
"261060 Paudalho";108;81;107;82;95;89;76;83;59;70;52;68;970
"261070 Paulista";358;330;403;350;398;365;334;268;298;300;291;285;3980
"261080 Pedra";46;35;39;39;45;51;43;33;45;42;37;40;495
"261090 Pesqueira";109;116;117;115;118;116;121;102;127;96;117;110;1364
"261100 Petrolândia";61;67;70;65;66;82;62;53;63;62;66;66;783
"261110 Petrolina";526;424;506;492;480;438;472;382;440;441;465;450;5516
"261120 Poção";18;17;21;19;33;28;22;9;14;21;35;19;256
"261130 Pombos";53;39;44;42;50;41;28;29;39;29;35;15;444
"261140 Primavera";11;13;19;19;20;12;13;21;23;12;10;28;201
"261150 Quipapá";45;41;43;42;41;42;34;35;39;40;47;38;487
"261153 Quixaba";8;7;8;10;6;7;7;7;8;9;9;11;97
"261160 Recife";2195;1960;2198;2182;2374;2019;1981;1863;1891;1873;1795;1976;24307
"261170 Riacho das Almas";33;29;28;33;29;23;25;31;30;34;27;32;354
"261180 Ribeirão";82;83;90;85;80;73;72;66;81;58;63;73;906
"261190 Rio Formoso";42;35;45;47;42;42;40;36;27;28;36;40;460
"261200 Sairé";18;18;25;18;15;22;12;10;21;12;13;16;200
"261210 Salgadinho";3;3;5;9;4;6;6;4;10;-;2;10;62
"261220 Salgueiro";134;88;113;92;88;86;78;79;74;81;94;99;1106
"261230 Saloá";33;31;23;21;24;26;25;22;30;33;13;18;299
"261240 Sanharó";27;25;26;24;40;27;19;22;29;30;25;22;316
"261245 Santa Cruz";34;29;33;20;23;28;29;20;23;23;30;20;312
