 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2002
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"261247 Santa Cruz da Baixa Verde";16;21;24;15;13;9;17;21;12;18;11;19;196
"261250 Santa Cruz do Capibaribe";136;110;125;109;121;122;121;111;90;110;111;104;1370
"261255 Santa Filomena";15;18;27;20;21;21;28;17;20;21;29;34;271
"261260 Santa Maria da Boa Vista";85;71;98;100;85;74;78;68;63;72;69;59;922
"261270 Santa Maria do Cambucá";17;24;32;25;14;27;23;19;21;30;22;15;269
"261280 Santa Terezinha";15;13;20;18;17;8;24;11;16;19;4;10;175
"261290 São Benedito do Sul";18;22;19;11;26;14;22;13;18;14;21;19;217
"261300 São Bento do Una";96;71;111;97;94;96;77;77;88;78;91;85;1061
"261310 São Caitano";59;64;55;66;64;63;75;46;57;46;60;51;706
"261320 São João";38;34;32;42;33;36;30;36;45;37;43;35;441
"261330 São Joaquim do Monte";32;32;38;39;40;34;45;46;46;37;31;40;460
"261340 São José da Coroa Grande";25;22;36;32;37;25;30;35;24;24;18;32;340
"261350 São José do Belmonte";65;51;58;71;58;65;52;52;44;55;43;57;671
"261360 São José do Egito";41;48;55;41;42;41;64;45;53;50;16;60;556
"261370 São Lourenço da Mata";141;137;132;148;159;134;134;115;110;83;114;124;1531
"261380 São Vicente Ferrer";31;24;34;32;25;27;29;18;19;32;21;21;313
"261390 Serra Talhada";143;121;137;140;126;119;133;113;75;126;99;112;1444
"261400 Serrita";46;35;31;43;30;37;31;34;21;30;40;44;422
"261410 Sertânia";52;51;65;63;52;52;48;51;46;42;46;49;617
"261420 Sirinhaém";69;72;66;76;64;62;64;79;78;77;70;81;858
"261440 Solidão";4;7;11;7;6;7;9;3;6;11;17;9;97
"261450 Surubim";90;76;84;91;82;75;63;53;44;75;83;71;887
"261460 Tabira";59;43;51;47;54;60;50;53;61;33;48;38;597
"261470 Tacaimbó";21;18;19;22;17;13;17;18;20;17;13;18;213
"261480 Tacaratu";21;37;42;30;27;25;30;23;21;24;37;30;347
"261485 Tamandaré";41;39;38;39;39;28;33;30;43;38;31;35;434
"261500 Taquaritinga do Norte";33;33;34;35;43;29;44;34;39;44;37;43;448
"261510 Terezinha";15;12;6;8;15;8;10;4;8;11;6;10;113
"261520 Terra Nova";23;13;28;13;19;16;13;11;14;16;15;13;194
"261530 Timbaúba";114;74;83;103;98;99;96;102;92;63;81;78;1083
"261540 Toritama";54;33;62;55;49;47;37;55;54;48;50;42;586
"261550 Tracunhaém";24;19;19;13;25;18;20;16;12;9;11;11;197
"261560 Trindade";58;59;53;57;60;48;54;33;57;47;46;46;618
"261570 Triunfo";23;24;27;24;13;23;19;23;16;23;27;23;265
"261580 Tupanatinga";54;39;42;44;63;45;48;46;42;41;42;46;552
"261590 Tuparetama";10;13;12;12;15;9;16;12;8;11;11;8;137
"261600 Venturosa";28;31;25;30;32;22;25;33;27;21;24;26;324
"261610 Verdejante";20;18;30;25;16;26;18;19;22;13;11;26;244
"261618 Vertente do Lério";1;15;15;13;7;11;11;14;18;16;5;15;141
"261620 Vertentes";41;19;27;30;30;33;18;18;20;22;20;25;303
"261630 Vicência";10;33;45;56;56;43;52;39;54;33;12;42;475
"261640 Vitória de Santo Antão";166;188;241;217;211;178;202;182;167;163;188;184;2287
"261650 Xexéu";38;17;23;20;28;28;28;24;29;22;22;28;307
"270010 Água Branca";42;34;48;39;34;36;39;27;23;41;25;29;417
"270020 Anadia";23;27;32;41;32;38;29;41;25;26;37;29;380
"270030 Arapiraca";389;312;375;357;386;390;329;338;310;324;324;335;4169
"270040 Atalaia";82;81;95;94;86;103;91;91;85;74;73;86;1041
"270050 Barra de Santo Antônio";27;19;22;30;22;23;18;18;22;22;25;25;273
"270060 Barra de São Miguel";10;12;8;15;5;15;11;10;13;10;11;11;131
"270070 Batalha";29;36;40;36;43;39;37;22;35;30;24;37;408
"270080 Belém";9;5;1;9;5;8;7;9;6;5;7;2;73
"270090 Belo Monte";18;12;10;6;6;2;10;8;6;9;9;10;106
"270100 Boca da Mata";54;29;63;50;72;52;49;49;57;40;43;42;600
"270110 Branquinha";19;19;19;16;19;20;21;21;30;25;21;19;249
"270120 Cacimbinhas";17;28;10;12;26;23;16;15;22;20;15;20;224
"270130 Cajueiro";45;49;50;35;43;40;40;54;34;37;31;37;495
"270135 Campestre";15;10;14;17;16;17;15;21;16;10;13;9;173
"270140 Campo Alegre";84;61;92;76;90;73;61;73;80;69;63;74;896
"270150 Campo Grande";23;12;24;21;27;17;9;26;21;10;23;24;237
"270160 Canapi";45;28;40;32;42;49;39;31;30;24;25;41;426
"270170 Capela";52;36;35;43;29;32;36;37;49;25;31;26;431
"270180 Carneiros";19;18;18;14;23;21;14;13;11;6;10;13;180
"270190 Chã Preta";27;16;17;16;15;16;10;18;16;10;12;11;184
"270200 Coité do Nóia";14;21;20;19;25;25;17;18;19;18;8;19;223
"270210 Colônia Leopoldina";27;40;48;41;49;46;52;36;23;49;44;35;490
"270220 Coqueiro Seco";11;13;12;4;13;11;11;9;9;10;8;10;121
"270230 Coruripe";96;85;100;75;98;86;81;57;73;90;76;85;1002
"270235 Craíbas";44;36;46;51;46;51;42;42;43;28;33;40;502
"270240 Delmiro Gouveia";84;100;99;110;107;106;90;68;91;74;82;78;1089
"270250 Dois Riachos";23;25;40;20;30;34;16;24;19;24;21;20;296
"270255 Estrela de Alagoas";23;20;30;25;13;19;25;22;19;26;21;22;265
"270260 Feira Grande";38;30;48;42;47;41;45;32;32;33;33;49;470
"270270 Feliz Deserto";2;6;4;2;3;12;5;6;4;6;1;6;57
"270280 Flexeiras";28;31;41;15;33;25;27;23;32;20;24;25;324
"270290 Girau do Ponciano";68;48;56;69;62;56;57;50;71;44;46;50;677
"270300 Ibateguara";38;22;30;18;32;30;30;27;17;24;29;26;323
"270310 Igaci";41;35;45;48;34;40;52;35;39;33;29;36;467
"270320 Igreja Nova";36;40;33;41;38;38;43;32;45;33;39;37;455
"270330 Inhapi";51;27;31;44;29;29;30;34;32;27;31;29;394
"270340 Jacaré dos Homens";17;11;7;15;22;14;17;15;16;16;5;11;166
"270350 Jacuípe";18;19;14;15;20;16;14;16;17;12;20;15;196
"270360 Japaratinga";15;28;14;14;14;15;8;12;13;12;13;12;170
"270370 Jaramataia";4;11;10;13;14;12;13;9;6;10;5;8;115
"270375 Jequiá da Praia";5;7;5;8;6;9;11;8;10;23;16;33;141
"270380 Joaquim Gomes";53;50;47;63;45;53;64;51;43;53;53;38;613
"270390 Jundiá";6;11;11;11;1;9;12;5;1;5;11;4;87
"270400 Junqueiro";39;39;37;42;47;37;40;53;32;46;37;34;483
"270410 Lagoa da Canoa";33;29;34;39;47;35;38;41;30;33;27;31;417
"270420 Limoeiro de Anadia";41;36;42;46;42;39;33;30;29;29;44;39;450
"270430 Maceió";1380;1342;1571;1449;1533;1381;1427;1315;1244;1338;1281;1338;16599
"270440 Major Isidoro";21;11;38;22;43;28;46;26;27;31;30;27;350
"270490 Mar Vermelho";10;10;1;3;5;5;7;3;8;8;2;3;65
"270450 Maragogi";66;46;62;52;55;56;61;51;38;44;42;42;615
"270460 Maravilha";14;10;22;15;31;17;19;13;24;24;19;16;224
"270470 Marechal Deodoro";67;70;91;100;86;69;71;65;67;73;69;75;903
"270480 Maribondo";27;20;31;20;17;33;20;23;13;22;29;22;277
"270500 Mata Grande";44;37;32;34;58;44;39;33;40;37;40;35;473
"270510 Matriz de Camaragibe";52;44;50;47;58;57;52;40;41;48;44;38;571
"270520 Messias";40;29;29;27;35;26;34;20;29;21;30;26;346
"270530 Minador do Negrão";9;9;8;12;14;7;11;11;10;11;6;7;115
"270540 Monteirópolis";7;9;10;15;20;21;18;16;12;16;20;8;172
"270550 Murici";68;40;56;60;51;49;58;60;59;52;48;47;648
"270560 Novo Lino";22;30;26;21;40;25;27;27;22;18;20;13;291
"270570 Olho d'Água das Flores";49;41;60;31;44;34;42;35;48;39;43;46;512
"270580 Olho d'Água do Casado";9;10;13;11;18;11;21;14;6;22;10;11;156
"270590 Olho d'Água Grande";9;3;9;15;12;8;7;4;5;14;6;14;106
"270600 Olivença";15;10;22;19;25;25;10;19;18;17;18;22;220
"270610 Ouro Branco";28;23;21;25;16;16;17;21;19;24;13;18;241
"270620 Palestina";11;10;8;8;15;13;9;9;12;5;13;8;121
"270630 Palmeira dos Índios";123;114;148;150;154;149;155;126;134;138;120;130;1641
"270640 Pão de Açúcar";51;51;48;47;65;59;45;45;39;46;20;40;556
"270642 Pariconha";18;10;28;13;22;15;13;7;12;14;20;19;191
"270644 Paripueira";24;18;24;18;22;16;15;16;21;9;14;13;210
"270650 Passo de Camaragibe";25;38;31;20;35;38;32;17;23;18;27;25;329
"270660 Paulo Jacinto";6;7;15;10;13;3;9;14;19;13;10;7;126
"270670 Penedo";103;112;132;113;111;91;94;100;98;79;85;102;1220
"270680 Piaçabuçu";33;23;30;39;41;36;37;23;37;35;25;24;383
"270690 Pilar";50;51;64;62;71;48;51;62;59;66;41;59;684
"270700 Pindoba";11;5;6;6;9;4;9;4;6;4;6;4;74
"270710 Piranhas";65;47;67;62;56;56;59;46;52;60;41;51;662
"270720 Poço das Trincheiras";35;22;23;23;30;21;33;23;20;15;17;26;288
"270730 Porto Calvo";44;62;62;55;57;60;54;61;48;73;60;52;688
"270740 Porto de Pedras";16;8;15;13;15;17;12;11;15;10;9;14;155
"270750 Porto Real do Colégio";38;38;45;30;36;34;24;27;31;30;32;29;394
"270760 Quebrangulo";24;21;23;24;17;13;21;17;14;15;16;14;219
"270770 Rio Largo";87;93;104;101;95;82;99;123;90;104;93;93;1164
"270780 Roteiro";22;20;21;24;27;15;24;16;20;16;14;21;240
"270790 Santa Luzia do Norte";14;15;16;12;14;13;14;8;9;17;15;11;158
"270800 Santana do Ipanema";88;78;97;93;110;91;94;82;77;88;81;89;1068
"270810 Santana do Mundaú";17;17;12;13;12;11;10;17;10;12;14;16;161
"270820 São Brás";15;10;16;13;10;19;11;12;8;15;7;7;143
"270830 São José da Laje";61;51;58;46;53;47;52;51;31;44;40;35;569
"270840 São José da Tapera";56;74;63;82;73;79;59;59;56;54;43;54;752
"270850 São Luís do Quitunde";62;45;72;91;82;75;74;91;64;59;71;83;869
"270860 São Miguel dos Campos";122;124;167;146;163;128;120;110;109;101;109;101;1500
"270870 São Miguel dos Milagres";13;4;9;9;6;8;4;7;3;7;6;9;85
"270880 São Sebastião";81;65;73;73;78;63;73;91;89;72;58;59;875
"270890 Satuba";18;9;14;16;21;20;6;18;15;14;7;20;178
"270895 Senador Rui Palmeira";26;24;26;25;35;43;27;28;26;21;28;32;341
"270900 Tanque d'Arca";7;9;7;10;5;16;13;9;10;4;7;11;108
"270910 Taquarana";36;21;32;38;38;39;26;36;29;32;33;21;381
"270915 Teotônio Vilela";92;80;105;95;102;89;107;89;79;88;73;90;1089
"270920 Traipu";32;44;47;48;48;38;56;47;32;49;38;41;520
"270930 União dos Palmares";121;127;152;170;174;151;137;132;133;120;123;138;1678
"270940 Viçosa";57;55;72;60;44;52;60;59;46;43;65;52;665
"270000 Município ignorado - AL";-;-;-;-;-;1;-;-;-;1;-;-;2
"280010 Amparo de São Francisco";1;2;3;1;2;5;1;4;4;-;6;3;32
"280020 Aquidabã";20;29;43;35;28;33;23;34;31;36;36;26;374
"280030 Aracaju";784;683;890;852;915;807;780;726;748;751;689;729;9354
"280040 Arauá";19;22;22;15;22;23;19;10;17;14;21;25;229
"280050 Areia Branca";31;31;30;31;26;24;23;20;26;22;22;26;312
"280060 Barra dos Coqueiros";31;29;30;29;36;26;24;26;36;23;23;35;348
"280067 Boquim";46;50;43;42;38;51;39;54;41;28;40;36;508
"280070 Brejo Grande";13;16;16;11;12;12;19;5;12;13;14;7;150
"280100 Campo do Brito";27;18;25;20;42;33;21;23;19;29;17;19;293
"280110 Canhoba";11;8;6;6;14;11;6;11;5;12;6;6;102
"280120 Canindé de São Francisco";60;51;51;58;57;56;50;50;53;38;57;45;626
"280130 Capela";51;57;59;63;50;49;46;48;49;40;44;48;604
"280140 Carira";32;32;33;29;42;39;33;28;31;32;36;32;399
"280150 Carmópolis";15;24;19;39;22;18;18;12;18;26;13;23;247
"280160 Cedro de São João";8;9;13;14;5;8;4;5;7;5;9;10;97
"280170 Cristinápolis";26;30;35;30;42;35;40;24;31;27;37;30;387
"280190 Cumbe";7;7;6;4;5;5;7;4;4;9;7;7;72
"280200 Divina Pastora";9;4;4;10;8;4;6;3;4;4;4;3;63
"280210 Estância";108;112;108;121;129;112;121;96;112;96;79;90;1284
"280220 Feira Nova";7;8;16;9;8;15;8;6;3;12;7;7;106
"280230 Frei Paulo";16;18;27;23;15;24;23;19;11;20;13;19;228
"280240 Gararu";12;16;16;11;18;11;10;16;17;6;6;21;160
"280250 General Maynard";1;-;2;3;1;2;5;2;2;1;3;1;23
"280260 Gracho Cardoso";9;8;4;11;10;3;14;3;3;11;7;3;86
"280270 Ilha das Flores";8;14;11;15;15;19;13;14;11;13;15;12;160
"280280 Indiaroba";18;31;31;45;27;35;30;34;27;22;36;29;365
"280290 Itabaiana";139;147;150;144;154;142;150;111;117;104;129;120;1607
"280300 Itabaianinha";66;73;72;68;85;70;60;58;60;71;59;44;786
"280310 Itabi";3;5;8;6;9;5;3;10;4;5;3;3;64
"280320 Itaporanga d'Ajuda";59;35;38;37;44;47;44;47;48;57;44;52;552
"280330 Japaratuba";16;16;34;18;26;28;19;14;22;18;24;22;257
"280340 Japoatã";21;23;27;25;17;27;27;24;29;20;21;22;283
"280350 Lagarto";164;153;167;162;176;149;178;144;145;130;149;124;1841
"280360 Laranjeiras";38;46;59;50;50;43;43;44;34;51;41;45;544
"280370 Macambira";10;8;10;10;7;8;3;6;9;10;7;12;100
"280380 Malhada dos Bois";3;5;9;7;8;2;5;6;2;6;4;6;63
"280390 Malhador";19;19;19;23;27;24;18;13;15;17;18;17;229
"280400 Maruim";30;13;24;28;25;23;20;22;18;23;27;13;266
"280410 Moita Bonita";15;9;16;18;14;15;9;12;15;10;15;12;160
"280420 Monte Alegre de Sergipe";28;22;27;26;25;22;18;20;22;26;9;22;267
"280430 Muribeca";11;8;10;14;12;11;21;13;10;8;8;8;134
"280440 Neópolis";30;29;31;39;29;24;30;25;20;27;24;27;335
"280445 Nossa Senhora Aparecida";10;12;14;14;11;10;9;9;15;7;10;7;128
"280450 Nossa Senhora da Glória";56;55;62;47;61;54;48;48;58;54;48;30;621
"280460 Nossa Senhora das Dores";41;36;50;42;42;41;45;38;36;26;33;36;466
"280470 Nossa Senhora de Lourdes";14;4;10;10;13;11;12;5;5;10;9;7;110
"280480 Nossa Senhora do Socorro";271;237;276;267;262;233;227;219;214;227;188;216;2837
"280490 Pacatuba";27;16;15;15;28;20;13;14;12;17;13;6;196
"280500 Pedra Mole";3;3;3;5;6;2;5;2;3;2;2;3;39
"280510 Pedrinhas";11;11;11;9;15;12;13;10;18;8;13;14;145
"280520 Pinhão";8;11;13;16;12;7;12;5;10;13;7;11;125
"280530 Pirambu";5;13;19;8;9;15;13;6;8;10;16;16;138
"280540 Poço Redondo";43;24;41;45;42;39;36;63;36;39;46;48;502
"280550 Poço Verde";46;42;49;31;42;48;32;21;35;27;25;37;435
"280560 Porto da Folha";51;26;39;39;49;48;37;40;30;40;44;39;482
"280570 Propriá";48;33;48;53;45;39;53;34;47;43;44;33;520
"280580 Riachão do Dantas";40;26;42;40;32;24;23;21;31;21;28;33;361
"280590 Riachuelo";12;12;9;22;16;14;17;20;13;20;19;12;186
"280600 Ribeirópolis";37;18;27;27;24;25;26;15;18;24;18;17;276
"280610 Rosário do Catete";14;19;21;10;11;13;24;13;11;10;10;18;174
"280620 Salgado";31;32;23;23;26;22;30;25;27;19;25;30;313
"280630 Santa Luzia do Itanhy";30;28;34;33;34;29;28;24;28;20;11;25;324
"280650 Santa Rosa de Lima";6;3;6;10;10;7;8;7;3;9;6;9;84
"280640 Santana do São Francisco";10;19;19;8;12;12;8;12;7;4;6;10;127
"280660 Santo Amaro das Brotas";12;15;17;19;21;16;15;13;11;13;14;18;184
"280670 São Cristóvão";134;100;127;122;138;117;115;118;97;102;88;113;1371
"280680 São Domingos";15;7;9;15;11;15;13;12;12;10;11;11;141
"280690 São Francisco";7;4;3;6;1;2;3;6;5;2;3;2;44
"280700 São Miguel do Aleixo";5;6;9;6;7;9;6;8;8;3;11;8;86
"280710 Simão Dias";59;53;74;80;73;74;63;53;55;64;59;65;772
"280720 Siriri";12;10;7;3;17;12;7;11;13;8;15;9;124
"280730 Telha";9;5;5;5;5;2;-;3;1;1;1;2;39
"280740 Tobias Barreto";64;87;75;81;95;91;78;94;84;65;53;69;936
"280750 Tomar do Geru";18;19;23;24;30;28;16;17;17;26;16;13;247
"280760 Umbaúba";43;36;42;43;35;40;36;33;36;36;41;29;450
"280000 Município ignorado - SE";4;1;-;-;-;-;-;-;-;-;-;-;5
"290010 Abaíra";4;2;1;5;2;4;6;9;5;4;4;2;48
"290020 Abaré";21;28;31;33;27;20;22;29;22;33;21;24;311
"290030 Acajutiba";28;24;29;28;22;30;35;24;31;22;35;24;332
"290035 Adustina";20;9;29;22;26;29;32;23;16;19;22;17;264
"290040 Água Fria";12;18;17;22;25;8;29;13;21;6;9;11;191
"290060 Aiquara";10;3;9;8;7;6;5;8;3;9;5;9;82
"290070 Alagoinhas";162;160;186;182;150;170;174;147;172;181;152;149;1985
"290080 Alcobaça";37;21;32;37;46;29;37;32;28;42;26;24;391
"290090 Almadina";9;7;10;7;9;15;7;5;15;8;4;4;100
"290100 Amargosa";46;53;59;56;55;54;59;48;52;56;50;48;636
"290110 Amélia Rodrigues";22;32;49;39;26;36;38;32;36;29;19;22;380
"290115 América Dourada";27;18;19;23;24;18;21;24;35;24;30;30;293
"290120 Anagé";30;30;44;39;39;34;42;37;29;41;35;32;432
"290130 Andaraí";31;35;25;26;30;25;40;24;18;14;25;37;330
"290135 Andorinha";14;17;14;29;18;17;16;15;17;14;18;18;207
"290140 Angical";14;11;20;17;18;17;5;9;7;20;22;18;178
"290150 Anguera";8;17;15;16;23;15;12;7;12;8;12;8;153
"290160 Antas";14;6;20;25;27;12;14;15;11;9;13;18;184
"290170 Antônio Cardoso";10;10;17;16;13;16;9;11;9;8;11;11;141
"290180 Antônio Gonçalves";3;4;10;9;12;6;9;6;6;4;2;11;82
"290190 Aporá";20;23;29;29;30;27;24;35;32;24;26;23;322
"290195 Apuarema";8;10;16;11;13;10;11;9;8;6;7;6;115
"290205 Araças";20;13;12;17;13;19;21;12;22;24;18;19;210
"290200 Aracatu";28;18;24;21;17;20;18;21;14;22;21;21;245
"290210 Araci";107;92;108;132;85;132;110;108;97;97;100;104;1272
"290220 Aramari";15;15;15;21;21;22;31;20;11;12;20;6;209
"290225 Arataca";9;10;14;16;12;13;13;21;16;7;10;14;155
"290230 Aratuípe";1;7;12;13;9;5;14;5;8;8;2;7;91
"290240 Aurelino Leal";30;26;27;35;34;34;26;29;36;21;27;22;347
"290250 Baianópolis";23;17;28;16;-;6;16;9;23;22;29;10;199
"290260 Baixa Grande";40;38;40;41;48;32;37;33;37;29;29;18;422
"290265 Banzaê";5;3;7;9;6;6;10;10;15;13;7;3;94
"290270 Barra";78;68;68;59;61;68;86;69;64;77;68;65;831
"290280 Barra da Estiva";47;43;43;37;40;32;41;34;49;33;42;25;466
"290290 Barra do Choça";49;55;62;48;62;64;62;58;56;43;23;52;634
"290300 Barra do Mendes";23;22;31;19;24;21;25;35;22;39;28;14;303
"290310 Barra do Rocha";11;6;9;8;9;10;9;11;7;10;9;5;104
"290320 Barreiras";228;227;258;223;237;172;68;154;118;111;205;212;2213
"290323 Barro Alto";13;31;19;19;20;24;31;19;22;21;20;16;255
"290330 Barro Preto";9;15;8;9;9;2;5;10;3;7;5;5;87
"290327 Barrocas";11;14;14;10;12;16;21;11;8;9;12;17;155
"290340 Belmonte";29;37;36;43;43;40;38;35;31;34;36;34;436
"290350 Belo Campo";30;11;12;22;24;22;14;25;22;32;30;25;269
"290360 Biritinga";22;30;18;21;28;27;17;21;24;16;18;24;266
"290370 Boa Nova";20;22;25;25;22;26;20;27;28;13;31;19;278
"290380 Boa Vista do Tupim";24;22;39;27;27;22;29;24;37;34;36;22;343
"290390 Bom Jesus da Lapa";114;97;95;109;111;105;108;103;94;97;58;42;1133
"290395 Bom Jesus da Serra";13;6;12;9;9;12;11;18;18;19;15;10;152
"290400 Boninal";22;10;23;20;27;26;36;20;21;28;20;20;273
"290405 Bonito";15;21;28;30;18;19;20;26;25;23;27;23;275
"290410 Boquira";31;28;29;40;31;21;35;32;34;32;27;35;375
"290420 Botuporã";16;11;20;17;15;12;18;13;27;23;13;16;201
"290430 Brejões";25;27;25;21;24;20;28;24;19;17;34;21;285
"290440 Brejolândia";17;8;7;7;11;12;6;10;10;5;17;4;114
"290450 Brotas de Macaúbas";14;14;9;14;13;12;14;9;15;19;10;10;153
"290460 Brumado";95;77;83;105;88;67;92;94;95;88;83;77;1044
"290470 Buerarema";29;33;37;35;43;41;33;28;39;36;38;24;416
"290475 Buritirama";23;26;27;31;24;21;23;31;35;47;46;51;385
"290480 Caatiba";29;12;14;15;12;13;7;12;18;7;10;8;157
"290485 Cabaceiras do Paraguaçu";19;18;19;22;27;12;21;17;17;21;21;28;242
"290490 Cachoeira";49;43;50;56;42;47;46;35;32;45;38;35;518
"290500 Caculé";36;26;22;12;35;26;31;30;25;41;26;43;353
"290510 Caém";20;20;22;33;16;20;17;19;14;18;18;16;233
"290515 Caetanos";15;11;18;10;16;17;17;12;12;15;14;11;168
"290520 Caetité";23;52;32;32;54;15;57;58;58;19;59;100;559
"290530 Cafarnaum";25;24;29;17;20;24;26;28;31;38;39;39;340
"290540 Cairu";25;19;17;16;16;23;12;18;19;19;12;16;212
"290550 Caldeirão Grande";19;8;13;28;20;18;13;20;26;12;19;23;219
"290560 Camacan";37;37;50;43;62;56;61;65;50;46;29;35;571
"290570 Camaçari";291;288;237;348;359;329;288;273;297;293;272;286;3561
"290580 Camamu";48;45;78;78;62;61;61;70;66;44;56;52;721
"290590 Campo Alegre de Lourdes";47;40;50;53;69;54;29;17;35;53;56;68;571
"290600 Campo Formoso";179;94;34;149;157;139;141;126;130;141;132;95;1517
"290610 Canápolis";15;13;8;10;10;5;11;16;11;12;11;7;129
"290620 Canarana";47;31;45;29;46;44;50;45;37;49;46;64;533
"290630 Canavieiras";71;66;82;55;57;48;44;46;15;64;65;62;675
"290640 Candeal";15;17;8;21;14;14;13;13;10;9;11;7;152
"290650 Candeias";100;101;96;52;130;124;104;108;111;68;66;65;1125
"290660 Candiba";22;18;21;15;22;14;25;23;20;15;14;16;225
"290670 Cândido Sales";44;40;41;31;43;31;32;35;45;44;38;35;459
"290680 Cansanção";54;50;66;67;58;43;60;59;40;37;66;44;644
"290682 Canudos";19;22;26;22;20;27;24;29;25;18;27;20;279
"290685 Capela do Alto Alegre";17;16;12;14;21;22;15;13;15;15;15;14;189
"290687 Capim Grosso";59;54;46;52;62;58;55;55;54;66;56;17;634
"290689 Caraíbas";15;16;12;13;9;14;9;12;11;13;15;12;151
"290690 Caravelas";22;17;33;29;32;32;32;30;32;21;34;25;339
"290700 Cardeal da Silva";23;17;10;12;11;14;13;19;12;10;8;16;165
"290710 Carinhanha";38;36;50;40;35;36;43;33;44;37;47;28;467
"290720 Casa Nova";102;94;102;132;118;98;107;103;118;107;120;106;1307
"290730 Castro Alves";24;33;51;40;47;53;59;52;46;38;43;36;522
"290740 Catolândia";5;-;4;7;2;3;2;1;4;3;3;2;36
"290750 Catu";71;67;102;125;84;74;75;64;68;62;53;59;904
"290755 Caturama";19;10;12;8;8;12;11;18;6;13;7;8;132
"290760 Central";38;31;35;28;39;22;33;38;31;32;16;35;378
"290770 Chorrochó";14;24;25;18;28;23;19;17;10;13;14;16;221
"290780 Cícero Dantas";21;43;54;46;59;56;67;44;47;36;32;51;556
"290790 Cipó";28;25;37;26;27;17;37;29;20;20;28;17;311
"290800 Coaraci";31;28;41;43;57;37;43;46;49;42;30;26;473
"290810 Cocos";21;16;20;22;29;19;23;23;15;27;14;18;247
"290820 Conceição da Feira";21;22;19;30;31;29;28;23;26;15;20;18;282
"290830 Conceição do Almeida";23;22;33;16;30;24;28;24;24;22;30;21;297
"290840 Conceição do Coité";96;106;119;96;112;121;105;96;42;77;90;98;1158
"290850 Conceição do Jacuípe";57;45;62;39;18;31;28;50;30;38;30;38;466
"290860 Conde";34;39;44;50;40;45;45;31;38;40;37;29;472
"290870 Condeúba";24;29;31;18;34;30;35;32;27;24;28;26;338
"290880 Contendas do Sincorá";3;1;3;3;7;4;3;7;3;5;5;4;48
"290890 Coração de Maria";35;24;33;38;21;26;36;32;21;21;16;22;325
"290900 Cordeiros";12;11;16;7;12;13;17;14;13;17;11;11;154
"290910 Coribe";19;17;24;20;20;9;19;23;16;23;15;5;210
"290920 Coronel João Sá";28;16;37;44;36;31;32;25;23;32;20;27;351
"290930 Correntina";48;33;45;62;38;50;63;47;39;49;36;18;528
"290940 Cotegipe";11;15;17;23;23;13;6;13;15;17;26;14;193
"290950 Cravolândia";4;10;7;9;10;6;8;12;9;7;9;9;100
"290960 Crisópolis";24;36;41;29;45;28;30;32;36;36;28;34;399
"290970 Cristópolis";18;17;15;12;15;9;6;6;10;20;16;21;165
"290980 Cruz das Almas";66;77;79;81;86;80;74;84;70;80;57;77;911
"290990 Curaçá";70;52;68;62;55;70;54;56;45;50;55;53;690
"291000 Dário Meira";17;20;19;19;12;15;16;16;18;13;22;20;207
"291005 Dias d'Ávila";82;73;107;110;118;105;107;96;98;81;90;95;1162
"291010 Dom Basílio";13;16;21;15;14;17;9;12;9;25;17;10;178
"291020 Dom Macedo Costa";8;3;6;6;5;5;9;5;4;5;8;8;72
"291030 Elísio Medrado";13;6;9;7;5;10;10;8;9;9;9;9;104
"291040 Encruzilhada";42;23;20;22;34;45;45;36;43;31;24;39;404
"291050 Entre Rios";70;46;62;68;68;70;66;68;67;69;74;80;808
"290050 Érico Cardoso";6;9;13;11;14;10;19;10;18;3;19;9;141
"291060 Esplanada";46;53;67;52;51;53;54;66;54;54;65;40;655
"291070 Euclides da Cunha";83;73;84;69;76;89;89;85;71;76;66;79;940
"291072 Eunápolis";179;161;195;191;187;178;161;162;152;163;148;172;2049
"291075 Fátima";19;23;31;32;43;30;27;31;26;23;22;24;331
"291077 Feira da Mata";3;2;4;2;5;2;5;2;3;1;7;3;39
"291080 Feira de Santana";740;772;907;888;637;764;817;658;638;599;434;724;8578
"291085 Filadélfia";29;23;36;33;30;30;23;22;20;29;32;36;343
"291090 Firmino Alves";5;10;9;4;7;5;4;6;12;6;4;6;78
"291100 Floresta Azul";10;12;15;15;19;19;19;19;18;10;17;22;195
"291110 Formosa do Rio Preto";26;24;27;40;32;38;34;33;37;25;35;38;389
"291120 Gandu";44;56;64;73;47;48;63;55;78;59;52;49;688
"291125 Gavião";6;6;14;6;9;6;5;9;4;2;5;3;75
"291130 Gentio do Ouro";10;15;15;14;16;17;9;21;11;15;18;19;180
"291140 Glória";15;13;18;14;27;21;13;11;17;14;9;14;186
"291150 Gongogi";9;11;11;7;20;7;8;12;6;12;11;13;127
"291160 Governador Mangabeira";13;17;12;16;15;22;21;29;19;22;23;28;237
"291165 Guajeru";11;5;9;10;18;9;16;12;10;11;9;18;138
"291170 Guanambi";125;101;110;107;125;88;100;122;118;115;86;119;1316
"291180 Guaratinga";34;31;37;34;29;30;29;19;23;34;20;2;322
"291185 Heliópolis";21;13;31;23;22;23;23;22;14;13;6;18;229
